field,text
country_name,"Republic of Serbia"
government_type,"parliamentary republic"
capital,"Belgrade (Beograd)"
chief_of_state,"President Aleksandar VUCIC (since 31 May 2017)"
head_of_government,"Prime Minister Djuro MACUT (since 16 April 2025)"
judicial_highest_courts,"Supreme Court of Cassation (consists of 36 judges, including the court president); Constitutional Court (consists of 15 judges, including the court president and vice president)"
constitution_history,"many previous; latest adopted 30 September 2006, approved by referendum 28-29 October 2006, effective 8 November 2006"
