subdomain,http_status,mx
01.gai.gov.bd,Could not resolve host: 01.gai.gov.bd,none
02.gai.gov.bd,Could not resolve host: 02.gai.gov.bd,none
03.gai.gov.bd,Could not resolve host: 03.gai.gov.bd,none
1.gai.gov.bd,Could not resolve host: 1.gai.gov.bd,none
10.gai.gov.bd,Could not resolve host: 10.gai.gov.bd,none
111824.useoishwarganj.gov.bd,Could not resolve host: 111824.useoishwarganj.gov.bd,none
a1.gai.gov.bd,Could not resolve host: a1.gai.gov.bd,none
a2.gai.gov.bd,Could not resolve host: a2.gai.gov.bd,none
aap.gov.bd,Could not resolve host: aap.gov.bd,none
abc.nins.gov.bd,Resolving timed out after 3001 milliseconds,none
accessibledictionary.gov.bd,200,0 accessibledictionary.gov.bd.
acland-agrabadctg.gov.bd,Resolving timed out after 3000 milliseconds,dig error
acland-anwaractg.gov.bd,Could not resolve host: acland-anwaractg.gov.bd,none
acland-burichang.gov.bd,Could not resolve host: acland-burichang.gov.bd,none
acland-chandgaonctg.gov.bd,Could not resolve host: acland-chandgaonctg.gov.bd,none
acland-katiadikishoreganj.gov.bd,Resolving timed out after 3000 milliseconds,none
acland-kishoreganjnilphamari.gov.bd,Could not resolve host: acland-kishoreganjnilphamari.gov.bd,none
acland-laksam.gov.bd,Could not resolve host: acland-laksam.gov.bd,none
acland-mymfulbaria.gov.bd,Could not resolve host: acland-mymfulbaria.gov.bd,dig error
acland-pabarajshahi.gov.bd,Could not resolve host: acland-pabarajshahi.gov.bd,none
acland-sadarctg.gov.bd,Could not resolve host: acland-sadarctg.gov.bd,none
acland-shahrasti.gov.bd,Could not resolve host: acland-shahrasti.gov.bd,none
acland-siddhirganjcircle.gov.bd,Could not resolve host: acland-siddhirganjcircle.gov.bd,none
acland-thakurgaonsadar.gov.bd,Could not resolve host: acland-thakurgaonsadar.gov.bd,dig error
acland-tongicircle.gov.bd,Could not resolve host: acland-tongicircle.gov.bd,none
aclandadarshasadarcomilla.gov.bd,Could not resolve host: aclandadarshasadarcomilla.gov.bd,dig error
aclandbarisalsadar.gov.bd,200,0 aclandbarisalsadar.gov.bd.
aclandbegumganj.gov.bd,Could not resolve host: aclandbegumganj.gov.bd,none
