subdomain,http_status,mx
ago.gov.to,200,10 mail.ago.gov.to.
alerts.met.gov.to,SSL: no alternative certificate subject name matches target hostname 'alerts.met.gov.to',none
api.lands.gov.to,Connection timed out after 3002 milliseconds,none
api.settonga.gov.to,Operation timed out after 3002 milliseconds with 0 bytes received,none
apuanea.finance.gov.to,SSL: no alternative certificate subject name matches target hostname 'apuanea.finance.gov.to',none
asset.parliament.gov.to,Could not resolve host: asset.parliament.gov.to,none
assets.parliament.gov.to,Could not resolve host: assets.parliament.gov.to,none
audit.gov.to,200,none
autoconfig.crownlaw.gov.to,200,none
autoconfig.customs.gov.to,SSL: no alternative certificate subject name matches target hostname 'autoconfig.customs.gov.to',none
autoconfig.mafff.gov.to,Could not resolve host: autoconfig.mafff.gov.to,none
autoconfig.mpe.gov.to,Could not resolve host: autoconfig.mpe.gov.to,none
autoconfig.mted.gov.to,Could not resolve host: autoconfig.mted.gov.to,none
autoconfig.naturalresources.gov.to,SSL: no alternative certificate subject name matches target hostname 'autoconfig.naturalresources.gov.to',none
autoconfig.pmo.gov.to,404,none
autoconfig.psc.gov.to,Could not resolve host: autoconfig.psc.gov.to,none
autoconfig.tongafamilyhealth.gov.to,Connection timed out after 3002 milliseconds,none
autodiscover.crownlaw.gov.to,200,none
autodiscover.customs.gov.to,SSL: no alternative certificate subject name matches target hostname 'autodiscover.customs.gov.to',none
autodiscover.environment.gov.to,Could not resolve host: autodiscover.environment.gov.to,none
autodiscover.mafff.gov.to,Could not resolve host: autodiscover.mafff.gov.to,none
autodiscover.mpe.gov.to,Could not resolve host: autodiscover.mpe.gov.to,none
autodiscover.mted.gov.to,Could not resolve host: autodiscover.mted.gov.to,none
autodiscover.naturalresources.gov.to,SSL: no alternative certificate subject name matches target hostname 'autodiscover.naturalresources.gov.to',none
autodiscover.parliament.gov.to,Failed to connect to autodiscover.parliament.gov.to port 443 after 85 ms: Could not connect to server,none
autodiscover.pmo.gov.to,404,none
autodiscover.psc.gov.to,Could not resolve host: autodiscover.psc.gov.to,none
autodiscover.tongafamilyhealth.gov.to,Connection timed out after 3001 milliseconds,none
business.parliament.gov.to,Could not resolve host: business.parliament.gov.to,none
businessregistries.gov.to,200,none
