field,text
country_name,"People's Democratic Republic of Algeria"
government_type,"presidential republic"
capital,"Algiers"
chief_of_state,"President Abdelmadjid TEBBOUNE (since 12 December 2019)"
head_of_government,"Prime Minister Sifi GHRIEB (since 28 August 2025)"
judicial_highest_courts,"Supreme Court or Le Cour Suprême, (consists of 150 judges organized into 8 chambers: Civil, Commercial and Maritime, Criminal, House of Offenses and Contraventions, House of Petitions, Land, Personal Status, and Social; Constitutional Council (consists of 12 members including the court chairman and deputy chairman)"
constitution_history,"several previous; latest approved by referendum 1 November 2020"
