field,text
country_name,"Federal Democratic Republic of Ethiopia"
government_type,"federal parliamentary republic"
capital,"Addis Ababa"
chief_of_state,"President TAYE Atske Selassie (since 7 October 2024)"
head_of_government,"Prime Minister ABIY Ahmed Ali (since April 2018)"
judicial_highest_courts,"Federal Supreme Court (consists of 11 judges)"
constitution_history,"several previous; latest drafted June 1994, adopted 8 December 1994, entered into force 21 August 1995"
