subdomain,http_status
baganuur.hudulmur.gov.mn,"Could not resolve host: baganuur.hudulmur.gov.mn"
baigal.ar.gov.mn,"Could not resolve host: baigal.ar.gov.mn"
afccp.gov.mn,"SSL certificate problem: certificate has expired"
audit.gov.mn,"Recv failure: Connexion ré-initialisée par le correspondant"
asgat.zavkhan.gov.mn,"Could not resolve host: asgat.zavkhan.gov.mn"
bagakhangai.child.gov.mn,"Could not resolve host: bagakhangai.child.gov.mn"
baganuur.child.gov.mn,"Failed to connect to baganuur.child.gov.mn port 443 after 613 ms: Could not connect to server"
admincourt.gov.mn,"200"
archives.gov.mn,"SSL certificate problem: unable to get local issuer certificate"
ar.inspection.gov.mn,"200"
arkhangai.cd.gov.mn,"200"
arkhangai.gazar.gov.mn,"200"
airquality.ub.gov.mn,"Could not resolve host: airquality.ub.gov.mn"
api.tender.gov.mn,"Could not resolve host: api.tender.gov.mn"
3jargalhairhan.ub.gov.mn,"Could not resolve host: 3jargalhairhan.ub.gov.mn"
autodiscover.crc.gov.mn,"Failed to connect to autodiscover.crc.gov.mn port 443 after 1792 ms: Could not connect to server"
411.cd.gov.mn,"Could not resolve host: 411.cd.gov.mn"
457.cd.gov.mn,"Could not resolve host: 457.cd.gov.mn"
425.cd.gov.mn,"Could not resolve host: 425.cd.gov.mn"
baganuurcity.gov.mn,"Could not resolve host: baganuurcity.gov.mn"
baganuur.court.gov.mn,"Could not resolve host: baganuur.court.gov.mn"
ata.nema.gov.mn,"Could not resolve host: ata.nema.gov.mn"
bayan-ulgii.gov.mn,"Could not resolve host: bayan-ulgii.gov.mn"
bagakhangai.hudulmur.gov.mn,"Could not resolve host: bagakhangai.hudulmur.gov.mn"
11-11.to.gov.mn,"Failed to connect to 11-11.to.gov.mn port 443 after 1991 ms: Could not connect to server"
413.cd.gov.mn,"Could not resolve host: 413.cd.gov.mn"
autodiscover.smart.gov.mn,"Failed to connect to autodiscover.smart.gov.mn port 443 after 1912 ms: Could not connect to server"
437.cd.gov.mn,"Could not resolve host: 437.cd.gov.mn"
419.cd.gov.mn,"Could not resolve host: 419.cd.gov.mn"
423.cd.gov.mn,"Could not resolve host: 423.cd.gov.mn"
achlahui.ub.gov.mn,"Could not resolve host: achlahui.ub.gov.mn"
amarjikh3.ub.gov.mn,"Could not resolve host: amarjikh3.ub.gov.mn"
autodiscover.mfa.gov.mn,"Failed to connect to autodiscover.mfa.gov.mn port 443 after 2000 ms: Could not connect to server"
ankara.mfa.gov.mn,"Could not resolve host: ankara.mfa.gov.mn"
baigal.ub.gov.mn,"Could not resolve host: baigal.ub.gov.mn"
arkhangai.tvet.gov.mn,"Could not resolve host: arkhangai.tvet.gov.mn"
103.ub.gov.mn,"301"
baigal.gs.gov.mn,"SSL certificate problem: certificate has expired"
audit.ov.gov.mn,"Could not resolve host: audit.ov.gov.mn"
bayangol.child.gov.mn,"Failed to connect to bayangol.child.gov.mn port 443 after 364 ms: Could not connect to server"
bangkok.mfa.gov.mn,"Failed to connect to bangkok.mfa.gov.mn port 443 after 1856 ms: Could not connect to server"
bayankhongor.bkh.gov.mn,"Could not resolve host: bayankhongor.bkh.gov.mn"
audit.dd.gov.mn,"Could not resolve host: audit.dd.gov.mn"
bayankhongor.gov.mn,"Failed to connect to bayankhongor.gov.mn port 443 after 244 ms: Could not connect to server"
baigalorchin.bu.gov.mn,"Could not resolve host: baigalorchin.bu.gov.mn"
bayangol.court.gov.mn,"SSL: no alternative certificate subject name matches target hostname 'bayangol.court.gov.mn'"
bagakhangai.jdu.ub.gov.mn,"200"
bayanjargalan.to.gov.mn,"301"
arkhust.to.gov.mn,"SSL: no alternative certificate subject name matches target hostname 'arkhust.to.gov.mn'"
altanbulag.to.gov.mn,"SSL: no alternative certificate subject name matches target hostname 'altanbulag.to.gov.mn'"
bayangol.civilcourt.gov.mn,"502"
argalant.to.gov.mn,"SSL: no alternative certificate subject name matches target hostname 'argalant.to.gov.mn'"
403.cd.gov.mn,"200"
bayankhangai.to.gov.mn,"301"
bayankhongor.nema.gov.mn,"Failed to connect to bayankhongor.nema.gov.mn port 443 after 362 ms: Could not connect to server"
baruunkharaa.gov.mn,"Could not resolve host: baruunkharaa.gov.mn"
batsumber.to.gov.mn,"Failed to connect to batsumber.to.gov.mn port 443 after 1741 ms: Could not connect to server"
bayantsagaan.bkh.gov.mn,"Could not resolve host: bayantsagaan.bkh.gov.mn"
bayanzurkh.child.gov.mn,"Could not resolve host: bayanzurkh.child.gov.mn"
405.cd.gov.mn,"200"
altanbulag.gov.mn,"200"
amarjikh2.ub.gov.mn,"200"
bayankhongor.namem.gov.mn,"200"
arkhangai.namem.gov.mn,"200"
bagakhangai.ub.gov.mn,"301"
beijing.mfa.gov.mn,"Failed to connect to beijing.mfa.gov.mn port 443 after 358 ms: Could not connect to server"
akhmadiinkhotkhon-1.ub.gov.mn,"200"
3tsuur.ub.gov.mn,"301"
bagachuudkhuns.ub.gov.mn,"200"
archive.ub.gov.mn,"200"
arbulag.khs.gov.mn,"200"
alag-erdene.khs.gov.mn,"200"
0288.bpo.gov.mn,"Connection timed out after 3000 milliseconds"
bayantal.gs.gov.mn,"200"
401.cd.gov.mn,"Operation timed out after 3001 milliseconds with 0 bytes received"
407.cd.gov.mn,"Operation timed out after 3000 milliseconds with 0 bytes received"
415.cd.gov.mn,"Operation timed out after 3000 milliseconds with 0 bytes received"
427.cd.gov.mn,"Connection timed out after 3004 milliseconds"
429.cd.gov.mn,"Operation timed out after 3000 milliseconds with 0 bytes received"
431.cd.gov.mn,"Connection timed out after 3002 milliseconds"
