subdomain,mx
admin.nuwaraeliya.mc.gov.lk,none
aea.gov.lk,10 ent.lankahost.net.
aeb.gov.lk,10 ent.lankahost.net.; 0 aeb.lankahost.net.
aerc.gov.lk,10 aerc.lankahost.net.
afs.gov.lk,20 flik.gw.sltidc.lk.; 10 dot.gw.sltidc.lk.
agri.cp.gov.lk,none
agridept.nc.gov.lk,10 gator3241.hostgator.com.
agridept.sp.gov.lk,0 mail.agridept.sp.gov.lk.
agrimin.cp.gov.lk,10 mx2.gov.lk.; 10 mx1.gov.lk.
agrimin.nc.gov.lk,none
agrimin.nw.gov.lk,10 tux.sltidc.lk.; 20 molt.sltidc.lk.
aims.agridept.sp.gov.lk,none
ambalangoda.uc.gov.lk,none
ams.ep.gov.lk,none
ams.ep.gov.lk.erplk.com,0 .
angunakolapelessa.ps.gov.lk,none
annualtransfer.hrmis.health.gov.lk,none
anuradhapura.mc.gov.lk,none
aphdept.nc.gov.lk,10 gator3241.hostgator.com.
archicad.healthmin.nw.gov.lk,none
ars.batticaloa.mc.gov.lk,none
ars.nimh.health.gov.lk,none
asmp.mpi.gov.lk,none
autodiscover.aerc.gov.lk,none
autodiscover.agri.cp.gov.lk,none
autodiscover.ayagama.ps.gov.lk,none
autodiscover.balangoda.uc.gov.lk,none
autodiscover.cep.rda.gov.lk,none
autodiscover.costi.gov.lk,none
autodiscover.dickwella.ps.gov.lk,dig error
autodiscover.embilipitiya.ps.gov.lk,none
autodiscover.engdept.nw.gov.lk,none
autodiscover.governor.nw.gov.lk,none
autodiscover.healthdept.wp.gov.lk,none
autodiscover.hmis.gov.lk,none
autodiscover.iroad.rda.gov.lk,none
autodiscover.katuwana.ps.gov.lk,none
autodiscover.megapolis.gov.lk,none
autodiscover.nivitigala.ps.gov.lk,none
autodiscover.prda.nc.gov.lk,none
autodiscover.rpta.wp.gov.lk,none
autodiscover.sec.gov.lk,none
autodiscover.trc.gov.lk,none
autodiscover.usda.gov.lk,none
autodiscover.webmail.aea.gov.lk,dig error
autodiscover.webmail.aeb.gov.lk,none
ayagama.ps.gov.lk,10 ayagama.ps.gov.lk.
ayurveda.cp.gov.lk,none
ayurvedadept.nc.gov.lk,none
ayurvedicmedicoun.gov.lk,none
badulla-hospital.health.gov.lk,none
balangoda.ps.gov.lk,none
balangoda.uc.gov.lk,0 balangoda.uc.gov.lk.
