field,text
country_name,"Republic of Zambia"
government_type,"presidential republic"
capital,"Lusaka"
chief_of_state,"President Hakainde HICHILEMA (since 24 August 2021)"
head_of_government,"President Hakainde HICHILEMA (since 24 August 2021)"
judicial_highest_courts,"Supreme Court (consists of the chief justice, deputy chief justice, and at least 11 judges); Constitutional Court (consists of the court president, vice president, and 11 judges)"
constitution_history,"several previous; latest adopted 24 August 1991, promulgated 30 August 1991"
