subdomain,http_status,mx
44thsadcsummit.gov.zw,200,0 44thsadcsummit.gov.zw.; 0 65.181.111.23.
a.gov.zw,Could not resolve host: a.gov.zw,none
accounts.parlzim.gov.zw,SSL: no alternative certificate subject name matches target hostname 'accounts.parlzim.gov.zw',none
afz.gov.zw,500,0 mail2.isp.gov.zw.; 10 197.221.235.10.
agric.gov.zw,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading,0 197.221.235.10.; 10 mail2.isp.gov.zw.
api.esw.gov.zw,200,none
apps.mohcc.gov.zw,200,none
archives.gov.zw,301,20 mx2.titan.email.; 10 mail2.isp.gov.zw.
auditorgeneral.gov.zw,Operation timed out after 3000 milliseconds with 0 bytes received,0 mail2.isp.gov.zw.; 0 197.221.235.10.
autodiscover.wetlandscop15.gov.zw,Operation timed out after 3000 milliseconds with 0 bytes received,none
autodiscover.zim.gov.zw,Could not resolve host: autodiscover.zim.gov.zw,none
av.zim.gov.zw,Could not resolve host: av.zim.gov.zw,none
awlu1.potraz.gov.zw,Could not resolve host: awlu1.potraz.gov.zw,none
awlu2.potraz.gov.zw,Could not resolve host: awlu2.potraz.gov.zw,none
bi.potraz.gov.zw,Could not resolve host: bi.potraz.gov.zw,none
cch.gov.zw,Operation timed out after 3000 milliseconds with 0 bytes received,0 197.221.235.10.; 0 mail2.isp.gov.zw.
chipingerdc.gov.zw,301,32767 ms85308087.msv1.invalid.; 0 chipingerdc-gov-zw.mail.protection.outlook.com.
cipz.gov.zw,Connection timed out after 3001 milliseconds,none
cle.gov.zw,Connection timed out after 3000 milliseconds,10 wm.gisp.gov.zw.
commandagric.gov.zw,Connection timed out after 3001 milliseconds,none
cpanel.44thsadcsummit.gov.zw,200,none
cpanel.auditorgeneral.gov.zw,200,none
cpanel.wetlandscop15.gov.zw,200,none
cpcalendars.wetlandscop15.gov.zw,401,none
cpcontacts.wetlandscop15.gov.zw,401,none
czlwva.gov.zw,SSL certificate problem: self-signed certificate,none
deeds.gov.zw,SSL certificate problem: unable to get local issuer certificate,none
defence.gov.zw,301,none
dhis.mohcc.gov.zw,Connection timed out after 3001 milliseconds,none
drss.gov.zw,Connection timed out after 3000 milliseconds,none
dvls.gov.zw,Could not resolve host: dvls.gov.zw,none
dvslims.pfms.gov.zw,SSL certificate problem: unable to get local issuer certificate,none
email.gisp.gov.zw,Connection timed out after 3001 milliseconds,none
energy.gov.zw,301,none
enterpriseregistration.zim.gov.zw,Could not resolve host: enterpriseregistration.zim.gov.zw,none
epermits.gov.zw,Connection timed out after 3001 milliseconds,none
epermits.zimimmigration.gov.zw,200,none
erecruitment.psc.gov.zw,200,none
esw.gov.zw,200,none
evisa-api.gov.zw,301,none
evisa.gov.zw,200,0 197.221.235.10.; 0 mail2.isp.gov.zw.
ginx.gov.zw,Operation timed out after 3001 milliseconds with 0 bytes received,none
gisp.gov.zw,SSL certificate problem: unable to get local issuer certificate,none
gispca.gov.zw,Could not resolve host: gispca.gov.zw,none
