type,label,website,hostname
ministry,Supreme Court of the United Kingdom,https://supremecourt.uk/,supremecourt.uk
ministry,Supreme Court of the United Kingdom,https://supremecourt.uk/cymraeg.html,supremecourt.uk
ministry,National Savings and Investments,https://nsandi.com/,nsandi.com
ministry,British Ordnance Survey,https://www.ordnancesurvey.co.uk/,ordnancesurvey.co.uk
parliament,Parliament of the Cayman Islands,http://www.gov.ky,gov.ky
parliament,Parliament of the United Kingdom,https://www.parliament.uk/,parliament.uk
parliament,Parliament of Gibraltar,http://www.parliament.gi,parliament.gi
parliament,States of Alderney,http://www.alderney.gov.gg/,alderney.gov.gg
parliament,Scottish Parliament,https://www.parliament.scot/,parliament.scot
parliament,Derry City and Strabane District Council,https://www.derrystrabane.com/,derrystrabane.com
parliament,"Newry, Mourne and Down District Council",https://www.newrymournedown.org/,newrymournedown.org
parliament,Senedd,https://senedd.cymru/,senedd.cymru
parliament,Senedd,https://senedd.wales/,senedd.wales
parliament,Legislative Assembly of Montserrat,https://www.parliament.ms/,parliament.ms
constitutional_court,Scottish Government,https://www.gov.scot,gov.scot
constitutional_court,Welsh Government,https://gov.wales,gov.wales
constitutional_court,Welsh Government,https://llyw.cymru,llyw.cymru
constitutional_court,University Chest,http://www.admin.ox.ac.uk/finance/aboutus/history/,admin.ox.ac.uk
constitutional_court,Government of the Falkland Islands,https://www.falklands.gov.fk/,falklands.gov.fk
constitutional_court,Laugharne Corporation,http://www.laugharnecorporation.co.uk/,laugharnecorporation.co.uk
supreme_court,Parliament of the Cayman Islands,http://www.gov.ky,gov.ky
supreme_court,Parliament of the United Kingdom,https://www.parliament.uk/,parliament.uk
supreme_court,Parliament of Gibraltar,http://www.parliament.gi,parliament.gi
supreme_court,States of Alderney,http://www.alderney.gov.gg/,alderney.gov.gg
supreme_court,Scottish Parliament,https://www.parliament.scot/,parliament.scot
supreme_court,Senedd,https://senedd.cymru/,senedd.cymru
supreme_court,Senedd,https://senedd.wales/,senedd.wales
supreme_court,Legislative Assembly of Montserrat,https://www.parliament.ms/,parliament.ms
