hostname,score,sources,label,level
parlament.md,7,wikidata;wikidata,Parliament of the Republic of Moldova,central
csj.md,6,wikidata,Supreme Court of Justice of Moldova,
aitt.md,4,wikidata,Agency for Innovation and Technology Transfer,
ana.md,4,wikidata,National Agency for Archaeology,
anre.md,4,wikidata,National Agency for Energy Regulation of the Republic of Moldova,
ansp.md,4,wikidata,National Agency for Public Health,
bnm.md,4,wikidata,National Bank of Moldova,
bnrm.md,4,wikidata,National Library of Moldova,
bookchamber.md,4,wikidata,National Book Chamber of the Republic of Moldova,
chisinau.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Chișinău",central
cnh.prm.md,4,wikidata,National Heraldry Commission,
constcourt.md,4,wikidata;wikidata;wikidata,Constitutional Court of Moldova,central
e-patrimoniu.md,4,wikidata,Agency for Inspection of Monuments,
inj.md,4,wikidata,National Institute of Justice of Moldova,
inm.md,4,wikidata,National Metrology Institute of the Republic of Moldova,
md.usembassy.gov,4,wikidata,"Embassy of the United States, Chișinău",central
meteo.md,4,wikidata,State Hydrometeorological Service,
politia.md,4,wikidata,Law enforcement in Moldova,
procuratura.md,4,wikidata,Office of the Prosecutor General of the Republic of Moldova,central
sis.md,4,wikidata,Information and Security Service of the Republic of Moldova,
statistica.md,4,wikidata,National Bureau of Statistics,central
chisinau.diplo.de,3,wikidata,"Embassy of Germany, Chișinău",central
chisinau.embassy.qa,3,wikidata,embassy of Qatar in Moldova,central
chisinau.mae.ro,3,wikidata,"Embassy of Romania, Chișinău",central
cifra-c2unesco.ro,3,wikidata,International Center for Advanced Training and Research in Physics,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Moldova,
md.ambafrance.org,3,wikidata,"Embassy of France, Chișinău",central
md.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Chișinău",central
md.mfa.lt,3,wikidata,embassy of Lithuania in Moldova,central
mfa.bg,3,wikidata,"Embassy of Bulgaria, Chișinău",central
moldova.mid.ru,3,wikidata,"Embassy of Russia, Chișinău",central
mzv.cz,3,wikidata,"Embassy of the Czech Republic, Chișinău",central
mzv.sk,3,wikidata,embassy of Slovakia in Moldova,central
swedenabroad.com,3,wikidata,"Embassy of Sweden, Chișinău",central
army.md,2,wikidata;wikidata;wikidata;wikidata,Ministry of Defense | Armed Forces of the Republic of Moldova,central
