subdomain,http_status
auditoriamedica.semma.gob.do,"403"
autodiscover.primeradama.gob.do,"Could not resolve host: autodiscover.primeradama.gob.do"
autodiscover.minerd.gob.do,"Could not resolve host: autodiscover.minerd.gob.do"
autodiscover.mescyt.gob.do,"Could not resolve host: autodiscover.mescyt.gob.do"
autodiscover.jac.gob.do,"Failed to connect to autodiscover.jac.gob.do port 443 after 55 ms: Could not connect to server"
autodiscover.inapa.gob.do,"Failed to connect to autodiscover.inapa.gob.do port 443 after 62 ms: Could not connect to server"
autodiscover.one.gob.do,"Failed to connect to autodiscover.one.gob.do port 443 after 65 ms: Could not connect to server"
acss.minerd.gob.do,"Could not resolve host: acss.minerd.gob.do"
academia.mapre.gob.do,"Could not resolve host: academia.mapre.gob.do"
bndh.gob.do,"403"
alcaldialomadecabrera.gob.do,"Could not resolve host: alcaldialomadecabrera.gob.do"
admin.digepres.gob.do,"Could not resolve host: admin.digepres.gob.do"
antecedentes.gob.do,"Could not resolve host: antecedentes.gob.do"
certv.gob.do,"Could not resolve host: certv.gob.do"
cep.digeig.gob.do,"Could not resolve host: cep.digeig.gob.do"
chat.republicadigital.gob.do,"Could not resolve host: chat.republicadigital.gob.do"
comisiondecompetencia.gob.do,"Could not resolve host: comisiondecompetencia.gob.do"
apoyobarrial.gob.do,"Could not resolve host: apoyobarrial.gob.do"
auth2.digepres.gob.do,"404"
autodiscover.cnzfe.gob.do,"Failed to connect to autodiscover.cnzfe.gob.do port 443 after 195 ms: Could not connect to server"
aula.solidaridad.gob.do,"Could not resolve host: aula.solidaridad.gob.do"
autodiscover.digepres.gob.do,"Failed to connect to autodiscover.digepres.gob.do port 443 after 202 ms: Could not connect to server"
ayuntamientodenizao.gob.do,"Could not resolve host: ayuntamientodenizao.gob.do"
autodiscover.mem.gob.do,"Failed to connect to autodiscover.mem.gob.do port 443 after 189 ms: Could not connect to server"
ayuntamientolasclavellinasbahoruco.gob.do,"Could not resolve host: ayuntamientolasclavellinasbahoruco.gob.do"
autodiscover.mopc.gob.do,"Failed to connect to autodiscover.mopc.gob.do port 443 after 192 ms: Could not connect to server"
autodiscover.sie.gob.do,"Failed to connect to autodiscover.sie.gob.do port 443 after 178 ms: Could not connect to server"
autodiscover.pasaportes.gob.do,"Could not resolve host: autodiscover.pasaportes.gob.do"
aduanasdigital.gob.do,"SSL: no alternative certificate subject name matches target hostname 'aduanasdigital.gob.do'"
autodiscover.gabsocial.gob.do,"Failed to connect to autodiscover.gabsocial.gob.do port 443 after 216 ms: Could not connect to server"
conape.gob.do,"Could not resolve host: conape.gob.do"
autodiscover.pgr.gob.do,"Failed to connect to autodiscover.pgr.gob.do port 443 after 198 ms: Could not connect to server"
autorizacionesenlinea.semma.gob.do,"403"
autodiscover.sib.gob.do,"Failed to connect to autodiscover.sib.gob.do port 443 after 207 ms: Could not connect to server"
autodiscover.srsvaldesia.gob.do,"Failed to connect to autodiscover.srsvaldesia.gob.do port 443 after 213 ms: Could not connect to server"
caleta.distritomunicipallacaleta.gob.do,"Could not resolve host: caleta.distritomunicipallacaleta.gob.do"
autodiscover.tc.gob.do,"Failed to connect to autodiscover.tc.gob.do port 443 after 223 ms: Could not connect to server"
coopol.gob.do,"Could not resolve host: coopol.gob.do"
archivo.dicom.gob.do,"Could not resolve host: archivo.dicom.gob.do"
consultas.fiscaliadeldistrito.gob.do,"Could not resolve host: consultas.fiscaliadeldistrito.gob.do"
comunidad.comprasdominicana.gob.do,"Could not resolve host: comunidad.comprasdominicana.gob.do"
correo.caid.gob.do,"Could not resolve host: correo.caid.gob.do"
correo.mopc.gob.do,"Could not resolve host: correo.mopc.gob.do"
cidjc.gob.do,"Could not resolve host: cidjc.gob.do"
blog.cei-rd.gob.do,"Could not resolve host: blog.cei-rd.gob.do"
correo.mt.gob.do,"Could not resolve host: correo.mt.gob.do"
autodiscover.embdomhonduras.gob.do,"Could not resolve host: autodiscover.embdomhonduras.gob.do"
cpanel.amcastanuelas.gob.do,"Could not resolve host: cpanel.amcastanuelas.gob.do"
comunidadrai.gob.do,"Could not resolve host: comunidadrai.gob.do"
autodiscover.bndh.gob.do,"Could not resolve host: autodiscover.bndh.gob.do"
cpanel.bancasolidaria.gob.do,"Could not resolve host: cpanel.bancasolidaria.gob.do"
cpanel.ayuntamientolasclavellinasbahoruco.gob.do,"Could not resolve host: cpanel.ayuntamientolasclavellinasbahoruco.gob.do"
apps.semma.gob.do,"403"
cpanel.bonao.gob.do,"Could not resolve host: cpanel.bonao.gob.do"
ca.optic.gob.do,"SSL certificate problem: certificate has expired"
cpanel.bndh.gob.do,"Could not resolve host: cpanel.bndh.gob.do"
connect.comprasdominicana.gob.do,"Could not resolve host: connect.comprasdominicana.gob.do"
comisionbarrial.gob.do,"Could not resolve host: comisionbarrial.gob.do"
cpanel.constanza.gob.do,"Could not resolve host: cpanel.constanza.gob.do"
cpanel.dajabon.gob.do,"Could not resolve host: cpanel.dajabon.gob.do"
