hostname,score,sources,label,level
bqp.vn,7,wikidata;wikidata,Ministry of Defence of Vietnam,central
quochoi.vn,7,wikidata;wikidata,National Assembly of Vietnam,central
vn.usembassy.gov,7,wikidata;wikidata,"Consulate General of the United States, Ho Chi Minh City | Embassy of the United States, Hanoi",central
vovworld.vn,7,wikidata;wikidata,Voice of Vietnam,
bienphongvietnam.vn,4,wikidata,Vietnam Border Defense Force,
canhsatbien.vn,4,wikidata,Vietnam Coast Guard,
dised.vn,4,wikidata,Da Nang Institute For Socio - Economic Development,
english.vov.vn,4,wikidata,Voice of Vietnam,
english.vtv.vn,4,wikidata,Vietnam Television,
hanoi.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Hanoi",central
hosiminh.mfa.gov.hu,4,wikidata,"Consulate General of Hungary, Ho Chi Minh City",
itt.vast.vn,4,wikidata,Institute for Tropical Technology,
m.vovworld.vn,4,wikidata,Voice of Vietnam,
mocban.vn,4,wikidata,National Archives Centre,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Hanoi",central
moroccoembassy.vn,4,wikidata,embassy of Morocco in Vietnam,central
nimpe.vn,4,wikidata,"National Institute of Malariology, Parasitology and Entomology",
palestineembassy.vn,4,wikidata,Embassy of the State of Palestine in Vietnam,central
sie.vast.vn,4,wikidata,Southern Institute of Ecology,
siwrr.org.vn,4,wikidata,Southern Institute of Water Resources Research,
trungtamnhietdoivietnga.com.vn,4,wikidata,Joint Vietnam-Russia Tropical Science and Technology Research Center,
vied.vn,4,wikidata,Vietnam International Education Cooperation Department,
vietnammedia.vnanet.vn,4,wikidata,Vietnam News Agency,
vov.vn,4,wikidata,Voice of Vietnam,
vtv.vn,4,wikidata,Vietnam Television,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Vietnam,
finlandabroad.fi,3,wikidata,embassy of Finland in Vietnam,central
hanoi.mae.ro,3,wikidata,embassy of Romania in Vietnam,central
ho-chi-minh-stadt.diplo.de,3,wikidata,"Consulate General of Germany, Ho Chi Minh City",
ho-chi-minh-ville.consulfrance.org,3,wikidata,Consulate General of France in Ho Chi Minh City,
mfa.bg,3,wikidata,embassy of Bulgaria in Vietnam,central
mfa.gr,3,wikidata,embassy of Greece in Vietnam,central
mzv.cz,3,wikidata,embassy of the Czech republic in Vietnam,central
mzv.sk,3,wikidata,embassy of Slovakia in Vietnam,central
norway.no,3,wikidata,"Embassy of Norway, Hanoi",central
roc-taiwan.org,3,wikidata,"Taipei Economic and Cultural Office, Ho Chi Minh City",
swedenabroad.se,3,wikidata,"Embassy of Sweden, Hanoi",central
vietnam.diplo.de,3,wikidata,"Embassy of Germany, Hanoi",central
vietnam.mid.ru,3,wikidata,embassy of Russia in Vietnam,central
vietnam.um.dk,3,wikidata,Embassy of Denmark in Hanoi,central
vn.ambafrance.org,3,wikidata,"Embassy of France, Hanoi",central
vn.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Hanoi",central
web.roc-taiwan.org,3,wikidata,"Taipei Economic and Cultural Office, Hanoi, Vietnam",
