hostname,score,sources,label,level,http_status,mx
aidsmalawi.org.mw,4,wikidata,National AIDS Commission,,ConnectException,0 aidsmalawi-org-mw.mail.protection.outlook.com.
frim.org.mw,4,wikidata,Forestry Research Institute of Malawi,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching frim.org.mw found.,10 domwe.sdn.mw.; 5 zalewa.sdnp.org.mw.
mra.mw,4,wikidata,Malawi Revenue Authority,,404,40 alt3.emea.email.fireeyecloud.com.; 10 primary.emea.email.fireeyecloud.com.; 50 mra-mw.mail.protection.outlook.com.; 20 alt1.emea.email.fireeyecloud.com.; 30 alt2.emea.email.fireeyecloud.com.
ncst.mw,4,wikidata,National Commission for Science and Technology Malawi,,200,20 ALT2.ASPMX.L.GOOGLE.COM.; 30 ASPMX5.GOOGLEMAIL.COM.; 20 ALT1.ASPMX.L.GOOGLE.COM.; 10 ASPMX.L.GOOGLE.COM.; 30 ASPMX3.GOOGLEMAIL.COM.; 30 ASPMX2.GOOGLEMAIL.COM.; 30 ASPMX4.GOOGLEMAIL.COM.
nls.mw,4,wikidata,National Library Service of Malawi,,200,0 mail.nls.mw.
rbm.mw,4,wikidata,Reserve Bank of Malawi,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching rbm.mw found.,10 cluster1.eu.messagelabs.com.; 20 cluster1a.eu.messagelabs.com.; 30 rbm-mw.mail.protection.outlook.com.
sdnp.org.mw,4,wikidata,Department of Agricultural Research & Technical Services,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 domwe2.sdn.mw.; 12 kalata1.sdnp.org.mw.; 15 domwe.sdn.mw.; 25 zalewa.sdnp.org.mw.; 35 zalewa2.sdnp.org.mw.
afro.who.int,3,wikidata,World Health Organization - Malawi,,200,none
eeas.europa.eu,3,wikidata,Delegation of the European Union to Malawi,,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
lilongwe.diplo.de,3,wikidata,"Embassy of Germany, Lilongwe",central,200,10 mx1.bund.de.; 10 mx2.bund.de.
norway.no,3,wikidata,Embassy of Norway in Malawi,central,301,0 mx.domeneshop.no.
