type,label,website,hostname
ministry,Ministry of Energy of Benin,https://energie.gouv.bj/,energie.gouv.bj
ministry,Ministry of Justice (Benin),https://justice.gouv.bj,justice.gouv.bj
ministry,Ministry of Labour and Public Service of Benin,https://www.travail.gouv.bj,travail.gouv.bj
ministry,Ministry of Secondary and Technical Education and Vocational Training of Benin,https://www.enseignementsecondaire.gouv.bj,enseignementsecondaire.gouv.bj
ministry,Ministry of Social Affairs and Microfinance of Benin,https://social.gouv.bj/,social.gouv.bj
ministry,Ministry of Health,https://sante.gouv.bj/,sante.gouv.bj
ministry,Q109045089,https://numerique.gouv.bj,numerique.gouv.bj
ministry,Ministry of Small and Medium Enterprises of Benin,https://pmepe.gouv.bj,pmepe.gouv.bj
ministry,Ministry of Economy and Finance,https://finances.bj/,finances.bj
ministry,Ministry of Agriculture,https://www.agriculture.gouv.bj/,agriculture.gouv.bj
ministry,Ministry of the Interior,https://interieur.gouv.bj,interieur.gouv.bj
ministry,Ministry of Foreign Affairs of Benin,https://diplomatie.gouv.bj,diplomatie.gouv.bj
ministry,Ministry of Higher Education and Scientific Research of Benin,http://www.enseignementsuperieur.gouv.bj/,enseignementsuperieur.gouv.bj
ministry,Q109045095,https://tourisme.gouv.bj,tourisme.gouv.bj
parliament,National Assembly,http://assemblee-nationale.bj/,assemblee-nationale.bj
supreme_court,National Assembly,http://assemblee-nationale.bj/,assemblee-nationale.bj
