qid,label
Q1043644,Sinoe County
Q1047875,River Gee County
Q1047895,Grand Bassa County
Q1047921,Grand Cape Mount County
Q1052737,Margibi County
Q574952,Grand Kru County
Q592251,Gbarpolu County
Q844127,Bomi County
Q862608,Montserrado County
Q868497,Nimba
Q870130,Lofa County
Q870138,Maryland County
Q877578,Bong County
Q950841,Grand Gedeh County
Q955095,River Cess County
