subdomain,http_status,mx
accc.gov.gy,503,0 mx1.ndma.gov.gy.
access.moipa.gov.gy,Connection timed out after 3001 milliseconds,none
admin.test.doc.gov.gy,Connection timed out after 3000 milliseconds,none
agriculture.gov.gy,Could not resolve host: agriculture.gov.gy,5 alt2.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 1 aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.
api.console.nsc.gov.gy,Could not resolve host: api.console.nsc.gov.gy,none
api.console.sandbox.nsc.gov.gy,Could not resolve host: api.console.sandbox.nsc.gov.gy,none
api.ggb.gov.gy,301,none
apim.test.doc.gov.gy,Connection timed out after 3000 milliseconds,none
asdu.gov.gy,200,0 mx1.ndma.gov.gy.
assets.climatechange.gov.gy,SSL certificate problem: unable to get local issuer certificate,none
autodiscover.business.gov.gy,Could not resolve host: autodiscover.business.gov.gy,none
autodiscover.ess.gra.gov.gy,Could not resolve host: autodiscover.ess.gra.gov.gy,none
autodiscover.georgetown.gov.gy,Could not resolve host: autodiscover.georgetown.gov.gy,none
autodiscover.goinvest.gov.gy,Could not resolve host: autodiscover.goinvest.gov.gy,none
autodiscover.gra.gov.gy,Could not resolve host: autodiscover.gra.gov.gy,none
autodiscover.iast.gov.gy,400,none
autodiscover.minfor.gov.gy,Failed to connect to autodiscover.minfor.gov.gy port 443 after 224 ms: Could not connect to server,none
autodiscover.mintic.gov.gy,Failed to connect to autodiscover.mintic.gov.gy port 443 after 125 ms: Could not connect to server,none
autodiscover.mission.gov.gy,521,none
autodiscover.mlhsss.gov.gy,Could not resolve host: autodiscover.mlhsss.gov.gy,none
autodiscover.nationaltrust.gov.gy,Could not resolve host: autodiscover.nationaltrust.gov.gy,none
autodiscover.nre.gov.gy,Could not resolve host: autodiscover.nre.gov.gy,none
autodiscover.opm.gov.gy,Could not resolve host: autodiscover.opm.gov.gy,none
autodiscover.wildlife.gov.gy,400,5 alt1.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 1 aspmx.l.google.com.
barbados.mission.gov.gy,Could not resolve host: barbados.mission.gov.gy,2 barbados-mission-gov-gy.mail.protection.outlook.com.
bartica.gov.gy,Could not resolve host: bartica.gov.gy,0 mx1.ndma.gov.gy.
bccps.gov.gy,Could not resolve host: bccps.gov.gy,none
bit.gov.gy,Could not resolve host: bit.gov.gy,0 mx1.ndma.gov.gy.
blog.parliament.gov.gy,Could not resolve host: blog.parliament.gov.gy,none
bps.test.doc.gov.gy,Connection timed out after 3001 milliseconds,none
build.statisticsguyana.gov.gy,Could not resolve host: build.statisticsguyana.gov.gy,none
business.gov.gy,Could not resolve host: business.gov.gy,none
