field,text
country_name,"Republic of North Macedonia"
government_type,"parliamentary republic"
capital,"Skopje"
chief_of_state,"President Gordana SILJANOVSKA-DAVKOVA (since 12 May 2024)"
head_of_government,"Prime Minister Hristijan MICKOSKI (since 23 June 2024)"
judicial_highest_courts,"Supreme Court (consists of 22 judges); Constitutional Court (consists of 9 judges)"
constitution_history,"several previous (since 1944); latest adopted 17 November 1991, effective 20 November 1991"
