subdomain,http_status
api.governo.cv,"Could not resolve host: api.governo.cv"
boletimoficial.governo.cv,"Could not resolve host: boletimoficial.governo.cv"
cpanel.governo.cv,"Could not resolve host: cpanel.governo.cv"
cpcalendars.governo.cv,"Could not resolve host: cpcalendars.governo.cv"
cpcontacts.governo.cv,"Could not resolve host: cpcontacts.governo.cv"
governo.cv,"301"
inae.governo.cv,"Could not resolve host: inae.governo.cv"
mail.governo.cv,"Could not resolve host: mail.governo.cv"
min-financas.governo.cv,"Could not resolve host: min-financas.governo.cv"
mne.governo.cv,"Could not resolve host: mne.governo.cv"
pemsmaa.governo.cv,"SSL certificate problem: self-signed certificate in certificate chain"
portais.governo.cv,"Could not resolve host: portais.governo.cv"
webdisk.governo.cv,"Could not resolve host: webdisk.governo.cv"
webmail.governo.cv,"Could not resolve host: webmail.governo.cv"
www.governo.cv,"200"
www.pemsmaa.governo.cv,"Could not resolve host: www.pemsmaa.governo.cv"
