field,text
country_name,"Republic of Bulgaria"
government_type,"parliamentary republic"
capital,"Sofia"
chief_of_state,"President Rumen RADEV (since 22 January 2017)"
head_of_government,"Prime Minister Rosen ZHELYAZKOV (since 16 January 2025)"
judicial_highest_courts,"Supreme Court of Cassation consists of a chairman and approximately 72 judges organized into penal, civil, and commercial colleges; Supreme Administrative Court is organized into 2 colleges with various panels of 5 judges each; Constitutional Court consists of 12 justices) and resides outside the judiciary"
constitution_history,"several previous; latest drafted between late 1990 and early 1991, adopted 13 July 1991"
