hostname,score,sources,label,level
mindef.mil.gt,7,wikidata;wikidata,Ministry of Defense,central
gt.usembassy.gov,4,wikidata,"Embassy of the United States, Guatemala City",central
pdh.org.gt,4,wikidata,Human Rights Ombudsman of Guatemala,
tse.org.gt,4,wikidata,Supreme Electoral Supreme,central
bomberosvoluntariosdeguatemala.com,3,wikidata,Bomberos Voluntarios,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Guatemala,
ghrc-usa.org,3,wikidata,Guatemala Human Rights Commission,
gt.ambafrance.org,3,wikidata,"Embassy of France, Guatemala City",central
guat.mid.ru,3,wikidata,embassy of Russia in Guatemala,central
guatemala.diplo.de,3,wikidata,"Embassy of Germany, Guatemala",central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Guatemala City",central
taiwanembassy.org,3,wikidata,"Embassy of the Republic of China (Taiwan), Guatemala City",central
