subdomain,parent_domain,http_status,mx
2016.gobernacionbajaverapaz.gob.gt,gob.gt,200,none
alas.dgac.gob.gt,gob.gt,Could not resolve host: alas.dgac.gob.gt,none
almacen.sgp.gob.gt,gob.gt,Could not resolve host: almacen.sgp.gob.gt,none
amatitlan.gob.gt,gob.gt,200,10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.
amsa.gob.gt,gob.gt,200,3600 amsa-gob-gt.mail.protection.outlook.com.
amsclae.gob.gt,gob.gt,301,0 amsclae.gob.gt.
antiguacpn.cpn.gob.gt,gob.gt,Resolving timed out after 3001 milliseconds,dig error
api.sgp.gob.gt,gob.gt,Could not resolve host: api.sgp.gob.gt,none
autodiscover.conadi.gob.gt,gob.gt,400,none
autodiscover.cpd.gob.gt,gob.gt,Could not resolve host: autodiscover.cpd.gob.gt,none
autodiscover.dgac.gob.gt,gob.gt,Could not resolve host: autodiscover.dgac.gob.gt,none
autodiscover.fodes.gob.gt,gob.gt,Could not resolve host: autodiscover.fodes.gob.gt,none
autodiscover.gobernacionaltaverapaz.gob.gt,gob.gt,400,none
autodiscover.gobernacionjalapa.gob.gt,gob.gt,400,none
autodiscover.gobernacionjutiapa.gob.gt,gob.gt,400,none
autodiscover.gobernacionquiche.gob.gt,gob.gt,400,none
autodiscover.gobernacionsuchitepequez.gob.gt,gob.gt,SSL: no alternative certificate subject name matches target hostname 'autodiscover.gobernacionsuchitepequez.gob.gt',none
autodiscover.gobernaciontotonicapan.gob.gt,gob.gt,400,none
autodiscover.gobernacionzacapa.gob.gt,gob.gt,SSL: no alternative certificate subject name matches target hostname 'autodiscover.gobernacionzacapa.gob.gt',none
autodiscover.goberpeten.gob.gt,gob.gt,400,none
autodiscover.icta.gob.gt,gob.gt,Failed to connect to autodiscover.icta.gob.gt port 443 after 110 ms: Could not connect to server,none
autodiscover.igm.gob.gt,gob.gt,Could not resolve host: autodiscover.igm.gob.gt,none
autodiscover.maga.gob.gt,gob.gt,Could not resolve host: autodiscover.maga.gob.gt,none
autodiscover.mineco.gob.gt,gob.gt,302,none
autodiscover.minfin.gob.gt,gob.gt,Connection timed out after 3002 milliseconds,none
autodiscover.muniasuncionmita.gob.gt,gob.gt,Connection timed out after 3002 milliseconds,none
autodiscover.municabanaszacapa.gob.gt,gob.gt,400,none
autodiscover.municanilla.gob.gt,gob.gt,Could not resolve host: autodiscover.municanilla.gob.gt,none
autodiscover.munichamelco.gob.gt,gob.gt,400,none
autodiscover.municipalidaddegualan.gob.gt,gob.gt,Could not resolve host: autodiscover.municipalidaddegualan.gob.gt,none
autodiscover.municipalidaddeusumatlan.gob.gt,gob.gt,400,none
autodiscover.munidejutiapa.gob.gt,gob.gt,400,none
autodiscover.munidelascrucespeten.gob.gt,gob.gt,Could not resolve host: autodiscover.munidelascrucespeten.gob.gt,none
autodiscover.munielestor.gob.gt,gob.gt,400,none
autodiscover.muniflorespeten.gob.gt,gob.gt,400,none
autodiscover.munifrayblascasas.gob.gt,gob.gt,Could not resolve host: autodiscover.munifrayblascasas.gob.gt,none
autodiscover.munihuite.gob.gt,gob.gt,400,none
autodiscover.munijerez.gob.gt,gob.gt,400,none
autodiscover.munilivingston.gob.gt,gob.gt,400,none
autodiscover.munimataquescuintla.gob.gt,gob.gt,Could not resolve host: autodiscover.munimataquescuintla.gob.gt,none
autodiscover.munipanzos.gob.gt,gob.gt,400,none
autodiscover.munipurulha.gob.gt,gob.gt,Connection timed out after 3001 milliseconds,none
autodiscover.munisanandres.gob.gt,gob.gt,Could not resolve host: autodiscover.munisanandres.gob.gt,none
autodiscover.munisanandresxecul.gob.gt,gob.gt,Could not resolve host: autodiscover.munisanandresxecul.gob.gt,none
autodiscover.munisanantonioilotenango.gob.gt,gob.gt,Could not resolve host: autodiscover.munisanantonioilotenango.gob.gt,none
autodiscover.munisanbenito.gob.gt,gob.gt,400,none
autodiscover.munisancristobaltoto.gob.gt,gob.gt,Could not resolve host: autodiscover.munisancristobaltoto.gob.gt,none
autodiscover.munisanfranciscoelalto.gob.gt,gob.gt,400,none
autodiscover.muniteculutan.gob.gt,gob.gt,Could not resolve host: autodiscover.muniteculutan.gob.gt,none
autodiscover.munitiquisate.gob.gt,gob.gt,Could not resolve host: autodiscover.munitiquisate.gob.gt,none
autodiscover.munixela.gob.gt,gob.gt,403,none
autodiscover.oj.gob.gt,gob.gt,Could not resolve host: autodiscover.oj.gob.gt,none
autodiscover.pmt.munidejutiapa.gob.gt,gob.gt,Could not resolve host: autodiscover.pmt.munidejutiapa.gob.gt,none
autodiscover.pmt.muniquezaltepeque.gob.gt,gob.gt,Could not resolve host: autodiscover.pmt.muniquezaltepeque.gob.gt,none
autodiscover.scep.gob.gt,gob.gt,400,none
autodiscover.sgp.gob.gt,gob.gt,Could not resolve host: autodiscover.sgp.gob.gt,none
autodiscover.sib.gob.gt,gob.gt,Failed to connect to autodiscover.sib.gob.gt port 443 after 232 ms: Could not connect to server,none
autodiscover.sib2.gob.gt,gob.gt,Could not resolve host: autodiscover.sib2.gob.gt,none
autodiscover.tumunixenacoj.gob.gt,gob.gt,Could not resolve host: autodiscover.tumunixenacoj.gob.gt,none
autodiscover.ucee.gob.gt,gob.gt,Failed to connect to autodiscover.ucee.gob.gt port 443 after 82 ms: Could not connect to server,none
autodiscover.unaerc.gob.gt,gob.gt,Could not resolve host: autodiscover.unaerc.gob.gt,none
autodiscover.vicepresidencia.gob.gt,gob.gt,SSL: no alternative certificate subject name matches target hostname 'autodiscover.vicepresidencia.gob.gt',none
banguat.gob.gt,gob.gt,200,20 mail2.banguat.gob.gt.; 10 mail.banguat.gob.gt.
bi.minfin.gob.gt,gob.gt,403,none
biblioteca.sgp.gob.gt,gob.gt,Could not resolve host: biblioteca.sgp.gob.gt,none
bis.mp.gob.gt,gob.gt,Could not resolve host: bis.mp.gob.gt,none
calculo-inversion-2018.scep.gob.gt,gob.gt,Could not resolve host: calculo-inversion-2018.scep.gob.gt,none
calculo.mintrabajo.gob.gt,gob.gt,Could not resolve host: calculo.mintrabajo.gob.gt,none
caminos.civ.gob.gt,gob.gt,Could not resolve host: caminos.civ.gob.gt,none
caminos.gob.gt,gob.gt,200,0 correo.caminos.gob.gt.
caminosc.caminos.gob.gt,gob.gt,Could not resolve host: caminosc.caminos.gob.gt,none
capacitacion.ive.sib.gob.gt,gob.gt,Could not resolve host: capacitacion.ive.sib.gob.gt,none
capsanpedro.gob.gt,gob.gt,Could not resolve host: capsanpedro.gob.gt,none
casilleroelectronico.oj.gob.gt,gob.gt,Connection timed out after 3002 milliseconds,none
cc.gob.gt,gob.gt,403,5 mx-01-us-west-2.prod.hydra.sophos.com.; 20 mx-02-us-west-2.prod.hydra.sophos.com.
ccmaa.gob.gt,gob.gt,Could not resolve host: ccmaa.gob.gt,none
ces.gob.gt,gob.gt,Could not resolve host: ces.gob.gt,0 ces.gob.gt.
clshc01.oj.gob.gt,gob.gt,Could not resolve host: clshc01.oj.gob.gt,none
clshc02.oj.gob.gt,gob.gt,Could not resolve host: clshc02.oj.gob.gt,none
cnap.gob.gt,gob.gt,Could not resolve host: cnap.gob.gt,none
cnb.mineduc.gob.gt,gob.gt,Failed to connect to cnb.mineduc.gob.gt port 443 after 102 ms: Could not connect to server,none
coban.gob.gt,gob.gt,Could not resolve host: coban.gob.gt,none
conadi.gob.gt,gob.gt,Could not resolve host: conadi.gob.gt,0 mail.conadi.gob.gt.
congreso.cpn.gob.gt,gob.gt,Resolving timed out after 3001 milliseconds,dig error
congreso.gob.gt,gob.gt,308,0 congreso-gob-gt.mail.protection.outlook.com.
conred.gob.gt,gob.gt,200,0 conred-gob-gt.mail.protection.outlook.com.; 10 96.125.164.234.; 5 mail.conred.gob.gt.
conservatorionacional.gob.gt,gob.gt,Could not resolve host: conservatorionacional.gob.gt,none
consulta-audiencias.oj.gob.gt,gob.gt,Resolving timed out after 3001 milliseconds,none
consultaexpedientes.minfin.gob.gt,gob.gt,Could not resolve host: consultaexpedientes.minfin.gob.gt,none
contingentesarancelarios.mineco.gob.gt,gob.gt,200,none
contraloria.gob.gt,gob.gt,403,0 contraloria-gob-gt.mail.protection.outlook.com.
contraloria.minfin.gob.gt,gob.gt,Could not resolve host: contraloria.minfin.gob.gt,none
contratos.sgp.gob.gt,gob.gt,Could not resolve host: contratos.sgp.gob.gt,none
copredeh.gob.gt,gob.gt,Could not resolve host: copredeh.gob.gt,none
correo.dgsp.gob.gt,gob.gt,403,none
correo.digici.gob.gt,gob.gt,Could not resolve host: correo.digici.gob.gt,none
correo.mineco.gob.gt,gob.gt,302,none
correo.mingob.gob.gt,gob.gt,Could not resolve host: correo.mingob.gob.gt,none
correo.renap.gob.gt,gob.gt,403,none
correo.sgp.gob.gt,gob.gt,Could not resolve host: correo.sgp.gob.gt,none
cpanel.amatitlan.gob.gt,gob.gt,200,none
cpanel.caminos.gob.gt,gob.gt,200,none
cpanel.capsanpedro.gob.gt,gob.gt,Could not resolve host: cpanel.capsanpedro.gob.gt,none
cpanel.ccmaa.gob.gt,gob.gt,Could not resolve host: cpanel.ccmaa.gob.gt,none
cpanel.cnap.gob.gt,gob.gt,Could not resolve host: cpanel.cnap.gob.gt,none
cpanel.conadi.gob.gt,gob.gt,Could not resolve host: cpanel.conadi.gob.gt,0 mail.conadi.gob.gt.
cpanel.copredeh.gob.gt,gob.gt,Could not resolve host: cpanel.copredeh.gob.gt,none
cpanel.cpd.gob.gt,gob.gt,Could not resolve host: cpanel.cpd.gob.gt,none
cpanel.cpn.gob.gt,gob.gt,Resolving timed out after 3000 milliseconds,dig error
cpanel.deptomaritimo.gob.gt,gob.gt,Could not resolve host: cpanel.deptomaritimo.gob.gt,none
cpanel.dgac.gob.gt,gob.gt,Could not resolve host: cpanel.dgac.gob.gt,none
cpanel.fodes.gob.gt,gob.gt,Could not resolve host: cpanel.fodes.gob.gt,none
cpanel.fondetel.gob.gt,gob.gt,Could not resolve host: cpanel.fondetel.gob.gt,none
cpanel.fraijanes.gob.gt,gob.gt,Could not resolve host: cpanel.fraijanes.gob.gt,none
cpanel.fss.gob.gt,gob.gt,SSL: no alternative certificate subject name matches target hostname 'cpanel.fss.gob.gt',none
cpanel.gobernacionbajaverapaz.gob.gt,gob.gt,Could not resolve host: cpanel.gobernacionbajaverapaz.gob.gt,none
cpanel.gobernaciondesolola.gob.gt,gob.gt,Could not resolve host: cpanel.gobernaciondesolola.gob.gt,none
cpanel.gobernacionquiche.gob.gt,gob.gt,200,none
