subdomain,http_status
anr-data.digital.gov.mg,"Could not resolve host: anr-data.digital.gov.mg"
bibli.meah.gov.mg,"403"
bacc.mahajanga.digital.gov.mg,"301"
bacc.toliara.digital.gov.mg,"302"
card-producer-minae.digital.gov.mg,"200"
ambamad-rome.diplomatie.gov.mg,"SSL certificate problem: certificate has expired"
ambamad-tokyo.diplomatie.gov.mg,"SSL certificate problem: certificate has expired"
ambamad-paris.diplomatie.gov.mg,"200"
ambamad-bruxelles.diplomatie.gov.mg,"200"
ambamad-washington.diplomatie.gov.mg,"200"
anaf.gov.mg,"301"
comesa.diplomatie.gov.mg,"Could not resolve host: comesa.diplomatie.gov.mg"
comesa.comesa.diplomatie.gov.mg,"Could not resolve host: comesa.comesa.diplomatie.gov.mg"
10e-cjsoi.gov.mg,"Could not resolve host: 10e-cjsoi.gov.mg"
adr0.mcc.gov.mg,"Could not resolve host: adr0.mcc.gov.mg"
api-jioi.digital.gov.mg,"Could not resolve host: api-jioi.digital.gov.mg"
api-anr.digital.gov.mg,"Could not resolve host: api-anr.digital.gov.mg"
api.e-vahiny.gov.mg,"503"
autodiscover.metfp.gov.mg,"Could not resolve host: autodiscover.metfp.gov.mg"
apps.mcc.gov.mg,"Could not resolve host: apps.mcc.gov.mg"
applis.mica.gov.mg,"Could not resolve host: applis.mica.gov.mg"
back-nutrition-pf.minae.gov.mg,"Could not resolve host: back-nutrition-pf.minae.gov.mg"
autodiscover.suivi-formation.metfp.gov.mg,"Could not resolve host: autodiscover.suivi-formation.metfp.gov.mg"
blog.gov.mg,"Could not resolve host: blog.gov.mg"
cloud.diplomatie.gov.mg,"302"
countryconfig.lab.siecm.gov.mg,"Could not resolve host: countryconfig.lab.siecm.gov.mg"
ac-dsigd.mmrs.gov.mg,"SSL certificate problem: self-signed certificate"
ccse.mmrs.gov.mg,"Could not resolve host: ccse.mmrs.gov.mg"
autodiscover.tourisme.gov.mg,"SSL certificate problem: certificate has expired"
carte-minae.digital.gov.mg,"Could not resolve host: carte-minae.digital.gov.mg"
