subdomain,http_status
adminevinieta.gov.md,"Could not resolve host: adminevinieta.gov.md"
ams.gov.md,"Could not resolve host: ams.gov.md"
apievinieta.gov.md,"Could not resolve host: apievinieta.gov.md"
100zile.gov.md,"SSL certificate problem: certificate has expired"
actelocale.gov.md,"403"
adminbac.gov.md,"SSL certificate problem: unable to get local issuer certificate"
careers.gov.md,"Could not resolve host: careers.gov.md"
cncnc.gov.md,"Could not resolve host: cncnc.gov.md"
bizradar.gov.md,"Could not resolve host: bizradar.gov.md"
aee.gov.md,"301"
aap.gov.md,"301"
apostila.gov.md,"SSL certificate problem: unable to get local issuer certificate"
caa.gov.md,"Could not resolve host: caa.gov.md"
373.gov.md,"200"
app.gov.md,"SSL certificate problem: unable to get local issuer certificate"
ari.gov.md,"SSL certificate problem: unable to get local issuer certificate"
ccp.anta.gov.md,"Could not resolve host: ccp.anta.gov.md"
cpcontacts.test.cariere.gov.md,"Could not resolve host: cpcontacts.test.cariere.gov.md"
cnam.gov.md,"Could not resolve host: cnam.gov.md"
admin.compensatii.gov.md,"200"
agepi.gov.md,"200"
construct-permits.gov.md,"Could not resolve host: construct-permits.gov.md"
cpanel.test.cariere.gov.md,"Could not resolve host: cpanel.test.cariere.gov.md"
cazier.gov.md,"Could not resolve host: cazier.gov.md"
cpcalendars.test.cariere.gov.md,"Could not resolve host: cpcalendars.test.cariere.gov.md"
cnas.gov.md,"Could not resolve host: cnas.gov.md"
actpermisiv.gov.md,"200"
ance.gov.md,"200"
ansp.gov.md,"403"
age.gov.md,"301"
ancd.gov.md,"301"
admin.particip.gov.md,"SSL: no alternative certificate subject name matches target hostname 'admin.particip.gov.md'"
anta.gov.md,"200"
am.gov.md,"200"
anp.gov.md,"200"
ansa.gov.md,"200"
ddp.aap.gov.md,"Could not resolve host: ddp.aap.gov.md"
arfc.gov.md,"301"
ct.mai.gov.md,"Could not resolve host: ct.mai.gov.md"
bac.gov.md,"SSL certificate problem: unable to get local issuer certificate"
cbn.mecc.gov.md,"SSL certificate problem: certificate has expired"
crm.primacasa.gov.md,"SSL certificate problem: unable to get local issuer certificate"
doc.igc.gov.md,"Could not resolve host: doc.igc.gov.md"
docs.msmps.gov.md,"Could not resolve host: docs.msmps.gov.md"
asp.gov.md,"301"
aspm.mc.gov.md,"200"
100.gov.md,"SSL: no alternative certificate subject name matches target hostname '100.gov.md'"
anranr.gov.md,"301"
antaeat.anta.gov.md,"200"
demo.transplant.gov.md,"Could not resolve host: demo.transplant.gov.md"
amfsa.gov.md,"301"
eca.asp.gov.md,"Could not resolve host: eca.asp.gov.md"
e-management.madrm.gov.md,"Could not resolve host: e-management.madrm.gov.md"
cnddcm.msmps.gov.md,"SSL: no alternative certificate subject name matches target hostname 'cnddcm.msmps.gov.md'"
e-migrare.gov.md,"Could not resolve host: e-migrare.gov.md"
autorizatiimediu.gov.md,"403"
amdm.gov.md,"302"
drg.cnam.gov.md,"403"
e-pescuit.mediu.gov.md,"Could not resolve host: e-pescuit.mediu.gov.md"
dtc.gov.md,"Could not resolve host: dtc.gov.md"
ast.gov.md,"301"
cna.gov.md,"301"
api.cnddcm.gov.md,"404"
arme.igp.gov.md,"403"
dev-justice.gov.md,"SSL: no alternative certificate subject name matches target hostname 'dev-justice.gov.md'"
cio.gov.md,"301"
csa.gov.md,"SSL certificate problem: unable to get local issuer certificate"
cariere.gov.md,"302"
cert.gov.md,"200"
compensatii.gov.md,"200"
app.transplant.gov.md,"302"
bri.gov.md,"301"
gov.md,"Could not resolve host: gov.md"
cis.gov.md,"500"
e-aipa.gov.md,"SSL certificate problem: unable to get local issuer certificate"
cub.gov.md,"403"
csa.madrm.gov.md,"301"
geoportalinds.gov.md,"Could not resolve host: geoportalinds.gov.md"
essc.servicii.gov.md,"Could not resolve host: essc.servicii.gov.md"
customs.gov.md,"200"
controlezfactura.gov.md,"200"
iap.gov.md,"Could not resolve host: iap.gov.md"
anad.gov.md,"200"
ctif.gov.md,"SSL certificate problem: unable to get local issuer certificate"
harta-ig.agepi.gov.md,"Could not resolve host: harta-ig.agepi.gov.md"
interop.gov.md,"Could not resolve host: interop.gov.md"
inds.gov.md,"Could not resolve host: inds.gov.md"
bma.migrare.gov.md,"403"
backoffice-eservicii.gov.md,"404"
