type,label,website,hostname
ministry,"Saudi Arabian General Investment Authority","http://www.sagia.gov.sa",sagia.gov.sa
ministry,"Ministry of Energy","http://www.meim.gov.sa",meim.gov.sa
ministry,"Ministry of Sports","https://www.mos.gov.sa/ar/Pages/default.aspx",mos.gov.sa
ministry,"Ministry of Commerce","https://mc.gov.sa",mc.gov.sa
ministry,"Ministry of Tourism","https://mt.gov.sa/Pages/default.aspx",mt.gov.sa
ministry,"Ministry of Communications and Information Technology","http://www.mcit.gov.sa/",mcit.gov.sa
ministry,"Ministry of Economy and Planning (Saudi Arabia)","http://www.mep.gov.sa/",mep.gov.sa
ministry,"Ministry of Environment, Water, and Agriculture (Saudi Arabia)","http://www.moa.gov.sa/",moa.gov.sa
ministry,"Ministry of Islamic Affairs, Da’wah, and Guidance","http://www.moia.gov.sa/",moia.gov.sa
ministry,"Ministry of Media","https://www.media.gov.sa/ar",media.gov.sa
ministry,"Ministry of Media","https://www.media.gov.sa/en",media.gov.sa
ministry,"Ministry of Municipalities and Housing","https://momah.gov.sa/ar",momah.gov.sa
ministry,"Ministry of Human Resources and Social Development","https://mlsd.gov.sa/",mlsd.gov.sa
ministry,"Ministry of Transport and Logistic Services of Saudi Arabia","https://www.mot.gov.sa/",mot.gov.sa
ministry,"Ministry of Health","http://www.moh.gov.sa/",moh.gov.sa
ministry,"Ministry of Defense Saudi Arabia","http://www.moda.gov.sa",moda.gov.sa
ministry,"Ministry of Foreign Affairs of Saudi Arabia","http://www.mofa.gov.sa",mofa.gov.sa
ministry,"Ministry of Finance","https://mof.gov.sa/",mof.gov.sa
ministry,"Ministry of Justice","https://www.moj.gov.sa",moj.gov.sa
ministry,"Ministry of Education","http://he.moe.gov.sa/en/default.aspx",he.moe.gov.sa
ministry,"National Labor Observatory","https://nlo.gov.sa/",nlo.gov.sa
ministry,"Ministry of Interior","http://www.moi.gov.sa/",moi.gov.sa
ministry,"Ministry of Hajj and Umrah (Saudi Arabia)","https://www.haj.gov.sa",haj.gov.sa
parliament,"Consultative Assembly of Saudi Arabia","https://www.shura.gov.sa/",shura.gov.sa
supreme_court,"Consultative Assembly of Saudi Arabia","https://www.shura.gov.sa/",shura.gov.sa
