field,text
country_name,"Republic of Panama"
government_type,"presidential republic"
capital,"Panama City"
chief_of_state,"President José Raúl MULINO Quintero (since 1 July 2024)"
head_of_government,"President José Raúl MULINO Quintero (since 1 July 2024)"
judicial_highest_courts,"Supreme Court of Justice or Corte Suprema de Justicia (consists of 9 magistrates and 9 alternates and divided into civil, criminal, administrative, and general business chambers)"
constitution_history,"several previous; latest effective 11 October 1972"
