field,text
country_name,"Slovak Republic"
government_type,"parliamentary republic"
capital,"Bratislava"
chief_of_state,"President Peter PELLEGRINI (since 15 June 2024)"
head_of_government,"Prime Minister Robert FICO (since 25 October 2023)"
judicial_highest_courts,"Supreme Court of the Slovak Republic (consists of the court president, vice president, and approximately 80 judges organized into criminal, civil, commercial, and administrative divisions with 3- and 5-judge panels); Constitutional Court of the Slovak Republic (consists of 13 judges organized into 3-judge panels)"
constitution_history,"several previous (pre-independence); latest passed by the National Council 1 September 1992, signed 3 September 1992, effective 1 October 1992"
