hostname,http_status,mx
asuncion.diplo.de,200,10 mx2.bund.de.; 10 mx1.bund.de.
asuncion.embassy.qa,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
cceasuncion.aecid.es,200,none
dominicoshispania.org,301,105 mxbackup.mad.interhost.com.; 100 correo.dominicos.org.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
embajadadeluruguay.com.py,ConnectException,none
facebook.com,ConnectException,none
paraguay.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
py.ambafrance.org,301,none
roc-taiwan.org,302,none
