field,text
country_name,"none"
government_type,"parliamentary republic"
capital,"Podgorica"
chief_of_state,"President Jakov MILATOVIC (since 20 May 2023)"
head_of_government,"Prime Minister Milojko SPAJIC (since 31 October 2023)"
judicial_highest_courts,"Supreme Court or Vrhovni Sud (consists of the court president, deputy president, and 15 judges); Constitutional Court or Ustavni Sud (consists of the court president and 7 judges)"
constitution_history,"several previous; latest adopted 22 October 2007"
