hostname,score,sources,label,level
centroamericaribeschp.com,6,wikidata;wikidata,Piarist province Central America- Caribbean,
jesuitascam.org,6,wikidata;wikidata,Jesuit Province of Central America,
procomer.com,6,wikidata;wikidata,Costa Rican Foreign Trade Promoter,
ane.cr,4,wikidata,Agencia Nacional de Empleo,
bccr.fi.cr,4,wikidata,Central Bank of Costa Rica,
comisionunesco.cr,4,wikidata,Costa Rica National Commission for Cooperation with UNESCO,
cr.usembassy.gov,4,wikidata,embassy of the United States in Costa Rica,central
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, San Jose",central
sen.inec.cr,4,wikidata,Sistema Estadístico Nacional,
ccecr.aecid.es,3,wikidata,Q141100276,
costarica.mid.ru,3,wikidata,embassy of Russia in Costa Rica,central
cr.ambafrance.org,3,wikidata,"Embassy of France, San José",central
cr.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, San José",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Costa Rica,
embocr.com,3,wikidata,embassy of Bolivia in Costa Rica,central
san-jose.diplo.de,3,wikidata,"Embassy of Germany, San José",central
san-jose.embassy.qa,3,wikidata,embassy of Qatar in Costa Rica,central
