type,label,website,hostname
ministry,"Ministry of Foreign Affairs of Panama","https://mire.gob.pa",mire.gob.pa
ministry,"Ministry of Commerce and Industries of Panama","https://mici.gob.pa",mici.gob.pa
ministry,"National Authority for Government Innovation","https://aig.gob.pa/",aig.gob.pa
ministry,"Ministry of Public Security","https://www.minseg.gob.pa/",minseg.gob.pa
ministry,"Ministry of Government and Justice","http://www.mingob.gob.pa/",mingob.gob.pa
ministry,"Ministry of Foreign Affairs of the Republic of Panama","http://www.mire.gob.pa/",mire.gob.pa
ministry,"Ministry of Culture of Panama","http://www.micultura.gob.pa",micultura.gob.pa
ministry,"Ministry of Economy and Finance (Panama)","https://www.mef.gob.pa/",mef.gob.pa
ministry,"Ministry of Agricultural Development of Panama","https://mida.gob.pa/",mida.gob.pa
ministry,"Ministry of Education","https://meduca.gob.pa",meduca.gob.pa
ministry,"Ministry of Environment","http://www.miambiente.gob.pa",miambiente.gob.pa
ministry,"Q135964673","https://mujer.gob.pa/",mujer.gob.pa
ministry,"Panama Ministry of Public Works","http://www.mop.gob.pa",mop.gob.pa
ministry,"Panama Ministry of Health","http://www.minsa.gob.pa",minsa.gob.pa
ministry,"Ministry of Government of Panama","https://www.mingob.gob.pa",mingob.gob.pa
parliament,"National Assembly of Panama","http://www.asamblea.gob.pa",asamblea.gob.pa
constitutional_court,"Jesuit Province of Central America","https://jesuitascam.org/",jesuitascam.org
constitutional_court,"Ministry of Foreign Affairs of the Republic of Panama","http://www.mire.gob.pa/",mire.gob.pa
constitutional_court,"Panamanian Public Forces","http://www.minseg.gob.pa",minseg.gob.pa
supreme_court,"National Assembly of Panama","http://www.asamblea.gob.pa",asamblea.gob.pa
