hostname,score,sources,label,level
arc.agric.za,7,wikidata;wikidata,"Institute for Deciduous Fruit, Vines and Wine | Agricultural Research Council of South Africa",
gpwonline.co.za,7,wikidata;wikidata,Government Printing Works,
mhs.mil.za,7,wikidata;wikidata,South African Military Health Service,
concourt.org.za,6,wikidata,Constitutional Court of South Africa,central
roc-taiwan.org,6,wikidata;wikidata,Taipei Liaison Office in Cape Town | Taipei Liaison Office in the Republic of South Africa,
affaires-etrangeres.gouv.ga,4,wikidata,embassy of Gabon in South Africa,central
agsa.co.za,4,wikidata,Auditor-General,central
arb.org.za,4,wikidata,Advertising Regulatory Board,
caa.co.za,4,wikidata,South African Civil Aviation Authority,
camhicom.co.za,4,wikidata,high commission of Cameroon in South Africa,central
capenature.org.za,4,wikidata,CapeNature,
cge.org.za,4,wikidata,Commission for Gender Equality,
chadembassy.co.za,4,wikidata,embassy of Chad in South Africa,central
che.ac.za,4,wikidata,Council on Higher Education,
cipc.co.za,4,wikidata,South Africa's Companies and Intellectual Property Commission,
compcom.co.za,4,wikidata,Competition Commission,
elrc.org.za,4,wikidata,Education Labour Relations Council,
embaixadaportugal.org.za,4,wikidata,embassy of Portugal in South Africa,central
embassyofcongo.co.za,4,wikidata,embassy of the Republic of Congo in South Africa,central
embbeninsa.org.za,4,wikidata,embassy of Benin in South Africa,central
ffc.co.za,4,wikidata,Financial and Fiscal Commission,
fpb.org.za,4,wikidata,Film and Publication Board,
gambiahighcommissionsa.co.za,4,wikidata,high commission of Gambia in South Africa,central
geoscience.org.za,4,wikidata,Council for Geoscience,
hpcsa.co.za,4,wikidata,Health Professions Council of South Africa,
icasa.org.za,4,wikidata,Independent Communications Authority of South Africa,
internetgovernance.org.za,4,wikidata,South African Internet Governance Forum,
kenya.org.za,4,wikidata,high commission of Kenya in South Africa,central
kuwaitembassy.co.za,4,wikidata,embassy of Kuwait in South Africa,central
liberiaembassypretoria.co.za,4,wikidata,embassy of Liberia in South Africa,central
mjc.org.za,4,wikidata,South African Muslim Judicial Council,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Pretoria",central
moroccoembassy.co.za,4,wikidata,embassy of Morocco in South Africa,central
