subdomain,parent_domain,http_status
2010.local.gov.za,gov.za,Connection timed out after 3000 milliseconds
4dp.westerncape.gov.za,gov.za,307
account.parliament.gov.za,gov.za,500
accounts.ndz.gov.za,gov.za,Could not resolve host: accounts.ndz.gov.za
accounts.sekhukhune.gov.za,gov.za,Could not resolve host: accounts.sekhukhune.gov.za
activesync.dsd.gov.za,gov.za,Connection timed out after 3002 milliseconds
activesync.ecdpw.gov.za,gov.za,Could not resolve host: activesync.ecdpw.gov.za
activesync.kzndpw.gov.za,gov.za,Could not resolve host: activesync.kzndpw.gov.za
ad.stellenbosch.gov.za,gov.za,Could not resolve host: ad.stellenbosch.gov.za
admin.ndz.gov.za,gov.za,SSL: no alternative certificate subject name matches target hostname 'admin.ndz.gov.za'
adminonline.sars.gov.za,gov.za,Could not resolve host: adminonline.sars.gov.za
adrms.westerncape.gov.za,gov.za,Connection timed out after 3001 milliseconds
agr-bis-ex01.drdar.gov.za,gov.za,Could not resolve host: agr-bis-ex01.drdar.gov.za
agricexch2010.agric.limpopo.gov.za,gov.za,Could not resolve host: agricexch2010.agric.limpopo.gov.za
agricexchs2010.agric.limpopo.gov.za,gov.za,Could not resolve host: agricexchs2010.agric.limpopo.gov.za
agrimail.daff.gov.za,gov.za,Could not resolve host: agrimail.daff.gov.za
alfredduma.gov.za,gov.za,301
alm-mail.amahlathi.gov.za,gov.za,Connection timed out after 3000 milliseconds
alternative-care.dsd.gov.za,gov.za,Could not resolve host: alternative-care.dsd.gov.za
amahlathi.gov.za,gov.za,Could not resolve host: amahlathi.gov.za
amajuba.gov.za,gov.za,200
amathuba.ecdpw.gov.za,gov.za,SSL certificate problem: unable to get local issuer certificate
andm.gov.za,gov.za,301
anywhere.fseducation.gov.za,gov.za,Connection timed out after 3001 milliseconds
anywhere.treasury.limpopo.gov.za,gov.za,301
anywhere.westonaria.gov.za,gov.za,Connection timed out after 3001 milliseconds
anzo-mail.andm.gov.za,gov.za,Could not resolve host: anzo-mail.andm.gov.za
api.gpg.gov.za,gov.za,Connection timed out after 3001 milliseconds
app-portal.tda.gov.za,gov.za,Could not resolve host: app-portal.tda.gov.za
appn01.secure.treasury.gov.za,gov.za,Connection timed out after 3001 milliseconds
appn02.secure.treasury.gov.za,gov.za,Connection timed out after 3000 milliseconds
appn03.secure.treasury.gov.za,gov.za,Connection timed out after 3000 milliseconds
appn04.secure.treasury.gov.za,gov.za,Connection timed out after 3000 milliseconds
appn05.secure.treasury.gov.za,gov.za,Could not resolve host: appn05.secure.treasury.gov.za
appn06.secure.treasury.gov.za,gov.za,Connection timed out after 3002 milliseconds
appn07.secure.treasury.gov.za,gov.za,Connection timed out after 3000 milliseconds
appn08.secure.treasury.gov.za,gov.za,Connection timed out after 3002 milliseconds
appn09.secure.treasury.gov.za,gov.za,Connection timed out after 3002 milliseconds
appn10.secure.treasury.gov.za,gov.za,Connection timed out after 3000 milliseconds
appn11.secure.treasury.gov.za,gov.za,Connection timed out after 3001 milliseconds
appn12.secure.treasury.gov.za,gov.za,Connection timed out after 3002 milliseconds
appn13.secure.treasury.gov.za,gov.za,Connection timed out after 3002 milliseconds
appn14.secure.treasury.gov.za,gov.za,Connection timed out after 3001 milliseconds
appn15.secure.treasury.gov.za,gov.za,Connection timed out after 3001 milliseconds
appn16.secure.treasury.gov.za,gov.za,Connection timed out after 3001 milliseconds
appn17.secure.treasury.gov.za,gov.za,Connection timed out after 3001 milliseconds
appn18.secure.treasury.gov.za,gov.za,Connection timed out after 3003 milliseconds
appn19.secure.treasury.gov.za,gov.za,Connection timed out after 3001 milliseconds
appn20.secure.treasury.gov.za,gov.za,Connection timed out after 3002 milliseconds
apps.statssa.gov.za,gov.za,Connection timed out after 3002 milliseconds
apss1002-mx01.socdev.gov.za,gov.za,Could not resolve host: apss1002-mx01.socdev.gov.za
ar.edendm.gov.za,gov.za,500
atomprod.dac.gov.za,gov.za,Could not resolve host: atomprod.dac.gov.za
authenticator.durban.gov.za,gov.za,Connection timed out after 3002 milliseconds
autodicover.dirco.gov.za,gov.za,Could not resolve host: autodicover.dirco.gov.za
autodiscover.agric.limpopo.gov.za,gov.za,Failed to connect to autodiscover.agric.limpopo.gov.za port 443 after 561 ms: Could not connect to server
autodiscover.alfredduma.gov.za,gov.za,302
autodiscover.amahlathi.gov.za,gov.za,Could not resolve host: autodiscover.amahlathi.gov.za
autodiscover.amajuba.gov.za,gov.za,Failed to connect to autodiscover.amajuba.gov.za port 443 after 209 ms: Could not connect to server
autodiscover.andm.gov.za,gov.za,301
autodiscover.ba-phalaborwa.gov.za,gov.za,Failed to connect to autodiscover.ba-phalaborwa.gov.za port 443 after 907 ms: Could not connect to server
autodiscover.baviaans.gov.za,gov.za,Could not resolve host: autodiscover.baviaans.gov.za
autodiscover.bitou.gov.za,gov.za,Connection timed out after 3003 milliseconds
autodiscover.capeagulhas.gov.za,gov.za,Failed to connect to autodiscover.capeagulhas.gov.za port 443 after 569 ms: Could not connect to server
autodiscover.capegateway.gov.za,gov.za,Failed to connect to autodiscover.capegateway.gov.za port 443 after 909 ms: Could not connect to server
autodiscover.capetown.gov.za,gov.za,Failed to connect to autodiscover.capetown.gov.za port 443 after 286 ms: Could not connect to server
autodiscover.capewinelands.gov.za,gov.za,Failed to connect to autodiscover.capewinelands.gov.za port 443 after 402 ms: Could not connect to server
autodiscover.chrishanidm.gov.za,gov.za,Connection timed out after 3004 milliseconds
autodiscover.cipro.gov.za,gov.za,Connection timed out after 3001 milliseconds
autodiscover.civpen.gepf.gov.za,gov.za,Could not resolve host: autodiscover.civpen.gepf.gov.za
autodiscover.dac.gov.za,gov.za,Could not resolve host: autodiscover.dac.gov.za
autodiscover.daff.gov.za,gov.za,Could not resolve host: autodiscover.daff.gov.za
autodiscover.dedea.gov.za,gov.za,Failed to connect to autodiscover.dedea.gov.za port 443 after 522 ms: Could not connect to server
autodiscover.dha.gov.za,gov.za,Could not resolve host: autodiscover.dha.gov.za
autodiscover.dirco.gov.za,gov.za,Could not resolve host: autodiscover.dirco.gov.za
autodiscover.dkm.gov.za,gov.za,Could not resolve host: autodiscover.dkm.gov.za
autodiscover.dmr.gov.za,gov.za,Could not resolve host: autodiscover.dmr.gov.za
autodiscover.doc.gov.za,gov.za,Could not resolve host: autodiscover.doc.gov.za
autodiscover.doe.gov.za,gov.za,Could not resolve host: autodiscover.doe.gov.za
autodiscover.dpe.gov.za,gov.za,Failed to connect to autodiscover.dpe.gov.za port 443 after 399 ms: Could not connect to server
autodiscover.dpme.gov.za,gov.za,401
autodiscover.dpsa.gov.za,gov.za,Could not resolve host: autodiscover.dpsa.gov.za
autodiscover.dpw.gov.za,gov.za,Failed to connect to autodiscover.dpw.gov.za port 443 after 349 ms: Could not connect to server
autodiscover.drakenstein.gov.za,gov.za,Could not resolve host: autodiscover.drakenstein.gov.za
autodiscover.drdar.gov.za,gov.za,Could not resolve host: autodiscover.drdar.gov.za
autodiscover.dsd.gov.za,gov.za,Could not resolve host: autodiscover.dsd.gov.za
autodiscover.dst.gov.za,gov.za,Could not resolve host: autodiscover.dst.gov.za
autodiscover.dtps.gov.za,gov.za,Could not resolve host: autodiscover.dtps.gov.za
autodiscover.durban.gov.za,gov.za,Could not resolve host: autodiscover.durban.gov.za
autodiscover.dwa.gov.za,gov.za,Could not resolve host: autodiscover.dwa.gov.za
autodiscover.ecdhs.gov.za,gov.za,Could not resolve host: autodiscover.ecdhs.gov.za
autodiscover.ecdpw.gov.za,gov.za,SSL certificate problem: unable to get local issuer certificate
autodiscover.ecdsd.gov.za,gov.za,Failed to connect to autodiscover.ecdsd.gov.za port 443 after 372 ms: Could not connect to server
autodiscover.echealth.gov.za,gov.za,301
autodiscover.ecleg.gov.za,gov.za,Failed to connect to autodiscover.ecleg.gov.za port 443 after 182 ms: Could not connect to server
autodiscover.ecsrac.gov.za,gov.za,Failed to connect to autodiscover.ecsrac.gov.za port 443 after 692 ms: Could not connect to server
autodiscover.ectreasury.gov.za,gov.za,302
autodiscover.ekurhuleni.gov.za,gov.za,Connection timed out after 3001 milliseconds
autodiscover.emadlangeni.gov.za,gov.za,Failed to connect to autodiscover.emadlangeni.gov.za port 443 after 1431 ms: Could not connect to server
autodiscover.emogalelm.gov.za,gov.za,302
autodiscover.energy.gov.za,gov.za,Connection timed out after 3000 milliseconds
autodiscover.environment.gov.za,gov.za,Failed to connect to autodiscover.environment.gov.za port 443 after 561 ms: Could not connect to server
autodiscover.feta.gov.za,gov.za,Failed to connect to autodiscover.feta.gov.za port 443 after 421 ms: Could not connect to server
autodiscover.fic.gov.za,gov.za,Failed to connect to autodiscover.fic.gov.za port 443 after 650 ms: Could not connect to server
autodiscover.freetrans.gov.za,gov.za,Failed to connect to autodiscover.freetrans.gov.za port 443 after 377 ms: Could not connect to server
autodiscover.fseducation.gov.za,gov.za,Failed to connect to autodiscover.fseducation.gov.za port 443 after 391 ms: Could not connect to server
autodiscover.fsl.gov.za,gov.za,Failed to connect to autodiscover.fsl.gov.za port 443 after 376 ms: Could not connect to server
autodiscover.fsworks.gov.za,gov.za,Connection timed out after 3002 milliseconds
autodiscover.gauteng.gov.za,gov.za,Failed to connect to autodiscover.gauteng.gov.za port 443 after 217 ms: Could not connect to server
autodiscover.gcis.gov.za,gov.za,302
autodiscover.gems.gov.za,gov.za,Failed to connect to autodiscover.gems.gov.za port 443 after 210 ms: Could not connect to server
autodiscover.george.gov.za,gov.za,Failed to connect to autodiscover.george.gov.za port 443 after 239 ms: Could not connect to server
autodiscover.gepf.gov.za,gov.za,Could not resolve host: autodiscover.gepf.gov.za
autodiscover.glm.gov.za,gov.za,Failed to connect to autodiscover.glm.gov.za port 443 after 409 ms: Could not connect to server
autodiscover.govmail.gov.za,gov.za,Could not resolve host: autodiscover.govmail.gov.za
autodiscover.gpaa.gov.za,gov.za,Failed to connect to autodiscover.gpaa.gov.za port 443 after 223 ms: Could not connect to server
autodiscover.gpg.gov.za,gov.za,Connection timed out after 3002 milliseconds
autodiscover.gpl.gov.za,gov.za,Failed to connect to autodiscover.gpl.gov.za port 443 after 1264 ms: Could not connect to server
autodiscover.gpw.gov.za,gov.za,Could not resolve host: autodiscover.gpw.gov.za
autodiscover.greatergiyani.gov.za,gov.za,Failed to connect to autodiscover.greatergiyani.gov.za port 443 after 374 ms: Could not connect to server
autodiscover.gsibande.gov.za,gov.za,Failed to connect to autodiscover.gsibande.gov.za port 443 after 352 ms: Could not connect to server
autodiscover.hoc.gov.za,gov.za,Resolving timed out after 3000 milliseconds
autodiscover.ilembe.gov.za,gov.za,Failed to connect to autodiscover.ilembe.gov.za port 443 after 226 ms: Could not connect to server
autodiscover.inxuba.gov.za,gov.za,Could not resolve host: autodiscover.inxuba.gov.za
autodiscover.inxubayethemba.gov.za,gov.za,Could not resolve host: autodiscover.inxubayethemba.gov.za
autodiscover.jozini.gov.za,gov.za,Failed to connect to autodiscover.jozini.gov.za port 443 after 729 ms: Could not connect to server
autodiscover.justice.gov.za,gov.za,Connection timed out after 3001 milliseconds
autodiscover.ksd.gov.za,gov.za,400
autodiscover.kwadukuza.gov.za,gov.za,Failed to connect to autodiscover.kwadukuza.gov.za port 443 after 514 ms: Could not connect to server
autodiscover.kzndac.gov.za,gov.za,TLS connect error: error:0A000126:SSL routines::unexpected eof while reading
autodiscover.kzndhs.gov.za,gov.za,302
autodiscover.kzndpw.gov.za,gov.za,Failed to connect to autodiscover.kzndpw.gov.za port 443 after 1025 ms: Could not connect to server
autodiscover.kzndsr.gov.za,gov.za,SSL: no alternative certificate subject name matches target hostname 'autodiscover.kzndsr.gov.za'
autodiscover.kznhealth.gov.za,gov.za,400
autodiscover.kznpremier.gov.za,gov.za,SSL certificate problem: certificate has expired
autodiscover.kznroyal.gov.za,gov.za,Could not resolve host: autodiscover.kznroyal.gov.za
autodiscover.kzntransport.gov.za,gov.za,Failed to connect to autodiscover.kzntransport.gov.za port 443 after 260 ms: Could not connect to server
autodiscover.kznworks.gov.za,gov.za,Failed to connect to autodiscover.kznworks.gov.za port 443 after 450 ms: Could not connect to server
autodiscover.lekwalm.gov.za,gov.za,Failed to connect to autodiscover.lekwalm.gov.za port 443 after 558 ms: Could not connect to server
autodiscover.mandeni.gov.za,gov.za,Failed to connect to autodiscover.mandeni.gov.za port 443 after 373 ms: Could not connect to server
autodiscover.matatiele.gov.za,gov.za,Connection timed out after 3000 milliseconds
autodiscover.metsimaholo.gov.za,gov.za,SSL certificate problem: self-signed certificate
autodiscover.moroka.gov.za,gov.za,Failed to connect to autodiscover.moroka.gov.za port 443 after 391 ms: Could not connect to server
autodiscover.moseskotane.gov.za,gov.za,302
