subdomain,mx
accesspoint.vpcp.gov.vn,none
adminfia.mpi.gov.vn,none
alert.isconline.gov.vn,none
ami.gov.vn,0 ami.gov.vn.
antoanthucphamlamdong.gov.vn,10 ssl.emailserver.vn.
antv.gov.vn,1 smtp.google.com.
api.cam.longbien.gov.vn,none
as.ocs.mof.gov.vn,none
atgt.dongthap.gov.vn,none
atlas.dongnai.gov.vn,none
auth.mot.gov.vn,none
authen.dvc.luutru.gov.vn,dig error
authendvc.luutru.gov.vn,none
autodiscover.antv.gov.vn,none
autodiscover.bhxhbugiamap.gov.vn,none
autodiscover.binhduong.gov.vn,none
autodiscover.binhphuoc.gov.vn,none
autodiscover.caa.gov.vn,none
autodiscover.cema.gov.vn,none
autodiscover.customs.gov.vn,none
autodiscover.dautunuocngoai.gov.vn,none
autodiscover.dongnai.gov.vn,none
autodiscover.gdsr.gov.vn,none
autodiscover.gdt.gov.vn,none
autodiscover.gialai.gov.vn,none
autodiscover.gso.gov.vn,none
autodiscover.haiphong.gov.vn,none
autodiscover.keypay.gov.vn,none
autodiscover.lanhsuvietnam.gov.vn,none
autodiscover.longphuoc.gov.vn,none
autodiscover.mangkinhdoanh.gov.vn,none
autodiscover.mard.gov.vn,none
autodiscover.mic.gov.vn,none
autodiscover.moet.gov.vn,none
autodiscover.mof.gov.vn,none
autodiscover.mofa.gov.vn,none
autodiscover.moha.gov.vn,none
autodiscover.moit.gov.vn,none
autodiscover.moj.gov.vn,none
autodiscover.molisa.gov.vn,none
autodiscover.monre.gov.vn,none
autodiscover.most.gov.vn,none
autodiscover.mot.gov.vn,none
autodiscover.mpi.gov.vn,none
autodiscover.mt.gov.vn,none
autodiscover.nghean.gov.vn,none
autodiscover.ngoquyen.gov.vn,none
autodiscover.quangninh.gov.vn,none
autodiscover.sbv.gov.vn,none
autodiscover.thanhhoa.gov.vn,none
autodiscover.thudo.gov.vn,none
autodiscover.toaan.gov.vn,none
autodiscover.tongcucthuysan.gov.vn,none
autodiscover.tphcm.gov.vn,none
autodiscover.ttptntthanhhoa.gov.vn,none
autodiscover.vass.gov.vn,none
autodiscover.vast.gov.vn,none
autodiscover.vea.gov.vn,none
autodiscover.vnsw.gov.vn,none
autodiscover.vnta.gov.vn,none
autodiscover.vov.gov.vn,none
autodiscover.vttc.gov.vn,none
autodiscover.xuatnhapcanh.gov.vn,none
bacgiang-iza.gov.vn,none
bacgiang.gov.vn,1 mail.bacgiang.gov.vn.
bacgiangdpi.gov.vn,none
bachmai.gov.vn,10 mail.bachmai.gov.vn.
banodaphuly.gov.vn,none
banvstbpnhatinh.gov.vn,none
bcth.monre.gov.vn,none
bctk.sbv.gov.vn,none
bdt.bacgiang.gov.vn,none
benhviendakrlap.daknong.gov.vn,none
benhvientinh.caobang.gov.vn,none
benluc.longan.gov.vn,none
beta.congankontum.gov.vn,none
bg.gov.vn,none
bhxhangiang.gov.vn,none
bhxhbinhdinh.gov.vn,none
bhxhbrvt.gov.vn,none
bhxhbugiamap.gov.vn,none
bhxhdaklak.gov.vn,none
bhxhhoabinh.gov.vn,none
bhxhninhbinh.gov.vn,none
bhxhthanhhoa.gov.vn,none
bhxhtravinh.gov.vn,none
bhxhvinhphuc.gov.vn,none
binhduong.gov.vn,none
bocaodientu.dkkd.gov.vn,none
book.haiquandongthap.gov.vn,none
