hostname,score,sources,label,level,http_status,mx
adpolice.gov.ae,8,wikidata;wikidata,Abu Dhabi Police,,200,10 police1.adpolice.gov.ae.; 15 police2.adpolice.gov.ae.
almajles.gov.ae,8,wikidata;wikidata,Federal National Council,central,HttpConnectTimeoutException: HTTP connect timed out,10 mail.almajles.gov.ae.
economy.gov.ae,8,wikidata;wikidata,Ministry of Economy,central,SSLHandshakeException: (unrecognized_name) Received fatal alert: unrecognized_name,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
moe.gov.ae,8,wikidata;wikidata,Ministry of Education,central,302,5 moe-gov-ae.mail.protection.outlook.com.
mof.gov.ae,8,wikidata;wikidata,Ministry of Finance,,301,20 webmail1.mof.gov.ae.; 10 webmail.mof.gov.ae.
mofaic.gov.ae,8,wikidata;wikidata;wikidata;wikidata,Ministry of Foreign Affairs of the UAE | Ministry of Foreign Affairs and International Cooperation,central,IOException: HTTP/1.1 header parser received no bytes,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
moh.gov.ae,8,wikidata;wikidata,Ministry of Health and Prevention,central,SSLHandshakeException: (unrecognized_name) Received fatal alert: unrecognized_name,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
mohesr.gov.ae,8,wikidata;wikidata,Ministry of Higher Education and Scientific Research,central,301,10 smartmail1.fednet.gov.ae.; 20 smartmail2.fednet.gov.ae.
nma.gov.ae,8,wikidata;wikidata,National Media Authority,,302,20 nma-gov-ae.mail.protection.outlook.com.; 0 wam.in.tmes.trendmicro.eu.
scad.gov.ae,8,wikidata;wikidata,Statistics Centre - Abu Dhabi,central-1,HttpConnectTimeoutException: HTTP connect timed out,0 scad-gov-ae.mail.protection.outlook.com.; 20 mail2.scad.gov.ae.; 10 seg.in.tmes-uae.trendmicro.com.; 20 mail1.scad.gov.ae.
space.gov.ae,8,wikidata;wikidata,United Arab Emirates Space Agency,,302,10 mx1-us1.ppe-hosted.com.; 10 mx2-us1.ppe-hosted.com.
wam.ae,7,wikidata;wikidata,Emirates News Agency,,301,5 wam-ae.mail.protection.outlook.com.; 50 smartmail2.fednet.gov.ae.; 40 mail2.emirates.net.ae.; 0 wam.in.tmes.trendmicro.eu.; 10 smartmail1.fednet.gov.ae.
government.ae,6,un_desa,UN/DESA national portal,,301,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
vae.ahk.de,6,wikidata;wikidata,German Emirati Joint Council for Industry and Commerce,,302,none
adafsa.gov.ae,5,wikidata,Abu Dhabi Agriculture and Food Safety Authority,,HttpConnectTimeoutException: HTTP connect timed out,20 seg.in.tmes-uae.trendmicro.com.; 5 adafsa-gov-ae.mail.protection.outlook.com.; 10 smtp2.adafsa.gov.ae.; 10 smtp1.adafsa.gov.ae.
adfca.gov.ae,5,wikidata,Family Care Authority,,HttpTimeoutException: request timed out,10 seg.in.tmes-uae.trendmicro.com.; 0 adfca-gov-ae.mail.protection.outlook.com.
ajmanpolice.gov.ae,5,wikidata,Ajman Police Force,,301,10 mxa-0050be01.gslb.pphosted.com.; 10 mxb-0050be01.gslb.pphosted.com.; 20 ajman-ae.mail.protection.outlook.com.
dewa.gov.ae,5,wikidata,Dubai Electricity and Water Authority,,403,30 mx4.dewa.gov.ae.; 20 mx5.dewa.gov.ae.; 30 mx3.dewa.gov.ae.; 20 mx6.dewa.gov.ae.
dha.gov.ae,5,wikidata,Dubai Health Authority,,200,10 dha-gov-ae.mail.protection.outlook.com.
dm.gov.ae,5,wikidata,Dubai Municipality,central-1,301,0 mx1.dm.ae.; 20 mail3.dm.gov.ae.; 10 mail.dm.gov.ae.; 5 dm-gov-ae.mail.protection.outlook.com.; 30 mail2.emirates.net.ae.; 10 mail2.dm.gov.ae.
dubaided.gov.ae,5,wikidata,Department of Economic Development - Dubai,central-1,HttpConnectTimeoutException: HTTP connect timed out,10 maila.dubai.gov.ae.; 10 mailb.dubai.gov.ae.; 20 mailc.dubai.gov.ae.
dubaipolice.gov.ae,5,wikidata,Dubai Police Force,,302,10 dpmail.dubaipolice.gov.ae.; 10 dpmail2.dubaipolice.gov.ae.
emi.qcc.gov.ae,5,wikidata,Emirates Metrology Institute,,200,none
etcc.gov.ae,5,wikidata,Q138571897,,SSLHandshakeException: (unrecognized_name) Received fatal alert: unrecognized_name,0 etcc-gov-ae.mail.protection.outlook.com.
fanr.gov.ae,5,wikidata,Federal Authority for Nuclear Regulation,,302,10 smtp02.fanr.gov.ae.; 10 smtp01.fanr.gov.ae.
fcsa.gov.ae,5,wikidata,Federal Competitiveness and Statistics Authority,central,403,5 mxa-00284c03.gslb.pphosted.com.; 5 mxb-00284c03.gslb.pphosted.com.
fcsc.gov.ae,5,wikidata,Federal Competitiveness and Statistics Centre,,403,5 mxa-00284c03.gslb.pphosted.com.; 5 mxb-00284c03.gslb.pphosted.com.
icp.gov.ae,5,wikidata,"Federal Authority for Identity, Citizenship, Customs and Port Security",,200,10 mail.ica.gov.ae.; 30 mail2.ica.gov.ae.
mfnca.gov.ae,5,wikidata,"Ministry of State for Federal National Council Affairs, United Arab Emirates",central,404,20 smartmail2.fednet.gov.ae.; 10 smartmail1.fednet.gov.ae.
moi.gov.ae,5,wikidata,Ministry of the Interior,,302,10 smtp2.moi.gov.ae.; 10 smtp1.moi.gov.ae.
qcc.gov.ae,5,wikidata,Abu Dhabi Quality and Conformity Council,,200,10 seg.in.tmes-uae.trendmicro.com.; 5 qcc-gov-ae.mail.protection.outlook.com.
sca.gov.ae,5,wikidata,Capital Market Authority,,301,10 smartmail1.fednet.gov.ae.; 20 smartmail2.fednet.gov.ae.
sdc.gov.ae,5,wikidata,Sharjah Department of Culture,,302,10 mx2-eu1.ppe-hosted.com.; 10 mx1-eu1.ppe-hosted.com.
uaecma.gov.ae,5,wikidata,Capital Market Authority,,302,0 uaecma-gov-ae.mail.protection.outlook.com.
adach.ae,4,wikidata,UAE Public Library and Cultural Center,,200,none
