hostname,http_status,mx
acdam.cu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,10 mail.acdam.cu.
acn.cu,301,5 mail-serv1.acn.cu.
ama.cu,ConnectException,10 scorreoama.ama.cu.
arnac.cu,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,10 mail.arnac.cu.
bahamasembcuba.com,200,0 mail.bahamasembcuba.com.
bnjm.cu,HttpConnectTimeoutException: HTTP connect timed out,10 drakos.red.cult.cu.
cdm.gtmo.inf.cu,ConnectException,0 ceniai1.net.cu.
cecmed.cu,ConnectException,10 mail.cecmed.cu.
centis.cu,HttpConnectTimeoutException: HTTP connect timed out,dig error
centroamericaribeschp.com,400,none
cu.ambafrance.org,301,none
cu.chineseembassy.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching cu.chineseembassy.org found.,none
cuba.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
cubagob.cu,HttpConnectTimeoutException: HTTP connect timed out,none
cubaminrex.cu,"ProtocolException: Invalid header name ""X-Powered-By """,none
dominicoshispania.org,301,105 mxbackup.mad.interhost.com.; 100 correo.dominicos.org.
eeas.europa.eu,200,10 mxa-00338601.gslb.pphosted.com.; 10 mxb-00338601.gslb.pphosted.com.
eleccionesencuba.cu,HttpConnectTimeoutException: HTTP connect timed out,10 ns.eleccionesencuba.cu.
embaperu.org,200,0 mail.chost.ca.
geotech.cu,HttpConnectTimeoutException: HTTP connect timed out,none
ghanaembassy-cuba.com,ConnectException,none
havana.embassy.mn,302,none
havana.mae.ro,503,none
havanna.diplo.de,200,10 mx2.bund.de.; 10 mx1.bund.de.
havanna.mfa.gov.hu,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
inaf.co.cu,ConnectException,none
inca.edu.cu,HttpConnectTimeoutException: HTTP connect timed out,dig error
inimet.cu,ConnectException,0 mail.inimet.cu.
lacalle.cubaweb.cu,ConnectException,none
mes.edu.cu,ConnectException,none
mfa.bg,302,0 mfa-bg.mail.protection.outlook.com.
mfa.gr,403,10 mailhost.mfa.gr.
mofaic.gov.ae,IOException: HTTP/1.1 header parser received no bytes,10 smartmail1.fednet.gov.ae.; 20 smartmail2.fednet.gov.ae.
mzv.cz,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
mzv.sk,301,10 mail.gov.sk.
namembassycuba.co.cu,ConnectException,none
norway.no,301,0 mx.domeneshop.no.
sld.cu,ConnectException,10 mx.sld.cu.
snap.cu,ConnectException,10 mail.snap.cu.
srilankaembcuba.org,301,0 mail.chost.ca.
swedenabroad.se,301,none
