hostname,score,sources,label,level
escolapios.org.co,6,wikidata;wikidata,Nazareth piarist province,
peru.mid.ru,6,wikidata;wikidata,embassy of Russia in Peru,central
roc-taiwan.org,6,wikidata;wikidata,Taipei Economic and Cultural Office in Peru,
ancyt.org.pe,4,wikidata,Academia Nacional de Ciencia y Tecnología,
barrioperu.terra.com.pe,4,wikidata,embassy of Finland in Peru,central
camaradeancash.org.pe,4,wikidata,"Chamber of Commerce, Industry and Tourism of Ancash",
camcopiura.org.pe,4,wikidata,Chamber of Commerce and Production of Piura,
cenfotur.edu.pe,4,wikidata,CENFOTUR,
comiunesco.org.pe,4,wikidata,Peruvian National Commission of Cooperation for UNESCO,
consuladopanamalima.com.pe,4,wikidata,"Embassy of Panama, Lima",central
dafo.cultura.pe,4,wikidata,"Audiovisual, Phonography and New Media Directorate",
dhn.mil.pe,4,wikidata,Q138412009,
dicapi.mil.pe,4,wikidata,Peruvian Coast Guard,
embajada-alemana.org.pe,4,wikidata,"Embassy of Germany, Lima",central
embajadabrasil.org.pe,4,wikidata,"Embassy of Brazil, Lima",central
embajadadevenezuela.pe,4,wikidata,"Embassy of Venezuela, Lima",
finlandiaperu.org.pe,4,wikidata,embassy of Finland in Peru,central
idc.edu.pe,4,wikidata,Public Technological Higher Education Institute Design and Communication,
indembassy.org.pe,4,wikidata,"Embassy of India, Lima",central
lima.mfa.gov.hu,4,wikidata,"Embassy of Hungary, Lima",central
mecuadorperu.org.pe,4,wikidata,"Embassy of Ecuador, Lima",central
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Lima",central
panaembaperu.com.pe,4,wikidata,"Embassy of Panama, Lima",central
pe.usembassy.gov,4,wikidata,"Embassy of the United States, Lima",central
portal.inen.sld.pe,4,wikidata,National Institute of Neoplastic Diseases,
qhapaqnan.cultura.pe,4,wikidata,Q134475876,
republicadominicana.pe,4,wikidata,"Embassy of the Dominican Republic, Lima",central
toulouselautrec.edu.pe,4,wikidata,Q139572807,
ambafrance-pe.org,3,wikidata,"Embassy of France, Lima",central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Peru,
embajadacostaricaenperu.org,3,wikidata,"Embassy of Costa Rica, Lima",central
embajadadeboliviaenperu.com,3,wikidata,"Embassy of Bolivia, Lima",central
embajadadeguatemalaenperu.org,3,wikidata,embassy of Guatemala in Peru,central
embhondurasperu.com,3,wikidata,"Embassy of Honduras, Lima",central
finlandabroad.fi,3,wikidata,embassy of Finland in Peru,central
lima.diplo.de,3,wikidata,"Embassy of Germany, Lima",central
lima.mae.ro,3,wikidata,"Embassy of Romania, Lima",central
lima.thaiembassy.org,3,wikidata,"Embassy of Thailand, Lima",central
mfa.gr,3,wikidata,"Embassy of Greece, Lima",central
mzv.cz,3,wikidata,"Embassy of the Czech Republic, Lima",central
palestinaperu.com,3,wikidata,"Embassy of the State of Palestine, Lima",central
pe.ambafrance.org,3,wikidata,"Embassy of France, Lima",central
