subdomain,http_status,mx
amportal.bm.dk,ConnectException > NoRouteToHostException: Host is unreachable,
autodiscover.bm.dk,302,
autodiscover.uibm.dk,ConnectException > UnresolvedAddressException,
bm.dk,200,10 mx03.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx05.statens-it.dk.; 10 mx08.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx02.statens-it.dk.; 10 mx04.statens-it.dk.
citrix.bm.dk,SSLHandshakeException > SocketException: Connection reset,
f2-mobil.bm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
f2-mobiltest.bm.dk,403,
hr-loenforhandling.bm.dk,ConnectException > UnresolvedAddressException,
live.bm.dk,404,
lyncdiscover.bm.dk,ConnectException > UnresolvedAddressException,
lyncdiscover.uibm.dk,ConnectException > UnresolvedAddressException,
mail.bm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
owa.bm.dk,ConnectException > UnresolvedAddressException,
post.bm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
print.bm.dk,ConnectException > UnresolvedAddressException,
reportservice.bm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
sc.bm.dk,ConnectException > UnresolvedAddressException,
service.bm.dk,ConnectException > NoRouteToHostException: Host is unreachable,
sip.bm.dk,ConnectException > UnresolvedAddressException,
sip.uibm.dk,ConnectException > UnresolvedAddressException,
stat.bm.dk,ConnectException > UnresolvedAddressException,
test.hr-loenforhandling.bm.dk,ConnectException > UnresolvedAddressException,
uibm.dk,SSLHandshakeException: (unrecognized_name) Received fatal alert: unrecognized_name,
vi.bm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
via.bm.dk,ConnectException > UnresolvedAddressException,
www.bm.dk,200,none
www.post.bm.dk,ConnectException > UnresolvedAddressException,
www.stat.bm.dk,ConnectException > UnresolvedAddressException,
www.via.bm.dk,ConnectException > UnresolvedAddressException,
