subdomain,http_status,mx
aabenhed.stm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
aabenhedadm.stm.dk,ConnectException > UnresolvedAddressException,
admin.english.stm.dk,403,
admin.stm.dk,403,
autodiscover.fo.stm.dk,ConnectException > UnresolvedAddressException,
autodiscover.gl.stm.dk,ConnectException > UnresolvedAddressException,
autodiscover.stm.dk,ConnectException > UnresolvedAddressException,
ca-intra.stm.dk,ConnectException > UnresolvedAddressException,
ca-test-intra.stm.dk,ConnectException > UnresolvedAddressException,
casarray.stm.dk,ConnectException > UnresolvedAddressException,
cms.stm.dk,ConnectException > UnresolvedAddressException,
english.stm.dk,200,
f2-mobil.fo.stm.dk,ConnectException > UnresolvedAddressException,
f2-mobil.gl.stm.dk,HttpTimeoutException: request timed out,
f2-mobil.stm.dk,ConnectException > UnresolvedAddressException,
f2-mobiltest-gl.stm.dk,ConnectException > UnresolvedAddressException,
f2-mobiltest.fo.stm.dk,ConnectException > UnresolvedAddressException,
f2-mobiltest.gl.stm.dk,ConnectException > UnresolvedAddressException,
f2-mobiltest.stm.dk,ConnectException > UnresolvedAddressException,
f2mobil.stm.dk,ConnectException > UnresolvedAddressException,
gdpr-scan.stm.dk,ConnectException > UnresolvedAddressException,
intra.stm.dk,ConnectException > UnresolvedAddressException,
isms.stm.dk,ConnectException > UnresolvedAddressException,
lyncdiscover.fo.stm.dk,405,
lyncdiscover.gl.stm.dk,405,
lyncdiscover.stm.dk,405,
mx1.stm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
mx2.stm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
mysites-intra.stm.dk,ConnectException > UnresolvedAddressException,
mysites-test-intra.stm.dk,ConnectException > UnresolvedAddressException,
ntra.stm.dkmysites-test-intra.stm.dk,ConnectException > UnresolvedAddressException,
sip.fo.stm.dk,404,
sip.gl.stm.dk,404,
sip.stm.dk,404,
stm.dk,200,10 mx01.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx02.statens-it.dk.; 10 mx04.statens-it.dk.; 10 mx08.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx05.statens-it.dk.
test-intra.stm.dk,ConnectException > UnresolvedAddressException,
video.stm.dk,200,
vpn.gl.stm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
vpn.stm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.aabenhed.stm.dk,ConnectException > UnresolvedAddressException,
www.aabenhedadm.stm.dk,ConnectException > UnresolvedAddressException,
www.admin.english.stm.dk,302,
www.admin.stm.dk,302,
www.english.stm.dk,302,
www.f2mobil.stm.dk,ConnectException > UnresolvedAddressException,
www.mx1.stm.dk,ConnectException > UnresolvedAddressException,
www.mx2.stm.dk,ConnectException > UnresolvedAddressException,
www.stm.dk,302,10 mx04.statens-it.dk.; 10 mx05.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx02.statens-it.dk.; 10 mx08.statens-it.dk.
www.vpn.gl.stm.dk,ConnectException > UnresolvedAddressException,
www.vpn.stm.dk,ConnectException > UnresolvedAddressException,
