subdomain,http_status,mx
adgang.fm.dk,ConnectException > UnresolvedAddressException,
admin.demo.fm.dk,ConnectException > UnresolvedAddressException,
admin.en.fm.dk,403,
admin.fm.dk,403,
admin.wb.fm.dk,ConnectException > UnresolvedAddressException,
aim.fm.dk,ConnectException > UnresolvedAddressException,
autodiscover.fm.dk,302,
autodiscover.kefm.dk,302,
autodiscover.ufm.dk,302,
citrix.fm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
demo.fm.dk,ConnectException > UnresolvedAddressException,
en.fm.dk,200,
f2-mobil-temp.fm.dk,ConnectException > UnresolvedAddressException,
f2-mobil.fm.dk,ConnectException > UnresolvedAddressException,
f2-mobiltest.fm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
fm.dk,200,10 mx02.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx05.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx04.statens-it.dk.; 10 mx06.statens-it.dk.; 10 mx08.statens-it.dk.
fmowa.fm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
kefm.dk,301,
lyncdiscover.fm.dk,405,
lyncdiscover.kefm.dk,405,
lyncdiscover.ufm.dk,ConnectException > UnresolvedAddressException,
mail.fm.dk,ConnectException > UnresolvedAddressException,
mpc.fm.dk,ConnectException > UnresolvedAddressException,
mx1.fm.dk,ConnectException > UnresolvedAddressException,
mx2.fm.dk,ConnectException > UnresolvedAddressException,
nyhedsbrev.fm.dk,200,
owa.fm.dk,ConnectException > UnresolvedAddressException,
sip.fm.dk,404,
sip.kefm.dk,404,
sip.ufm.dk,ConnectException > UnresolvedAddressException,
ufm.dk,200,
via.fm.dk,302,
www.admin.demo.fm.dk,ConnectException > UnresolvedAddressException,
www.admin.en.fm.dk,302,
www.admin.fm.dk,302,
www.aim.fm.dk,ConnectException > UnresolvedAddressException,
www.demo.fm.dk,ConnectException > UnresolvedAddressException,
www.en.fm.dk,302,
www.fm.dk,302,10 mx06.statens-it.dk.; 10 mx07.statens-it.dk.; 10 mx03.statens-it.dk.; 10 mx08.statens-it.dk.; 10 mx02.statens-it.dk.; 10 mx01.statens-it.dk.; 10 mx04.statens-it.dk.; 10 mx05.statens-it.dk.
www.fmowa.fm.dk,ConnectException > UnresolvedAddressException,
www.via.fm.dk,ConnectException > UnresolvedAddressException,
