subdomain,http_status,mx
autodiscover.skm.dk,ConnectException > ClosedChannelException,
designsystem.skm.dk,401,
f2-mobilarkiv2.skm.dk,SSLHandshakeException > CertificateException: No subject alternative DNS name matching f2-mobilarkiv2.skm.dk found.,
f2-mobiltest2.skm.dk,SSLHandshakeException > SocketException: Connection reset,
f2-testmobil.skm.dk,403,
f2mobil.skm.dk,403,
f2mobil2.skm.dk,ConnectException > UnresolvedAddressException,
intranet.skm.dk,302,
lyncdiscover.skm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
lynchdiscover.skm.dk,ConnectException > UnresolvedAddressException,
meet.skm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
mta-sts.skm.dk,200,
news.skm.dk,200,
pers.skm.dk,302,
securefile.skm.dk,302,
sip.skm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
skm.dk,200,10 skm-dk.i-v1.mx.microsoft.
test.dop.skm.dk,ConnectException > UnresolvedAddressException,
test.dxp.skm.dk,403,
testcloud.skm.dk,SSLHandshakeException > CertificateException: No subject alternative DNS name matching testcloud.skm.dk found.,
testlogin.skm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
tr2.news.skm.dk,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
www.skm.dk,301,none
