domain,label,level,name
gob.mx,aguascalientes,central-1,Aguascalientes (estado)
gob.mx,ase-sinaloa,central-1,Auditoría Superior del Estado de Sinaloa
gob.mx,aseh,central-1,Auditoría Superior del Estado de Hidalgo
gob.mx,asenl,central-1,Auditoría Superior del Estado de Nuevo León
gob.mx,aseoaxaca,central-1,Auditoría Superior del Estado de Oaxaca
gob.mx,aseqroo,central-1,Auditoría Superior del Estado de Quintana Roo
gob.mx,aseslp,central-1,Auditoría Superior del Estado de San Luis Potosí
gob.mx,auditoriachihuahua,central-1,Auditoría Superior del Estado de Chihuahua
gob.mx,bajacalifornia,central-1,Baja California (estado)
gob.mx,bcs,central-1,Baja California Sur (estado)
gob.mx,cadpemichoacan,central-1,Comité de Adquisiciones del Poder Ejecutivo de Michoacán
gob.mx,campeche,central-1,Campeche (estado)
gob.mx,catastrodecoahuila,central-1,Catastro del Estado de Coahuila
gob.mx,cccedomex,central-1,Centro de Control de Confianza del Estado de México
gob.mx,cdmx,central-1,Ciudad de México
gob.mx,ceaqueretaro,central-1,Comisión Estatal de Aguas de Querétaro
gob.mx,cescdmx,central-1,Consejo Económico y Social de la Ciudad de México
gob.mx,cesp-yucatan,central-1,Consejo Estatal de Seguridad Pública de Yucatán
gob.mx,cespcampeche,central-1,Consejo Estatal de Seguridad Pública de Campeche
gob.mx,cespe,central-1,Comisión Estatal de Servicios Públicos de Ensenada (Baja California)
gob.mx,cespnay,central-1,Consejo Estatal de Seguridad Pública de Nayarit
gob.mx,cespt,central-1,Comisión Estatal de Servicios Públicos de Tijuana (Baja California)
gob.mx,chiapas,central-1,Chiapas (estado)
gob.mx,chihuahua,central-1,Chihuahua (estado)
gob.mx,coahuila,central-1,Coahuila de Zaragoza (estado)
gob.mx,coesvidgo,central-1,Comisión Estatal de Vivienda de Durango
gob.mx,col,central-1,Colima (estado)
gob.mx,comprasbc,central-1,Compras del Gobierno de Baja California
gob.mx,compraver,central-1,Compras del Gobierno del Estado de Veracruz
gob.mx,congresobc,central-1,Congreso del Estado de Baja California
gob.mx,congresochiapas,central-1,Congreso del Estado de Chiapas
gob.mx,congresogro,central-1,Congreso del Estado de Guerrero
gob.mx,congresogto,central-1,Congreso del Estado de Guanajuato
gob.mx,congresooaxaca,central-1,Congreso del Estado de Oaxaca
gob.mx,culturabcs,central-1,Cultura del Estado de Baja California Sur
gob.mx,culturaqueretaro,central-1,Cultura del Estado de Querétaro
gob.mx,declaranetcoahuila,central-1,DeclaraNet Coahuila (Gobierno del Estado)
gob.mx,df,central-1,Ciudad de México (ex-Distrito Federal)
gob.mx,difbc,central-1,DIF estatal de Baja California
gob.mx,difjalisco,central-1,DIF estatal de Jalisco
gob.mx,difsinaloa,central-1,DIF estatal de Sinaloa
gob.mx,durango,central-1,Durango (estado)
gob.mx,e-hidalgo,central-1,Hidalgo (portal estatal)
gob.mx,ebajacalifornia,central-1,Baja California (portal estatal)
gob.mx,ecespm,central-1,Comisión Estatal de Servicios Públicos de Mexicali (Baja California)
gob.mx,edomex,central-1,Estado de México
gob.mx,edomexico,central-1,Estado de México (antiguo portal)
gob.mx,eguanajuato,central-1,Guanajuato (portal estatal)
gob.mx,esonora,central-1,Sonora (portal estatal)
gob.mx,finanzasdurango,central-1,Secretaría de Finanzas del Estado de Durango
gob.mx,finanzasoaxaca,central-1,Secretaría de Finanzas del Estado de Oaxaca
gob.mx,finanzastlax,central-1,Finanzas del Estado de Tlaxcala
gob.mx,fuerzacivil,central-1,Fuerza Civil (policía estatal de Nuevo León)
gob.mx,gobiernodeveracruz,central-1,Veracruz (estado)
gob.mx,guanajuato,central-1,Guanajuato (estado)
gob.mx,guerrero,central-1,Guerrero (estado)
gob.mx,hacienda-nayarit,central-1,Hacienda del Estado de Nayarit
gob.mx,hidalgo,central-1,Hidalgo (estado)
gob.mx,icvnl,central-1,Instituto de Control Vehicular de Nuevo León
gob.mx,idpnl,central-1,Instituto de Defensoría Pública de Nuevo León
gob.mx,ifrem,central-1,Instituto de la Función Registral del Estado de México
gob.mx,indebc,central-1,Instituto del Deporte de Baja California
gob.mx,indivibc,central-1,Instituto para el Desarrollo Inmobiliario y de la Vivienda de Baja California
gob.mx,ipejal,central-1,Instituto de Pensiones del Estado de Jalisco
gob.mx,isapeg,central-1,Instituto de Salud Pública del Estado de Guanajuato
gob.mx,isseg,central-1,Instituto de Seguridad Social del Estado de Guanajuato
gob.mx,issemym,central-1,Instituto de Seguridad Social del Estado de México y Municipios
gob.mx,issstecali,central-1,ISSSTECALI (seguridad social del Estado de Baja California)
gob.mx,jalisco,central-1,Jalisco (estado)
gob.mx,juicioenlineasinaloa,central-1,Juicio en línea (justicia del Estado de Sinaloa)
gob.mx,justiciapenalaguascalientes,central-1,Sistema de Justicia Penal de Aguascalientes
gob.mx,legislaturaqueretaro,central-1,Legislatura del Estado de Querétaro
gob.mx,mexicocity,central-1,Ciudad de México (portal turístico)
gob.mx,michoacan,central-1,Michoacán (estado)
gob.mx,morelos,central-1,Morelos (estado)
gob.mx,nay,central-1,Nayarit (estado)
gob.mx,nayarit,central-1,Nayarit (estado)
gob.mx,nl,central-1,Nuevo León (estado)
gob.mx,nuevoleon,central-1,Nuevo León (estado)
gob.mx,oaxaca,central-1,Oaxaca (estado)
gob.mx,ofsbc,central-1,Órgano de Fiscalización Superior de Baja California
gob.mx,ofsgto,central-1,Órgano de Fiscalización Superior de Guanajuato
gob.mx,ofstlaxcala,central-1,Órgano de Fiscalización Superior de Tlaxcala
gob.mx,orfis,central-1,Órgano de Fiscalización Superior de Veracruz
gob.mx,pgjdf,central-1,Procuraduría General de Justicia del Distrito Federal
gob.mx,pgjebc,central-1,Procuraduría General de Justicia de Baja California
gob.mx,pgjeguerrero,central-1,Procuraduría General de Justicia de Guerrero
gob.mx,pgjgto,central-1,Procuraduría General de Justicia de Guanajuato
gob.mx,pgjguanajuato,central-1,Procuraduría General de Justicia de Guanajuato
gob.mx,pgjoaxaca,central-1,Procuraduría General de Justicia de Oaxaca
gob.mx,pgjqro,central-1,Procuraduría General de Justicia de Querétaro
gob.mx,pjbc,central-1,Poder Judicial de Baja California
gob.mx,pjenl,central-1,Poder Judicial del Estado de Nuevo León
gob.mx,pjeveracruz,central-1,Poder Judicial del Estado de Veracruz
gob.mx,poderjudicial-gto,central-1,Poder Judicial de Guanajuato
gob.mx,poderjudicialcdmx,central-1,Poder Judicial de la Ciudad de México
gob.mx,poderjudicialdf,central-1,Poder Judicial del Distrito Federal
gob.mx,poderjudicialyucatan,central-1,Poder Judicial de Yucatán
gob.mx,puebla,central-1,Puebla (estado)
gob.mx,qroo,central-1,Quintana Roo (estado)
gob.mx,queretaro,central-1,Querétaro (estado)
gob.mx,regulacionsanitarianl,central-1,Regulación Sanitaria de Nuevo León
gob.mx,repssbc,central-1,Régimen Estatal de Protección Social en Salud de Baja California
gob.mx,sadm,central-1,Servicios de Agua y Drenaje de Monterrey (organismo estatal de Nuevo León)
gob.mx,saludsonora,central-1,Servicios de Salud del Estado de Sonora
gob.mx,saludtlax,central-1,Salud del Estado de Tlaxcala
gob.mx,sdrguerrero,central-1,Secretaría de Desarrollo Rural de Guerrero
gob.mx,secogem,central-1,Secretaría de la Contraloría del Estado de México
gob.mx,secomver,central-1,Secretaría de Comunicaciones del Estado de Veracruz
