hostname,score,sources,label,level
phcc.qa,4,wikidata,Primary Health Care,
qa.usembassy.gov,4,wikidata,embassy of the United States in Qatar,central
qnl.qa,4,wikidata,Qatar National Library,
ambasadat.net,3,wikidata,"Embassy of Kosovo, Doha",central
bhembassyqatar.com,3,wikidata,embassy of Bosnia and Herzegovina in Qatar,central
doha.diplo.de,3,wikidata,"Embassy of Germany, Doha",central
doha.mae.ro,3,wikidata,embassy of Romania in Qatar,central
finlandabroad.fi,3,wikidata,"Embassy of Finland, Doha",central
lebaneseembassyqatar.com,3,wikidata,"Embassy of Lebanon, Doha",central
mfa.bg,3,wikidata,embassy of Bulgaria in Qatar,central
mfa.gr,3,wikidata,embassy of Greece in Qatar,central
nigeriaembassydoha.org,3,wikidata,"Embassy of Nigeria, Doha",central
palemb-qa.net,3,wikidata,Embassy of the State of Palestine in Qatar,central
qa.ambafrance.org,3,wikidata,"Embassy of France, Doha",central
qa.mvep.hr,3,wikidata,embassy of Croatia in Qatar,central
qatar.mid.ru,3,wikidata,embassy of Russia in Qatar,central
swedenabroad.se,3,wikidata,"Embassy of Sweden, Doha",central
unesco.org,3,wikidata,UNESCO office Qatar,
shura.qa,2,wikidata;wikidata;wikidata;wikidata,Consultative Assembly of Qatar,central
