subdomain,parent_domain,http_status,mx
2fa.lekhwiya.gov.qa,gov.qa,Could not resolve host: 2fa.lekhwiya.gov.qa,none
abcd.moph.gov.qa,gov.qa,Could not resolve host: abcd.moph.gov.qa,none
ac.isf.gov.qa,gov.qa,Could not resolve host: ac.isf.gov.qa,dig error
ac.mofa.gov.qa,gov.qa,200,none
access.abq.gov.qa,gov.qa,Could not resolve host: access.abq.gov.qa,none
access.mofa.gov.qa,gov.qa,Connection timed out after 3000 milliseconds,none
access.pp.gov.qa,gov.qa,Connection timed out after 3002 milliseconds,none
act.lekhwiya.gov.qa,gov.qa,Could not resolve host: act.lekhwiya.gov.qa,none
acta.gov.qa,gov.qa,Connection timed out after 3000 milliseconds,10 acta-gov-qa.mail.protection.outlook.com.
actmv1xpe01.acta.gov.qa,gov.qa,Connection timed out after 3002 milliseconds,none
ad.gov.qa,gov.qa,Could not resolve host: ad.gov.qa,none
adfs.motc.gov.qa,gov.qa,Could not resolve host: adfs.motc.gov.qa,none
adfs.psa.gov.qa,gov.qa,Connection timed out after 3001 milliseconds,none
adlsa.gov.qa,gov.qa,Could not resolve host: adlsa.gov.qa,10 adlsa-gov-qa.mail.protection.outlook.com.
admin.cb.gov.qa,gov.qa,Could not resolve host: admin.cb.gov.qa,none
admin.mcs.gov.qa,gov.qa,Could not resolve host: admin.mcs.gov.qa,none
admin.mofa.gov.qa,gov.qa,Could not resolve host: admin.mofa.gov.qa,none
admin.peo.gov.qa,gov.qa,Could not resolve host: admin.peo.gov.qa,none
admin.qrec.gov.qa,gov.qa,Connection timed out after 3001 milliseconds,none
adselfservice.customs.gov.qa,gov.qa,200,none
aeoiportal.mof.gov.qa,gov.qa,Connection timed out after 3002 milliseconds,none
ag.qag.gov.qa,gov.qa,Could not resolve host: ag.qag.gov.qa,none
ag1.qag.gov.qa,gov.qa,Could not resolve host: ag1.qag.gov.qa,none
aim.gov.qa,gov.qa,302,1 mx.aim.gov.qa.
airwatch.amiriflight.gov.qa,gov.qa,Resolving timed out after 3000 milliseconds,none
almahakem.gov.qa,gov.qa,Connection timed out after 3002 milliseconds,none
amiriflight.gov.qa,gov.qa,Connection timed out after 3002 milliseconds,20 meeza-net-2.fortimailcloud.com.; 10 meeza-net-1.fortimailcloud.com.
amod.gov.qa,gov.qa,Could not resolve host: amod.gov.qa,10 mail.amod.gov.qa.
android.isf.gov.qa,gov.qa,Could not resolve host: android.isf.gov.qa,dig error
android.mofa.gov.qa,gov.qa,Resolving timed out after 3000 milliseconds,none
anywhere.isf.gov.qa,gov.qa,Could not resolve host: anywhere.isf.gov.qa,none
api.psa.gov.qa,gov.qa,Could not resolve host: api.psa.gov.qa,none
applications.qag.gov.qa,gov.qa,Could not resolve host: applications.qag.gov.qa,none
appointment.moj.gov.qa,gov.qa,Connection timed out after 3002 milliseconds,none
apps.mofa.gov.qa,gov.qa,Could not resolve host: apps.mofa.gov.qa,none
apps.peo.gov.qa,gov.qa,Could not resolve host: apps.peo.gov.qa,none
apps.qag.gov.qa,gov.qa,Could not resolve host: apps.qag.gov.qa,none
apps.sec.gov.qa,gov.qa,SSL certificate problem: unable to get local issuer certificate,none
ar.fza.gov.qa,gov.qa,Could not resolve host: ar.fza.gov.qa,none
ar.qfz.gov.qa,gov.qa,Could not resolve host: ar.qfz.gov.qa,none
aras-carriers.gov.qa,gov.qa,Connection timed out after 3002 milliseconds,none
archive.mei.gov.qa,gov.qa,Could not resolve host: archive.mei.gov.qa,none
as.im.abq.gov.qa,gov.qa,Could not resolve host: as.im.abq.gov.qa,none
ashghal.gov.qa,gov.qa,Could not resolve host: ashghal.gov.qa,10 ashghal.in.tmes.trendmicro.eu.
att.lekhwiya.gov.qa,gov.qa,Could not resolve host: att.lekhwiya.gov.qa,none
attendance.abq.gov.qa,gov.qa,Could not resolve host: attendance.abq.gov.qa,dig error
audit.abq.gov.qa,gov.qa,Could not resolve host: audit.abq.gov.qa,none
audit.telecom.moi.gov.qa,gov.qa,Could not resolve host: audit.telecom.moi.gov.qa,none
auth.lekhwiya.gov.qa,gov.qa,Could not resolve host: auth.lekhwiya.gov.qa,none
auth.qatartourism.gov.qa,gov.qa,Could not resolve host: auth.qatartourism.gov.qa,none
autism.moph.gov.qa,gov.qa,Connection timed out after 3001 milliseconds,none
autodiscover.abq.gov.qa,gov.qa,Could not resolve host: autodiscover.abq.gov.qa,none
autodiscover.acta.gov.qa,gov.qa,Failed to connect to autodiscover.acta.gov.qa port 443 after 1791 ms: Could not connect to server,none
autodiscover.ad.gov.qa,gov.qa,Could not resolve host: autodiscover.ad.gov.qa,none
autodiscover.amiriflight.gov.qa,gov.qa,302,none
autodiscover.amiriyachts.gov.qa,gov.qa,Could not resolve host: autodiscover.amiriyachts.gov.qa,none
autodiscover.amod.gov.qa,gov.qa,Could not resolve host: autodiscover.amod.gov.qa,none
autodiscover.baladiya.gov.qa,gov.qa,Could not resolve host: autodiscover.baladiya.gov.qa,dig error
autodiscover.caa.gov.qa,gov.qa,SSL certificate problem: certificate has expired,none
autodiscover.cb.gov.qa,gov.qa,Resolving timed out after 3000 milliseconds,none
autodiscover.cm.gov.qa,gov.qa,Failed to connect to autodiscover.cm.gov.qa port 443 after 1659 ms: Could not connect to server,none
autodiscover.contactcenter.gov.qa,gov.qa,SSL certificate problem: self-signed certificate in certificate chain,none
autodiscover.cra.gov.qa,gov.qa,302,none
autodiscover.customs.gov.qa,gov.qa,Connection timed out after 3000 milliseconds,none
