hostname,score,sources,label,level,http_status,mx
parlement.ma,8,wikidata;wikidata,Parliament of Morocco,central,403,0 parlement.in.tmes.trendmicro.eu.
bkam.ma,7,wikidata;wikidata,Bank Al-Maghrib | Q3015910,,ConnectException,5 bkam-ma.mail.protection.outlook.com.; 0 bkam.in.tmes.trendmicro.eu.
chuibnrochd.ma,7,wikidata;wikidata,CHU Ibn Rochd,,200,10 mx1.menara.ma.; 30 mx3.menara.ma.; 20 mx2.menara.ma.
diplomatie.ma,7,wikidata;wikidata,"Ministry of Foreign Affairs, African Cooperation and Moroccan Expatriates",central,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
madrastna.ma,7,wikidata;wikidata,Ministry of National Education,central,ConnectException,5 alt2.aspmx.l.google.com.; 15 j442pcnfkck5bezhekpholmw454sgjpib5z34dvacayudyttfvia.mx-verification.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 1 aspmx.l.google.com.
ofppt.ma,7,wikidata;wikidata,Vocational Training and Labor Promotion Office,,ConnectException,dig error
tamwilcom.ma,7,wikidata;wikidata,Q122972557 | Tamwilcom,,200,0 tamwilcom-ma.mail.protection.outlook.com.
ump.ma,7,wikidata;wikidata,Mohamed I University,,HttpConnectTimeoutException: HTTP connect timed out,10 ALT3.ASPMX.L.GOOGLE.com.; 0 ump-ma.mail.protection.outlook.com.; 5 ALT2.ASPMX.L.GOOGLE.com.; 5 ALT1.ASPMX.L.GOOGLE.com.; 1 ASPMX.L.GOOGLE.com.; 10 ALT4.ASPMX.L.GOOGLE.com.
cour-constitutionnelle.ma,6,wikidata,Constitutional Court of Morocco,,405,0 mx.cour-constitutionnelle.ma.
egov.ma,6,un_desa,UN/DESA national portal,,HttpConnectTimeoutException: HTTP connect timed out,0 mail.egov.ma.
marokko.ahk.de,6,wikidata;wikidata,German Chamber of Commerce and Industry in Morocco,,302,10 marokko-ahk-de.mail.protection.outlook.com.
ofmsantiago.com,6,wikidata;wikidata,Franciscan province of Santiago,,ConnectException,none
abhdon.ma,4,wikidata,Q126953080,,HttpConnectTimeoutException: HTTP connect timed out,0 abhdon-ma.mail.protection.outlook.com.
abhgzr.ma,4,wikidata,Q126953082,,200,10 mail.abhgzr.ma.
abhl.ma,4,wikidata,Q126953084,,200,1 SMTP.GOOGLE.COM.
abhsebou.ma,4,wikidata,Agence du Bassin Hydraulique de Sebou,,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,0 abhsebou-ma.mail.protection.outlook.com.
abhshod.ma,4,wikidata,Q126953073,,200,0 abhshod.ma.
abht.ma,4,wikidata,Q126953078,,200,0 abht-ma.mail.protection.outlook.com.
adm.co.ma,4,wikidata,Société Nationale des Autoroutes du Maroc,,HttpConnectTimeoutException: HTTP connect timed out,10 msg.adm.co.ma.
ads.ma,4,wikidata,Q123476447,,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching ads.ma found.,10 mail.ads.ma.
ambalg.ma,4,wikidata,"Embassy of Algeria, Rabat",central,HttpConnectTimeoutException: HTTP connect timed out,0 mail.ambalg.ma.
amee.ma,4,wikidata,Moroccan Agency for Energy Efficiency,,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,0 amee-ma.mail.protection.outlook.com.
ammc.ma,4,wikidata,Moroccan Capital Market Authority,,HttpConnectTimeoutException: HTTP connect timed out,10 mx12.ammc.ma.; 5 mx11.ammc.ma.; 100 mx1.ammc.ma.
amssnur.org.ma,4,wikidata,Q126953105,,403,0 amssnur-org-ma.mail.protection.outlook.com.
anam.ma,4,wikidata,National Agency of Health Insurance,,302,10 mail.anam.ma.
andzoa.ma,4,wikidata,Q106453508,,HttpConnectTimeoutException: HTTP connect timed out,0 andzoa-ma.mail.protection.outlook.com.
aneaq.ma,4,wikidata,Q126953106,,301,0 aneaq-ma.mail.protection.outlook.com.
anep.ma,4,wikidata,Q126953110,,ConnectException,0 mail.anep.ma.
angspe.ma,4,wikidata,Q126954012,,HttpConnectTimeoutException: HTTP connect timed out,0 angspe-ma.mail.protection.outlook.com.
anlca.ma,4,wikidata,Q123476451,,ConnectException,0 anlca-ma.mail.protection.outlook.com.
anp.org.ma,4,wikidata,Port and Maritime Authority,,302,20 mail3.anp.org.ma.; 15 mail2.anp.org.ma.
anpma.ma,4,wikidata,Q126953112,,ConnectException,none
anre.ma,4,wikidata,Q126953160,,200,0 anre-ma.mail.protection.outlook.com.
anrt.ma,4,wikidata,National Telecommunications Regulatory Agency,,200,40 mx2.anrt.ma.; 30 mx1.anrt.ma.
apdn.ma,4,wikidata,Q2826696,,200,10 asl.apdn.ma.
archivesdumaroc.ma,4,wikidata,Archives du Maroc,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.archivesdumaroc.ma.
aua.ma,4,wikidata,Q126953116,,200,0 zaua.heberdomaine.net.
auah.ma,4,wikidata,Q126953117,,HttpConnectTimeoutException: HTTP connect timed out,1 auah.ma.; 0 auah-ma.mail.protection.outlook.com.
aub.ma,4,wikidata,Q126953125,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.aub.ma.
aubm.ma,4,wikidata,Q126953114,,HttpConnectTimeoutException: HTTP connect timed out,10 vps-662abeda.vps.ovh.net.
audakhla.ma,4,wikidata,Q126953123,,200,10 mail.audakhla.ma.
aueks.org.ma,4,wikidata,Q126953118,,HttpConnectTimeoutException: HTTP connect timed out,none
auessaouira.ma,4,wikidata,Q126953122,,HttpConnectTimeoutException: HTTP connect timed out,none
augon.ma,4,wikidata,Q126953127,,HttpConnectTimeoutException: HTTP connect timed out,0 augon.ma.
aujadida.ma,4,wikidata,Q126953158,,HttpConnectTimeoutException: HTTP connect timed out,none
aukh.ma,4,wikidata,Q126953131,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.aukh.ma.
aukhemi7.ma,4,wikidata,Q126953129,,HttpConnectTimeoutException: HTTP connect timed out,none
auks.ma,4,wikidata,Q126953128,,HttpConnectTimeoutException: HTTP connect timed out,10 mx1.menara.ma.; 30 mx3.menara.ma.; 10 auks-ma.mail.protection.outlook.com.; 20 mx2.menara.ma.
aulaayoune.ma,4,wikidata,Q126953132,,HttpConnectTimeoutException: HTTP connect timed out,10 mail.aulaayoune.ma.
aularache.ma,4,wikidata,Q126953133,,HttpConnectTimeoutException: HTTP connect timed out,none
aumarrakech.ma,4,wikidata,Q126953134,,200,10 mail.aumarrakech.ma.
aumk.ma,4,wikidata,Q126953135,,503,0 aumk.ma.
aunador.ma,4,wikidata,Q126953136,,200,0 aunador.ma.
auo.org.ma,4,wikidata,Q126953124,,302,10 mail.auo.org.ma.
auozt.ma,4,wikidata,Q126953138,,200,0 auozt.ma.
aurs.org.ma,4,wikidata,Q126953139,,302,0 mail.aurs.org.ma.
ausafi.ma,4,wikidata,Q126953142,,ConnectException,none
aust.ma,4,wikidata,Q126953146,,301,32767 ms10786557.msv1.invalid.; 10 _dc-mx.5625fdfd0152.aust.ma.
autar.ma,4,wikidata,Q126953151,,301,0 mail.autar.ma.
autaza.ma,4,wikidata,Q126953153,,302,0 autaza.ma.
autetouan.ma,4,wikidata,Q126953155,,HttpConnectTimeoutException: HTTP connect timed out,none
