subdomain,http_status,mx
aap.hhfa.gov.ls,Resolving timed out after 3001 milliseconds,dig error
acst201mbx003.gov.ls,Could not resolve host: acst201mbx003.gov.ls,dig error
acst201mbx004.gov.ls,Resolving timed out after 3001 milliseconds,none
admin-home.businessregistrations.gov.ls,Resolving timed out after 3000 milliseconds,dig error
aefi.gov.ls,Resolving timed out after 3001 milliseconds,dig error
agriculture.gov.ls,Resolving timed out after 3000 milliseconds,dig error
api-collect-n-go.gov.ls,SSL: no alternative certificate subject name matches target hostname 'api-collect-n-go.gov.ls',dig error
api.bonolohealth.gov.ls,Resolving timed out after 3000 milliseconds,dig error
aplink.gov.ls,Resolving timed out after 3001 milliseconds,none
asbcc.gov.ls,Resolving timed out after 3000 milliseconds,dig error
auth.csis.gov.ls,Resolving timed out after 3000 milliseconds,dig error
autodiscover.gov.ls,Resolving timed out after 3000 milliseconds,none
bkm.vhw.gov.ls,Connection timed out after 3001 milliseconds,dig error
bonolohealth.gov.ls,Resolving timed out after 3000 milliseconds,dig error
bos.gov.ls,Resolving timed out after 3000 milliseconds,dig error
bpa.businessregistrations.gov.ls,Resolving timed out after 3004 milliseconds,dig error
budgetportal.gov.ls,Resolving timed out after 3004 milliseconds,dig error
businessregistrations.gov.ls,200,dig error
cdr.eparliament.gov.ls,Resolving timed out after 3009 milliseconds,dig error
cdr.ws.notify.eparliament.gov.ls,Resolving timed out after 3001 milliseconds,dig error
cdrws.eparliament.gov.ls,Resolving timed out after 3000 milliseconds,dig error
childhelpline.gov.ls,SSL: no alternative certificate subject name matches target hostname 'childhelpline.gov.ls',none
climatechangelesotho.gov.ls,Resolving timed out after 3002 milliseconds,dig error
cloud.lnsw.gov.ls,Resolving timed out after 3000 milliseconds,dig error
collab.csis.gov.ls,Resolving timed out after 3002 milliseconds,dig error
comms.dedicated.gov.ls,Resolving timed out after 3000 milliseconds,dig error
communications.gov.ls,SSL certificate problem: certificate has expired,dig error
contracts.gov.ls,Resolving timed out after 3001 milliseconds,dig error
corrections.gov.ls,Operation timed out after 3000 milliseconds with 0 bytes received,dig error
crimestatsdatabase.gov.ls,Resolving timed out after 3000 milliseconds,dig error
crops-statistics.gov.ls,Resolving timed out after 3000 milliseconds,none
defence.gov.ls,Resolving timed out after 3000 milliseconds,dig error
dev.cloud.lnsw.gov.ls,Resolving timed out after 3000 milliseconds,dig error
dev.elmis.gov.ls,Resolving timed out after 3000 milliseconds,dig error
dev.superset.elmis.gov.ls,Connection timed out after 3000 milliseconds,dig error
dhisc.aefi.gov.ls,Resolving timed out after 3000 milliseconds,dig error
dms.gov.ls,Resolving timed out after 3001 milliseconds,dig error
doe.gov.ls,Connection timed out after 3000 milliseconds,none
drws.gov.ls,Connection timed out after 3001 milliseconds,dig error
dwarehouse.gov.ls,Resolving timed out after 3000 milliseconds,none
ebstrain.lesotho.gov.ls,Resolving timed out after 3000 milliseconds,dig error
ecitizen.gov.ls,Resolving timed out after 3001 milliseconds,none
education.gov.ls,Resolving timed out after 3000 milliseconds,dig error
ee.nicr.gov.ls,Resolving timed out after 3000 milliseconds,dig error
electrifylesotho.gov.ls,Connection timed out after 3000 milliseconds,dig error
elibrary-api.eparliament.gov.ls,Resolving timed out after 3001 milliseconds,dig error
elibrary-proxy.eparliament.gov.ls,Resolving timed out after 3001 milliseconds,dig error
elibrary.eparliament.gov.ls,Resolving timed out after 3001 milliseconds,dig error
elmis.gov.ls,200,none
emis.gov.ls,curl: (28) Resolving timed out after 5001 milliseconds,none
environment.gov.ls,Resolving timed out after 3004 milliseconds,dig error
ep-api.eparliament.gov.ls,Resolving timed out after 3001 milliseconds,dig error
ep-index.eparliament.gov.ls,Resolving timed out after 3001 milliseconds,dig error
ep-mobile-api.eparliament.gov.ls,Connection timed out after 3001 milliseconds,dig error
ep-proxy.eparliament.gov.ls,Resolving timed out after 3002 milliseconds,dig error
ep-sittings.eparliament.gov.ls,Resolving timed out after 3002 milliseconds,dig error
ep.eparliament.gov.ls,Resolving timed out after 3005 milliseconds,dig error
epar-adfs.eparliament.gov.ls,Resolving timed out after 3002 milliseconds,dig error
es-api.eparliament.gov.ls,Resolving timed out after 3004 milliseconds,dig error
es-proxy.eparliament.gov.ls,Resolving timed out after 3004 milliseconds,none
es.eparliament.gov.ls,Resolving timed out after 3002 milliseconds,none
finance.gov.ls,Resolving timed out after 3002 milliseconds,dig error
financeapi.gov.ls,Resolving timed out after 3005 milliseconds,dig error
fnco.gov.ls,Resolving timed out after 3002 milliseconds,none
foreign.gov.ls,Resolving timed out after 3002 milliseconds,dig error
foreignaffairs.gov.ls,Resolving timed out after 3003 milliseconds,none
forestry.gov.ls,SSL certificate problem: certificate has expired,dig error
gdb.businessregistrations.gov.ls,Resolving timed out after 3003 milliseconds,dig error
gender.gov.ls,Resolving timed out after 3002 milliseconds,dig error
golehokela.gov.ls,200,none
golsabs.gov.ls,Resolving timed out after 3001 milliseconds,none
gov.ls,Connection timed out after 3002 milliseconds,1 gov-ls.mail.protection.outlook.com.
govmail.gov.ls,SSL certificate problem: certificate has expired,none
graylog.businessregistrations.gov.ls,Resolving timed out after 3002 milliseconds,dig error
health.gov.ls,Resolving timed out after 3001 milliseconds,none
hhfa.gov.ls,Resolving timed out after 3002 milliseconds,none
hhris.gov.ls,Resolving timed out after 3001 milliseconds,none
hiels.gov.ls,Resolving timed out after 3001 milliseconds,none
hmis.gov.ls,Resolving timed out after 3001 milliseconds,none
homeaffairs.gov.ls,Resolving timed out after 3001 milliseconds,dig error
ibf.csis.gov.ls,Operation timed out after 3000 milliseconds with 0 bytes received,none
