domain,level,source
defmin.fi,central,manual
eduskunta.fi,central,manual
intermin.fi,central,manual
lvm.fi,central,manual
mmm.fi,central,manual
oikeusministerio.fi,central,manual
okm.fi,central,manual
stm.fi,central,manual
suomi.fi,central,manual
tem.fi,central,manual
um.fi,central,manual
valtioneuvosto.fi,central,manual
vm.fi,central,manual
vnk.fi,central,manual
ym.fi,central,manual
