subdomain,parent_domain,http_status,mx
ad.stm.fi,stm.fi,ConnectException > UnresolvedAddressException,
admin.qa.suomi.fi,suomi.fi,Connection timed out after 3002 milliseconds,none
admin.suomi.fi,suomi.fi,Connection timed out after 3002 milliseconds,none
admin.verkkopalvelu.suomi.fi,suomi.fi,Connection timed out after 3001 milliseconds,none
admin.www.dev.suomi.fi,suomi.fi,Connection timed out after 3001 milliseconds,none
admin.www.qa.suomi.fi,suomi.fi,Connection timed out after 3001 milliseconds,none
ahde.mmm.fi,mmm.fi,ConnectException > UnresolvedAddressException,
aiassist.um.fi,um.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
aineistopankki.valtioneuvosto.fi,valtioneuvosto.fi,ConnectException > UnresolvedAddressException,
aipoc.um.fi,um.fi,HttpConnectTimeoutException > ConnectException: HTTP connect timed out,
aitta.mmm.fi,mmm.fi,ConnectException > UnresolvedAddressException,
ajanvaraus-hallinta.suomi.fi,suomi.fi,SSL: no alternative certificate subject name matches target hostname 'ajanvaraus-hallinta.suomi.fi',none
ajanvaraus.suomi.fi,suomi.fi,SSL: no alternative certificate subject name matches target hostname 'ajanvaraus.suomi.fi',none
alueuudistus.vm.fi,vm.fi,SSLHandshakeException > CertificateException: No subject alternative DNS name matching alueuudistus.vm.fi found.,
api-gw.palvelutietovaranto.qa.suomi.fi,suomi.fi,Could not resolve host: api-gw.palvelutietovaranto.qa.suomi.fi,none
api-gw.palvelutietovaranto.suomi.fi,suomi.fi,403,none
api-gw.palvelutietovaranto.trn.suomi.fi,suomi.fi,403,none
api.julkinen.beta.eduskunta.fi,eduskunta.fi,ConnectException > UnresolvedAddressException,
api.laatutyokalut.dev.suomi.fi,suomi.fi,Could not resolve host: api.laatutyokalut.dev.suomi.fi,none
api.laatutyokalut.qa.suomi.fi,suomi.fi,Could not resolve host: api.laatutyokalut.qa.suomi.fi,none
api.laatutyokalut.suomi.fi,suomi.fi,Could not resolve host: api.laatutyokalut.suomi.fi,none
api.laatutyokalut.test.suomi.fi,suomi.fi,Could not resolve host: api.laatutyokalut.test.suomi.fi,none
api.laatutyokalut.trn.suomi.fi,suomi.fi,Could not resolve host: api.laatutyokalut.trn.suomi.fi,none
api.messages-dev.suomi.fi,suomi.fi,400,none
api.messages-qa.suomi.fi,suomi.fi,400,none
api.messages.suomi.fi,suomi.fi,400,none
api.palvelutietovaranto.qa.suomi.fi,suomi.fi,404,none
api.palvelutietovaranto.suomi.fi,suomi.fi,Could not resolve host: api.palvelutietovaranto.suomi.fi,none
api.palvelutietovaranto.trn.suomi.fi,suomi.fi,404,none
api.qa.suomi.fi,suomi.fi,Could not resolve host: api.qa.suomi.fi,none
api.sevi.qa.suomi.fi,suomi.fi,Connection timed out after 3001 milliseconds,none
api.sevi.suomi.fi,suomi.fi,Could not resolve host: api.sevi.suomi.fi,none
api.suomi.fi,suomi.fi,Could not resolve host: api.suomi.fi,none
api.verkkopalvelu.qa.suomi.fi,suomi.fi,404,none
api.verkkopalvelu.suomi.fi,suomi.fi,Could not resolve host: api.verkkopalvelu.suomi.fi,none
api.www.dev.suomi.fi,suomi.fi,404,none
