domain,level,name
defmin.fi,central,
eduskunta.fi,central,
intermin.fi,central,
lvm.fi,central,
mmm.fi,central,
oikeusministerio.fi,central,
okm.fi,central,
stm.fi,central,
suomi.fi,central,
tem.fi,central,
um.fi,central,
valtioneuvosto.fi,central,Finnish Government (Council of State)
vm.fi,central,
vnk.fi,central,
ym.fi,central,
