hostname,score,sources,label,level
evl.fi,7,wikidata;wikidata,Church Council,
huoltovarmuuskeskus.fi,7,wikidata;wikidata;wikidata,National Emergency Supply Agency,
kansalliskirjasto.fi,7,wikidata;wikidata,National Library of Finland,
keuda.fi,7,wikidata;wikidata,Keuda,
keva.fi,7,wikidata;wikidata,Keva Pension Agency,
ltky.fi,7,wikidata;wikidata,Student Union of LUT University,
maanmittauslaitos.fi,7,wikidata;wikidata;wikidata;wikidata,National Land Survey of Finland,
ort.fi,7,wikidata;wikidata,Q11885811,
poliisi.fi,7,wikidata;wikidata;wikidata;wikidata;wikidata,National Police Board | Police of Finland | National Bureau of Investigation,central
rikosseuraamus.fi,7,wikidata;wikidata,Prison and Probation Service of Finland,
samediggi.fi,7,wikidata;wikidata,Sami Parliament of Finland,
syyttajalaitos.fi,7,wikidata;wikidata;wikidata,National Prosecution Authority,
tulli.fi,7,wikidata;wikidata;wikidata;wikidata;wikidata,National Board of Customs | Finnish Customs,
tyotuomioistuin.fi,7,wikidata;wikidata,Labour Court,
ulosottolaitos.fi,7,wikidata;wikidata;wikidata,National Enforcement Authority Finland,
vtv.fi,7,wikidata;wikidata;wikidata,National Audit Office of Finland,
yvtltk.fi,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,National Non-Discrimination and Equality Tribunal of Finland,
helsinki.europarl.europa.eu,6,wikidata;wikidata,European Parliament Liaison Office in Finland,central
intermin.fi.,6,wikidata;wikidata,Ministry of the Interior of Finland,central
kho.fi,6,wikidata,Supreme Administrative Court of Finland,central
korkeinoikeus.fi,6,wikidata,Supreme Court of Finland,central
tietosuoja.fi,5,wikidata;wikidata;wikidata;wikidata;linkgraph,Office of the Data Protection Ombudsman,central
aitoo.fi,4,wikidata,Aitoon VPK,
algerianembassy.fi,4,wikidata,"Embassy of Algeria, Helsinki",central
arpajaishallinto.fi,4,wikidata,Gambling Administration,
cimo.fi,4,wikidata,The Center for International Mobility,
cyprusembassy.fi,4,wikidata,Embassy of Cyprus in Finland,central
dvv.fi,4,wikidata,Digital and Population Data Services Agency,
en.gtk.fi,4,wikidata,Geological Survey of Finland,
en.ilmatieteenlaitos.fi,4,wikidata,Finnish Meteorological Institute,
en.kotus.fi,4,wikidata,Institute for the Languages of Finland,
enontekionvpk.fi,4,wikidata,Q122415629,
fi.gtk.fi,4,wikidata,Geological Survey of Finland,
fi.usembassy.gov,4,wikidata,"Embassy of the United States, Helsinki",central
fimea.fi,4,wikidata,Finnish Medicines Agency Fimea,
finanssivalvonta.fi,4,wikidata,Finnish Financial Supervisory Authority,
forssanvpk.fi,4,wikidata,Q20917761,
geenitekniikanlautakunta.fi,4,wikidata,Q18694204,
hamechamber.fi,4,wikidata,Q25451547,
hansel.fi,4,wikidata,Hansel Ltd.,
helsinki.mfa.gov.hu,4,wikidata,"Hungarian embassy, Helsinki",central
hkl.fi,4,wikidata,Helsinki City Transport,
ilmatieteenlaitos.fi,4,wikidata,Finnish Meteorological Institute,
jojo.joensuu.fi,4,wikidata,Joensuu Region Public Transport,
jokipelastus.fi,4,wikidata,Rescue Services of Jokilaaksot,
kansallisarkisto.fi,4,wikidata,National Archives of Finland,
kauppakamari.fi,4,wikidata,Finland Chamber of Commerce,
keha-keskus.fi,4,wikidata,Development and Administration centre for ELY Centres and TE Offices,
keskisuomenpelastuslaitos.fi,4,wikidata,Keski-Suomen pelastuslaitos,
kotus.fi,4,wikidata,Institute for the Languages of Finland,
ksthky.fi,4,wikidata,Keski-Satakunnan Terveydenhuollon kuntayhtymä,
kyberturvallisuuskeskus.fi,4,wikidata,National Cyber Security Centre,
lapinpelastuslaitos.fi,4,wikidata,Lapland Rescue Department,
meku.fi,4,wikidata,Finnish Board of Film Classification,
metsa.fi,4,wikidata,Metsähallitus,
migri.fi,4,wikidata,Finnish Immigration Service,
mofaic.gov.ae,4,wikidata,"Embassy of the United Arab Emirates, Helsinki",central
mpk.fi,4,wikidata,National Defence Training Association of Finland,
museovirasto.fi,4,wikidata,Finnish Heritage Agency,
namembassy.fi,4,wikidata,Embassy of Namibia in Finland,central
oikeuspalveluvirasto.fi,4,wikidata,National Legal Services Authority,
oikeusrekisterikeskus.fi,4,wikidata,Legal Register Centre,central
oph.fi,4,wikidata,Finnish National Agency for Education,
oyy.fi,4,wikidata,Student Union of the University of Oulu,
pirkanmaanpelastuslaitos.fi,4,wikidata,Rescue Department of Pirkanmaa,
puistolanvpk.fi,4,wikidata,Puistola volunteer fire department,
raja.fi,4,wikidata,Finnish Border Guard,
rusembassy.fi,4,wikidata,"Embassy of Russia, Helsinki",central
se.gtk.fi,4,wikidata,Geological Survey of Finland,
sprakinstitutet.fi,4,wikidata,Institute for the Languages of Finland,
stat.fi,4,wikidata,Statistics Finland,central
statskontoret.fi,4,wikidata,State Treasury,
stuk.fi,4,wikidata,Radiation and Nuclear Safety Authority,central
suomenpankki.fi,4,wikidata,Bank of Finland,central
supo.fi,4,wikidata,Finnish Security and Intelligence Service,central
sv.ilmatieteenlaitos.fi,4,wikidata,Finnish Meteorological Institute,
taf.fi,4,wikidata,Technology Academy Finland,
tapanilanvpk.fi,4,wikidata,Q42901760,
tekes.fi,4,wikidata,Tekes,
tilastokeskus.fi,4,wikidata,Statistics Finland,central
tornionvpk.fi,4,wikidata,Tornion VPK,
tsr.fi,4,wikidata,Finnish Work Environment Fund,
tukes.fi,4,wikidata,Finnish Safety and Chemicals Agency,
turunvpk.fi,4,wikidata,Turku Volunteer Fire Department,
valtiokonttori.fi,4,wikidata,State Treasury,
