hostname,score,sources,label,level
pohde.fi,7,wikidata;wikidata,Wellbeing Services County of North Ostrobothnia,central-1
varha.fi,7,wikidata;wikidata;wikidata;wikidata,Wellbeing Services County of Southwest Finland,central-1
lagtinget.ax,6,wikidata;wikidata,Parliament of Åland,central-1
ekhva.fi,4,wikidata,Wellbeing Services County of South Karelia,central-1
en.itauusimaa.fi,4,wikidata,Wellbeing Services County of East Uusimaa,central-1
en.osterbottensvalfard.fi,4,wikidata,Wellbeing Services County of Ostrobothnia,central-1
etela-savo.fi,4,wikidata,Wellbeing Services County of South Savo,central-1
hyvaep.fi,4,wikidata,Wellbeing Services County of South Ostrobothnia,central-1
hyvaks.fi,4,wikidata,Wellbeing Services County of Central Finland,central-1
itauusimaa.fi,4,wikidata,Wellbeing Services County of East Uusimaa,central-1
kainuunhyvinvointialue.fi,4,wikidata,Wellbeing Services County of Kainuu,central-1
keusote.fi,4,wikidata,Wellbeing Services County of Central Uusimaa,central-1
kymenhva.fi,4,wikidata,Wellbeing Services County of Kymenlaakso,central-1
lapha.fi,4,wikidata,Wellbeing Services County of Lapland,central-1
omahame.fi,4,wikidata,Wellbeing Services County of Kanta-Häme,central-1
osterbottensvalfard.fi,4,wikidata,Wellbeing Services County of Ostrobothnia,central-1
ostranyland.fi,4,wikidata,Wellbeing Services County of East Uusimaa,central-1
paijatha.fi,4,wikidata,Wellbeing Services County of Päijät-Häme,central-1
pirha.fi,4,wikidata,Wellbeing Services County of Pirkanmaa,central-1
pohjanmaanhyvinvointi.fi,4,wikidata,Wellbeing Services County of Ostrobothnia,central-1
pshva.fi,4,wikidata,Wellbeing Services County of North Savo,central-1
satakunnanhyvinvointialue.fi,4,wikidata,Wellbeing Services County of Satakunta,central-1
siunsote.fi,4,wikidata,Wellbeing Services County of North Karelia,central-1
soite.fi,4,wikidata,Wellbeing Services County of Central Ostrobothnia,central-1
hanken.fi,7,wikidata;wikidata,Hanken School of Economics,university
helsinki.fi,7,wikidata;wikidata;wikidata,University of Helsinki,university
tuni.fi,7,wikidata;wikidata,Tampere University,university
uniarts.fi,7,wikidata;wikidata,Sibelius Academy | University of the Arts Helsinki,university
utu.fi,7,wikidata;wikidata,University of Turku,university
uwasa.fi,7,wikidata;wikidata;wikidata,University of Vaasa,university
aalto.fi,4,wikidata,Aalto University,university
abo.fi,4,wikidata,Åbo Akademi University,university
oulu.fi,4,wikidata,University of Oulu,university
uef.fi,4,wikidata,University of Eastern Finland,university
oikeus.fi,10,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;linkgraph,public legal aid office | Turku Court of Appeal | District Court of Helsinki | Rovaniemi Court of Appeal,local
hel.fi,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Helsinki City Board | Helsinki City Rescue Department | Helsinki City Council,local
helsinkikanava.fi,7,wikidata;wikidata,Helsinki City Council,local
nysse.fi,7,wikidata;wikidata,Tampere regional transport,local
ouka.fi,7,wikidata;wikidata;wikidata;wikidata;wikidata;wikidata,Oulu City Board | Oulu City Council,local
tampere.fi,7,wikidata;wikidata;wikidata;wikidata,Tampere City Board | Tampere City Transport | Tampere City Council,local
vakehyva.fi,7,wikidata;wikidata;wikidata;wikidata,Wellbeing Services County of Vantaa and Kerava,local
foli.fi,4,wikidata,Föli,local
hsl.fi,4,wikidata,Helsinki Regional Transport Authority,local
joensuu.fi,4,wikidata,Joensuu City Council,local
joutsa.fi,4,wikidata,Joutsa municipal council,local
kaupunkiliikenne.fi,4,wikidata,Metropolitan Area Transport Ltd,local
kokkola.fi,4,wikidata,Kokkola City Council,local
laukaa.fi,4,wikidata,Q56399064,local
mikkeli.fi,4,wikidata,Mikkeli City Council,local
osl.fi,4,wikidata,Oulu Regional Transport,local
oulainen.fi,4,wikidata,Oulainen City Council,local
riihimaki.fi,4,wikidata,Riihimäki City Council,local
savonlinna.fi,4,wikidata,Savonlinna City Council,local
tornio.fi,4,wikidata,Tornio City Council,local
echa.europa.eu,3,wikidata,European Chemicals Agency,local
mariehamn.ax,3,wikidata,Mariehamn Town Council,local
