subdomain,parent_domain,http_status,mx
2016.presidentofnepal.gov.np,gov.np,Could not resolve host: 2016.presidentofnepal.gov.np,none
abpp.gov.np,gov.np,Connection timed out after 3001 milliseconds,none
adbl.gov.np,gov.np,Resolving timed out after 3002 milliseconds,10 mx1.adbl.gov.np.; 30 mail.adbl.gov.np.; 20 mx2.adbl.gov.np.
admin.mof.gov.np,gov.np,Resolving timed out after 3002 milliseconds,none
admincourt.gov.np,gov.np,Connection timed out after 3001 milliseconds,10 mx.nitc.gov.np.
aepc.gov.np,gov.np,Resolving timed out after 3002 milliseconds,none
aet.aepc.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
ag.gov.np,gov.np,Connection timed out after 3001 milliseconds,20 mx2.nepal.gov.np.; 10 mx1.nepal.gov.np.
agriextension.gov.np,gov.np,SSL: no alternative certificate subject name matches target hostname 'agriextension.gov.np',none
aicc.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
aitc.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
ampcnaktajhij.gov.np,gov.np,200,none
apf.gov.np,gov.np,Operation timed out after 3002 milliseconds with 0 bytes received,0 apf-gov-np.mail.protection.outlook.com.
apps.doind.gov.np,gov.np,Connection timed out after 3001 milliseconds,10 mx.nitc.gov.np.
aqojnk.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
archive.old.tourism.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
asha.gov.np,gov.np,Resolving timed out after 3001 milliseconds,10 mail.asha.gov.np.
attorneygeneral.gov.np,gov.np,SSL certificate problem: certificate has expired,none
autodiscover.aqojnk.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
autodiscover.bhairahawa.aqo.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
autodiscover.brch.dhm.gov.np,gov.np,Could not resolve host: autodiscover.brch.dhm.gov.np,none
autodiscover.caanepal.gov.np,gov.np,Connection timed out after 3002 milliseconds,none
autodiscover.cftec.gov.np,gov.np,Resolving timed out after 3001 milliseconds,none
autodiscover.chitwannationalpark.gov.np,gov.np,Resolving timed out after 3002 milliseconds,none
