subdomain,mx
accm.gov.mm,10 alt4.aspmx.l.google.com.; 10 mail.inyalearning.com.; 1 aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.
admin.ipd.gov.mm,none
admin.magway.gov.mm,none
admin.mypass.magway.gov.mm,none
admin.visa.ferd.gov.mm,none
adminybps.ycdc.gov.mm,none
ais.gov.mm,none
api.ipd.gov.mm,none
api.magway.gov.mm,none
api.mypass.magway.gov.mm,none
app.ayarwadydevelopment.gov.mm,none
app.dica.gov.mm,none
app.mcdc.gov.mm,none
app.ycdc.gov.mm,none
appadmin.mcdc.gov.mm,none
ascoja-maja.rrdhrplan.gov.mm,none
asean2014.gov.mm,10 webmail.mpt.net.mm.
asset.mcdc.gov.mm,none
autodiscover.customs.gov.mm,none
autodiscover.dca.gov.mm,none
autodiscover.energy.gov.mm,none
autodiscover.maccs.gov.mm,none
autodiscover.magwayparliament.gov.mm,none
autodiscover.moee.gov.mm,none
autodiscover.mohs.gov.mm,none
autodiscover.myanmarcustoms.gov.mm,none
autodiscover.rrdhrplan.gov.mm,none
autodiscover.ulab.gov.mm,none
ayeyarwadyregion.gov.mm,none
ayeyarwadyregion.moee.gov.mm,none
bagoregion.gov.mm,none
billing.mcdc.gov.mm,none
bo.dica.gov.mm,none
bpi.gov.mm,10 mx2-hosting.jellyfish.systems.; 20 mx3-hosting.jellyfish.systems.; 5 mx1-hosting.jellyfish.systems.
bsi.gov.mm,none
budget.gov.mm,none
cbm.gov.mm,0 esg.cbm.gov.mm.
childhotline.dsw.gov.mm,none
chinparliament.gov.mm,none
chinstate.gov.mm,10 ALT3.ASPMX.L.GOOGLE.COM.; 5 ALT1.ASPMX.L.GOOGLE.COM.; 1 ASPMX.L.GOOGLE.COM.; 5 ALT2.ASPMX.L.GOOGLE.COM.; 10 ALT4.ASPMX.L.GOOGLE.COM.
cidcyber.gov.mm,none
cincds.gov.mm,none
cirr.gov.mm,none
cirr.rrdhrplan.gov.mm,none
cn.tourism.gov.mm,none
commerce.gov.mm,none
constitutionaltribunal.gov.mm,none
construction.gov.mm,10 mail.construction.gov.mm.
cp.mapps.gov.mm,none
cpanel.ais.gov.mm,none
cpanel.ayeyarwadyregion.gov.mm,none
cpanel.cirr.gov.mm,none
cpanel.customs.gov.mm,none
cpanel.dca.gov.mm,none
cpanel.dri.gov.mm,none
cpanel.energy.gov.mm,none
cpanel.maccs.gov.mm,none
cpanel.magwayparliament.gov.mm,none
cpanel.moee.gov.mm,none
cpanel.myanmarcustoms.gov.mm,none
cpanel.necc.gov.mm,none
cpanel.qcrs.gov.mm,none
cpanel.rrdhrplan.gov.mm,none
cpanel.tourism.gov.mm,none
cpanel.ulab.gov.mm,none
cpcalendars.ais.gov.mm,none
cpcalendars.customs.gov.mm,none
cpcalendars.maccs.gov.mm,none
cpcalendars.magwayparliament.gov.mm,none
cpcalendars.qcrs.gov.mm,none
cpcalendars.ulab.gov.mm,none
cpcontacts.ais.gov.mm,none
cpcontacts.customs.gov.mm,none
cpcontacts.maccs.gov.mm,none
cpcontacts.magwayparliament.gov.mm,none
cpcontacts.qcrs.gov.mm,none
cpcontacts.ulab.gov.mm,none
csmd.gov.mm,none
csostat.gov.mm,none
csotemplate.gov.mm,none
customs.gov.mm,10 mail.inyalearning.com.
dalms-rdinfo.gov.mm,none
dar.gov.mm,none
db.ipd.gov.mm,none
db.magway.gov.mm,none
dc.dedc.gov.mm,none
dca.gov.mm,none
ddm.rrdhrplan.gov.mm,none
de.tourism.gov.mm,none
dedc.gov.mm,0 dedc-gov-mm.mail.protection.outlook.com.
