hostname,score,sources,label,level
unikin.ac.cd,4,wikidata,University of Kinshasa,university
unikis.ac.cd,4,wikidata,University of Kisangani,university
uom.cd,4,wikidata,Université Officielle de Mbujimayi,university
univofbukavu.org,3,wikidata,Université Officielle de Bukavu,university
