qid,label
Q1854,Ho Chi Minh City
Q1858,Hanoi
Q216075,Cần Thơ
Q2332060,Tuyên Quang
Q25282,Da Nang
Q26575,Thái Nguyên
Q33271,Đồng Nai
Q33304,Quảng Ngãi
Q33351,Hà Tĩnh
Q33354,Cà Mau
Q33369,Khánh Hòa
Q33379,Sơn La
Q33396,Quảng Ninh
Q33403,Lạng Sơn
Q33408,Bắc Ninh
Q36235,Hưng Yên
Q36399,Huế
Q36409,Lai Châu
Q36446,Lào Cai
Q36512,Thanh Hóa
Q36579,Quảng Trị
Q36587,Nghệ An
Q36592,An Giang
Q36608,Tây Ninh
Q36610,Phú Thọ
Q36662,Gia Lai
Q36676,Đồng Tháp
Q36690,Đắk Lắk
Q36721,Lâm Đồng
Q36865,Cao Bằng
Q36900,Ninh Bình
Q36955,Điện Biên
Q72818,Haiphong
Q7333405,Vĩnh Long
