hostname,indegree,indegree_tech
bund.de,82,0
gesetze-im-internet.de,21,0
bayern.de,16,0
hessen.de,11,1
nrw.de,11,1
justiz.de,10,0
niedersachsen.de,10,0
berlin.de,9,0
bmel.de,9,0
brandenburg.de,9,0
bundestag.de,9,1
dwd.de,9,4
arbeitsagentur.de,8,0
bamf.de,8,0
rki.de,8,0
sachsen-anhalt.de,8,0
auswaertiges-amt.de,7,1
sachsen.de,7,0
thueringen.de,7,0
umweltbundesamt.de,7,0
baden-wuerttemberg.de,6,0
bmfsfj.de,6,0
bmv.de,6,0
bundesgesundheitsministerium.de,6,0
bundesregierung.de,6,0
destatis.de,6,0
govdata.de,6,0
hamburg.de,6,0
polizei.de,6,0
bioeg.de,5,0
bka.de,5,0
bpb.de,5,2
bremen.de,5,0
bundesfinanzministerium.de,5,0
bundeswirtschaftsministerium.de,5,0
koeln.de,5,0
rlp.de,5,0
schleswig-holstein.de,5,0
bmas.de,4,0
bmbf.de,4,0
bmjv.de,4,0
bmvg.de,4,0
bundesjustizamt.de,4,0
bzst.de,4,0
deutsche-rentenversicherung.de,4,0
evergabe-online.de,4,0
muenchen.de,4,0
ptb.de,4,0
saarland.de,4,0
bafg.de,3,0
bfn.de,3,0
bmleh.de,3,0
bsh.de,3,0
bundesanzeiger.de,3,0
bundesfinanzhof.de,3,0
bundesnetzagentur.de,3,0
bundespolizei.de,3,0
bundesrat.de,3,0
bundesumweltministerium.de,3,0
dguv.de,3,0
essen.de,3,0
lba.de,3,0
zoll.de,3,0
116117.de,2,0
antisemitismusbeauftragter.de,2,0
bafza.de,2,0
baua.de,2,0
bfarm.de,2,0
bundesarbeitsgericht.de,2,0
bundesfachstelle-barrierefreiheit.de,2,0
bundesgerichtshof.de,2,0
bundesimmobilien.de,2,0
bundesverfassungsgericht.de,2,0
bundeswehr.de,2,0
bverwg.de,2,0
diplo.de,2,0
dortmund.de,2,0
dpma.de,2,0
duesseldorf.de,2,0
familienplanung.de,2,0
familienportal.de,2,0
frankfurt.de,2,0
gmund.de,2,0
hilfe-portal-missbrauch.de,2,0
integrationsbeauftragte.de,2,0
kba.de,2,0
kreuth.de,2,0
kulturstaatsminister.de,2,0
kulturstaatsministerin.de,2,0
parlament-berlin.de,2,0
pei.de,2,0
stadt-koeln.de,2,0
tegernsee.de,2,0
thuenen.de,2,0
wir-sind-bund.de,2,0
antidiskriminierungsstelle.de,1,0
aufstiegs-bafoeg.de,1,0
auslandsschulwesen.de,1,0
bafa.de,1,0
bafin.de,1,0
bam.de,1,0
bamberg.de,1,0
bast.de,1,0
baw.de,1,0
bayreuth.de,1,0
beratungsstelle-barrierefreiheit.de,1,0
berchtesgaden.de,1,0
bfu-web.de,1,0
ble.de,1,0
bmz.de,1,0
bremerhaven.de,1,0
bsu-bund.de,1,0
bundesarchiv.de,1,0
bundesbank.de,1,0
bundeskartellamt.de,1,0
bundespraesident.de,1,0
eisenbahn-unfalluntersuchung.de,1,0
frauengesundheitsportal.de,1,0
fruehe-chancen.de,1,0
hanisauland.de,1,0
hessischer-landtag.de,1,0
hvv.de,1,0
interreg.de,1,0
land.nrw,1,0
landbw.de,1,0
landtag-bw.de,1,0
leipzig.de,1,0
ltsh.de,1,0
md-bund.de,1,0
medizinischerdienst.de,1,0
mvnet.de,1,0
opencode.de,1,0
personalausweisportal.de,1,0
personenstandsrecht.de,1,0
pflegebevollmaechtigte.de,1,0
pharmnet-bund.de,1,0
rentenuebersicht.de,1,0
uba.de,1,0
verfassungsschutz.de,1,0
zanzu.de,1,0
