subdomain,mx
100.gov.md,none
100zile.gov.md,none
373.gov.md,none
aap.gov.md,none
actelocale.gov.md,none
actpermisiv.gov.md,none
adma.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
admin.compensatii.gov.md,none
admin.particip.gov.md,none
adminbac.gov.md,none
adminevinieta.gov.md,none
aee.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
age.gov.md,none
agepi.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
aipa.gov.md,none
ajutoare.gov.md,none
am.gov.md,none
amdm.gov.md,none
amfsa.gov.md,none
ams.gov.md,none
anad.gov.md,none
ancd.gov.md,none
ance.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
anp.gov.md,none
anranr.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
ansa.gov.md,none
ansp.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
anta.gov.md,none
antaeat.anta.gov.md,none
antitrafic.gov.md,none
antiviolenta.gov.md,none
api.cnddcm.gov.md,none
apievinieta.gov.md,none
apostila.gov.md,none
app.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
app.transplant.gov.md,none
arfc.gov.md,none
ari.gov.md,none
arme.igp.gov.md,none
asp.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
aspm.mc.gov.md,none
ast.gov.md,none
autorizatiimediu.gov.md,none
avls.mai.gov.md,none
bac.gov.md,none
backoffice-eservicii.gov.md,none
barcelona.mfa.gov.md,none
bizradar.gov.md,none
bma.gov.md,none
bma.migrare.gov.md,none
border.gov.md,none
brd.gov.md,none
bri.gov.md,none
bridge.invest.gov.md,none
caa.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
carabinier.gov.md,none
careers.gov.md,none
cariere.gov.md,none
cazier.gov.md,none
cbn.mecc.gov.md,none
ccp.anta.gov.md,none
cert.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
cio.gov.md,none
cis.gov.md,none
cloud.gov.md,none
cna.gov.md,none
cnam.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
cnapss.gov.md,none
cnas.gov.md,none
cncnc.gov.md,none
cnddcm.gov.md,none
cnddcm.msmps.gov.md,none
cnej.gov.md,none
cnpdc.gov.md,none
coe.mfa.gov.md,none
compensatii.gov.md,none
construct-permits.gov.md,none
consumator.gov.md,none
controlezfactura.gov.md,none
covidinfo.gov.md,none
cpanel.test.cariere.gov.md,none
cpcalendars.test.cariere.gov.md,none
cpcontacts.test.cariere.gov.md,none
crm.invest.gov.md,none
crm.primacasa.gov.md,none
csa.gov.md,none
csa.madrm.gov.md,none
csa.mediu.gov.md,none
ct.mai.gov.md,none
ctif.gov.md,none
cub.gov.md,none
customs.gov.md,none
ddp.aap.gov.md,none
demo.transplant.gov.md,none
dev-justice.gov.md,none
dev.mediu.gov.md,none
devecazier.gov.md,none
develop.sipc.gov.md,none
dip.gov.md,none
doc.anta.gov.md,none
doc.igc.gov.md,none
doc.social.gov.md,none
docs.msmps.gov.md,none
documente.anp.gov.md,none
documente.mediu.gov.md,none
dopomoga.gov.md,none
drg.cnam.gov.md,none
drive.gov.md,none
dspace.aap.gov.md,none
dtc.gov.md,none
e-aipa.gov.md,none
e-arme.igp.gov.md,none
e-management.madrm.gov.md,none
e-migrare.gov.md,none
e-permis.border.gov.md,none
e-pescuit.mediu.gov.md,none
e-servicii.agepi.gov.md,none
eat.anta.gov.md,none
eca.asp.gov.md,none
ecancelaria.cnas.gov.md,none
ecazier.gov.md,none
edu.gov.md,none
ega.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
egov.md,none
elearning.agepi.gov.md,none
emoldovata.gov.md,none
epermis.border.gov.md,none
eraportare.spcsb.gov.md,none
eservicii.gov.md,none
essc-pay.gov.md,none
essc-test.gov.md,none
essc-testpay.gov.md,none
essc.gov.md,none
essc.servicii.gov.md,none
estudii.igc.gov.md,none
etender.gov.md,none
evinieta.gov.md,none
evisa.gov.md,none
familia.gov.md,none
finantare.gov.md,none
fism.gov.md,none
geodata.gov.md,none
geoportalinds.gov.md,none
ggs.gov.md,none
gov.md,none
gu.justice.gov.md,none
harta-ig.agepi.gov.md,none
hosting.epermis.border.gov.md,none
iap.gov.md,none
id.mfa.gov.md,none
if.gov.md,none
igp.gov.md,none
incluziune.edu.gov.md,none
inds.gov.md,none
intern.epermis.border.gov.md,none
interop.gov.md,none
intranet.ancd.gov.md,none
invest.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
iplatforms.gov.md,none
ipm.gov.md,none
is.msmps.gov.md,none
isc.gov.md,none
ism.gov.md,none
iss.gov.md,none
izmv.gov.md,none
izmv.madrm.gov.md,none
justice.gov.md,none
keycloak.develop.sipc.gov.md,none
licentiere.gov.md,none
locatiivaccinare.gov.md,none
madrm.gov.md,none
mai.gov.md,none
maia.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
mail.customs.gov.md,none
mail.test.cariere.gov.md,none
mc.gov.md,none
mcloud.gov.md,none
mconnect.gov.md,none
mded.gov.md,none
me.gov.md,10 mx1.gov.md.; 20 mx2.gov.md.
mec.gov.md,20 mx1.gov.md.; 10 mx2.gov.md.
mecc.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
mediaserver.border.gov.md,none
mediere.gov.md,none
mediu.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
mei.gov.md,none
mf.gov.md,none
mfa.gov.md,0 mfa-gov-md.mail.protection.outlook.com.
midr.gov.md,none
migrare.gov.md,none
minio.develop.sipc.gov.md,none
misiuni.mfa.gov.md,none
mm.gov.md,none
mmps.gov.md,none
mmpsf.gov.md,none
mmuncii.gov.md,none
monitorizare.gov.md,none
monitorul.gov.md,none
mpass.gov.md,none
ms.gov.md,none
msign.gov.md,none
msmps.gov.md,none
mtender.gov.md,none
mts.gov.md,20 mx2.gov.md.; 10 mx1.gov.md.
new.border.gov.md,none
new.statistica.gov.md,none
nisa.mfa.gov.md,none
ogpae.gov.md,none
old.aap.gov.md,none
old.amdm.gov.md,none
old.ansa.gov.md,none
old.app.gov.md,none
old.arfc.gov.md,none
old.asp.gov.md,none
old.border.gov.md,none
old.cancelaria.gov.md,none
old.cnpdc.gov.md,none
old.consumator.gov.md,none
old.gov.md,none
old.madrm.gov.md,none
old.maia.gov.md,none
old.mc.gov.md,none
old.mcloud.gov.md,none
old.mded.gov.md,none
old.mdrc.gov.md,none
old.mediu.gov.md,none
old.mei.gov.md,none
old.mf.gov.md,none
old.msmps.gov.md,none
old.mtic.gov.md,none
old.mtid.gov.md,none
old.mts.gov.md,none
