hostname,score,sources,label,level
tsj.bo,9,wikidata;wikidata,Supreme Tribunal of Justice | Supreme Court of Bolivia,
archivoybibliotecanacionales.org.bo,7,wikidata;wikidata;wikidata;wikidata,National Library of Bolivia | National Archive and Library of Bolivia | Archivo Nacional,
cancilleria.bo,7,wikidata;wikidata,Ministry of Foreign Affairs,central
escolapiosbrasilbolivia.org,6,wikidata;wikidata,Piarist province of Brazil-Bolivia,
oep.org.bo,6,wikidata,Plurinational Electoral Organ,central
tcpbolivia.bo,6,wikidata,Plurinational Constitutional Tribunal,
abe.bo,4,wikidata,Agencia Boliviana Espacial,
bo.usembassy.gov,4,wikidata,embassy of the United States in Bolivia,central
policia.bo,4,wikidata,Bolivian Police,
bo.ambafrance.org,3,wikidata,"Embassy of France, La Paz",central
bo.chineseembassy.org,3,wikidata,"Embassy of the People's Republic of China, La Paz",central
bolivia.mid.ru,3,wikidata,embassy of Russia in Bolivia,central
consulado.pe,3,wikidata,"Consulate-General of Peru, La Paz",central
cubadiplomatica.cu,3,wikidata,embassy of Cuba in Bolivia,central
eeas.europa.eu,3,wikidata,Delegation of the European Union to Bolivia,
la-paz.diplo.de,3,wikidata,"Embassy of Germany, La Paz",central
swedenabroad.se,3,wikidata,"Embassy of Sweden, La Paz",central
