hostname,score,sources,label,level
mofaic.gov.ae,7,wikidata;wikidata,"Embassy of the United Arab Emirates, Ankara | Consulate General of the United Arab Emirates, Istanbul",central
iski.istanbul,6,wikidata;wikidata,İSKİ,
roc-taiwan.org,6,wikidata;wikidata,Taipei Economic and Cultural Mission in Ankara,
ankara.mfa.gov.ct.tr,5,wikidata,"Embassy of Northern Cyprus, Ankara",central
ankara.mfa.gov.hu,4,wikidata,"Hungarian embassy, Ankara",central
aso.org.tr,4,wikidata,Ankara Chamber of Industry,
bddk.org.tr,4,wikidata,Banking Regulation and Supervision Agency,
consulateofpalestine.com.tr,4,wikidata,"Consulate General of Palestine, Istanbul",
embassyofpalestine.org.tr,4,wikidata,Embassy of Palestine in Ankara,central
epdk.org.tr,4,wikidata,Energy Market Regulatory Authority,
esb.org.tr,4,wikidata,Association of Access Providers (Turkey),
ibg.edu.tr,4,wikidata,Izmir Biomedicine and Genome Center,
istihbarat.pol.tr,4,wikidata,Intelligence Presidency of General Directorate of Security,
istka.org.tr,4,wikidata,İstanbul Kalkınma Ajansı,
isztambul.mfa.gov.hu,4,wikidata,"Consulate General of Hungary, Istanbul",
izto.org.tr,4,wikidata,İzmir Chamber of Commerce,
kardelen.baglar.bel.tr,4,wikidata,Q131170119,
kenyaembassy.org.tr,4,wikidata,"Embassy of Kenya, Ankara",central
kuwaitembassy.org.tr,4,wikidata,Embassy of Kuwait in Ankara,central
mongolianembassy.com.tr,4,wikidata,"Embassy of Mongolia, Ankara",central
sierraleoneembassy.org.tr,4,wikidata,Embassy of Sierra Leone in Ankara,central
southafrica.org.tr,4,wikidata,Embassy of South Africa in Ankara,central
srilanka.org.tr,4,wikidata,Embassy of Sri Lanka in Ankara,central
tarimkredi.org.tr,4,wikidata,The Agricultural Credit Cooperatives of Turkey,
tmsf.org.tr,4,wikidata,Savings Deposit Insurance Fund of Turkey,central
tse.org.tr,4,wikidata,Turkish Standards Institution,
ttgv.org.tr,4,wikidata,Technology Development Foundation of Turkey,
turkak.org.tr,4,wikidata,Turkish Accreditation Agency,
unesco.org.tr,4,wikidata,Turkish National Commission for UNESCO,
uzembassy.org.tr,4,wikidata,Embassy of Uzbekistan in Ankara,central
zambiaembassy.org.tr,4,wikidata,Embassy of Zambia in Ankara,central
zimankara.org.tr,4,wikidata,Embassy of Zimbabwe in Ankara,central
ambacamturquie.com,3,wikidata,Embassy of Cameroon in Ankara,central
ambaniger-tr.org,3,wikidata,Embassy of Niger to Turkey,central
ambasadat.net,3,wikidata,Embassy of Kosovo in Ankara,central
ankara.embassy.qa,3,wikidata,Embassy of Qatar in Ankara,central
ankara.embassy.si,3,wikidata,Embassy of Slovenia in Ankara,central
ankara.mae.lu,3,wikidata,Embassy of Luxembourg in Ankara,central
ankara.mae.ro,3,wikidata,"Embassy of Romania, Ankara",central
ankara.mfa.ee,3,wikidata,Embassy of Estonia in Ankara,central
ankara.mofa.go.ug,3,wikidata,Embassy of Uganda in Ankara,central
ankara.thaiembassy.org,3,wikidata,"Embassy of Thailand, Ankara",central
antalya.diplo.de,3,wikidata,German Consulate Antalya,
eeas.europa.eu,3,wikidata,Delegation of the European Union to Türkiye,
embassyangolatr.org,3,wikidata,Embassy of Angola in Ankara,central
embassynigeriaturkey.com,3,wikidata,Embassy of Nigeria in Ankara,central
finlandabroad.fi,3,wikidata,Embassy of Finland in Ankara,central
ghanaembassy-turkey.com,3,wikidata,Embassy of Ghana in Ankara,central
istanbul.consulfrance.org,3,wikidata,"French Consulate General in Istanbul, Turkey",
istanbul.diplo.de,3,wikidata,"Consulate General of Germany, Istanbul",
istanbul.mid.ru,3,wikidata,Consulate-General of Russia in Istanbul,
izmir.diplo.de,3,wikidata,"Consulate General of Germany, İzmir",
mfa.bg,3,wikidata,Embassy of Bulgaria in Ankara,central
misiones.cubaminrex.cu,3,wikidata,Embassy of Cuba in Ankara,central
mzv.cz,3,wikidata,Embassy of the Czech Republic in Ankara,central
mzv.sk,3,wikidata,Embassy of Slovakia in Ankara,central
netherlandsandyou.nl,3,wikidata,Embassy of the Netherlands in Ankara,central
norway.no,3,wikidata,Embassy of Norway in Ankara,central
pakembassyankara.com,3,wikidata,Embassy of Pakistan in Ankara,central
senegalbuyukelciligi.com,3,wikidata,Embassy of Senegal in Ankara,central
sesric.org,3,wikidata,"Statistical, Economic and Social Research and Training Centre for Islamic Countries",
southsudanankara.org,3,wikidata,Embassy of South Sudan in Ankara,central
tr.ambafrance.org,3,wikidata,"Embassy of France, Ankara",central
tr.china-embassy.org,3,wikidata,"Embassy of the People's Republic of China, Ankara",central
tr.mfa.lt,3,wikidata,Embassy of Lithuania in Ankara,central
tr.mvep.hr,3,wikidata,Embassy of Croatia in Ankara,central
tuerkei.diplo.de,3,wikidata,"Embassy of Germany, Ankara",central
turkey.mid.ru,3,wikidata,Embassy of Russia in Ankara,central
tyrkiet.um.dk,3,wikidata,embassy of Denmark in Ankara,central
tr.usembassy.gov,2,wikidata;wikidata;wikidata,"Consulate General of the United States, Istanbul | Embassy of the United States, Ankara | Consulate of the United States, Adana",central
mfa.gr,1,wikidata;wikidata;wikidata,Embassy of Greece in Ankara | Consulate-General of Greece in Istanbul | Consulate General of Greece in İzmir,central
swedenabroad.se,1,wikidata;wikidata;wikidata;wikidata,"Consulate General of Sweden in Istanbul | Embassy of Sweden, Ankara",central
