subdomain,parent_domain,http_status,mx
100yilyy.gov.tr,gov.tr,Could not resolve host: 100yilyy.gov.tr,none
182.gov.tr,gov.tr,Connection timed out after 3002 milliseconds,none
19mayismuftulugu.gov.tr,gov.tr,Could not resolve host: 19mayismuftulugu.gov.tr,none
2.trbism.gov.tr,gov.tr,Could not resolve host: 2.trbism.gov.tr,none
29mayishastanesi.gov.tr,gov.tr,Resolving timed out after 3001 milliseconds,dig error
360kutahya.gov.tr,gov.tr,Could not resolve host: 360kutahya.gov.tr,none
8iletim.gov.tr,gov.tr,Could not resolve host: 8iletim.gov.tr,none
ab.gov.tr,gov.tr,404,5 mail2.ab.gov.tr.; 5 mail.ab.gov.tr.
abana-bld.gov.tr,gov.tr,Could not resolve host: abana-bld.gov.tr,none
abegp.gov.tr,gov.tr,Could not resolve host: abegp.gov.tr,10 mail.ua.gov.tr.
abmaliye.gov.tr,gov.tr,Resolving timed out after 3000 milliseconds,none
abt.gov.tr,gov.tr,Could not resolve host: abt.gov.tr,none
access.sislietfal.gov.tr,gov.tr,Could not resolve host: access.sislietfal.gov.tr,none
acil.saglik.gov.tr,gov.tr,200,none
adaklimuftulugu.gov.tr,gov.tr,Could not resolve host: adaklimuftulugu.gov.tr,none
adana-aski.gov.tr,gov.tr,302,10 mail.adana-aski.gov.tr.
adana-meb.gov.tr,gov.tr,Could not resolve host: adana-meb.gov.tr,none
adanadh.gov.tr,gov.tr,Could not resolve host: adanadh.gov.tr,none
adanasodes.gov.tr,gov.tr,Could not resolve host: adanasodes.gov.tr,none
adapazarimuftulugu.gov.tr,gov.tr,Could not resolve host: adapazarimuftulugu.gov.tr,none
adapazarisydv.gov.tr,gov.tr,Could not resolve host: adapazarisydv.gov.tr,none
adf.denizcilik.gov.tr,gov.tr,Could not resolve host: adf.denizcilik.gov.tr,none
adiyamanmuftulugu.gov.tr,gov.tr,Could not resolve host: adiyamanmuftulugu.gov.tr,none
adres.nvi.gov.tr,gov.tr,Connection timed out after 3002 milliseconds,none
aep.gov.tr,gov.tr,Connection timed out after 3002 milliseconds,none
afad.gov.tr,gov.tr,200,10 t1s1.afad.gov.tr.
afetacil.gov.tr,gov.tr,Resolving timed out after 3000 milliseconds,dig error
afyonafad.gov.tr,gov.tr,Could not resolve host: afyonafad.gov.tr,none
