field,text
country_name,"Republic of Kazakhstan"
government_type,"presidential republic"
capital,"Astana"
chief_of_state,"President Kasym-Zhomart TOKAYEV (since 20 March 2019)"
head_of_government,"Prime Minister Olzhas BEKTENOV (since 6 February 2024)"
judicial_highest_courts,"Supreme Court of the Republic (consists of 44 members); Constitutional Council (consists of the chairperson and 6 members)"
constitution_history,"previous 1937, 1978 (pre-independence), 1993; latest approved by referendum 30 August 1995, effective 5 September 1995"
