field,text
country_name,"Republic of Cuba"
government_type,"communist state"
capital,"Havana"
chief_of_state,"President Miguel DIAZ-CANEL Bermudez (since 19 April 2018)"
head_of_government,"Prime Minister Manuel MARRERO Cruz (since 21 December 2019)"
judicial_highest_courts,"People's Supreme Court (consists of court president, vice president, 41 professional justices, and NA lay judges); organization includes the State Council, criminal, civil, administrative, labor, crimes against the state, and military courts)"
constitution_history,"several previous; latest drafted 14 July 2018, approved by the National Assembly 22 December 2018, approved by referendum 24 February 2019"
