subdomain,http_status
10e-cjsoi.gov.mg,"Could not resolve host: 10e-cjsoi.gov.mg"
ac-dsigd.mmrs.gov.mg,"SSL certificate problem: self-signed certificate"
admin.edutic.gov.mg,"200"
adr0.mcc.gov.mg,"Could not resolve host: adr0.mcc.gov.mg"
adresse-contact-pf.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
agri.back-economie-pf.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
agri.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
ambamad-bruxelles.diplomatie.gov.mg,"200"
ambamad-newdelhi.diplomatie.gov.mg,"200"
ambamad-paris.diplomatie.gov.mg,"200"
ambamad-rome.diplomatie.gov.mg,"SSL certificate problem: certificate has expired"
ambamad-tokyo.diplomatie.gov.mg,"SSL certificate problem: certificate has expired"
ambamad-washington.diplomatie.gov.mg,"200"
anaf.gov.mg,"301"
annuaire.tourisme.gov.mg,"200"
anr-data.digital.gov.mg,"Could not resolve host: anr-data.digital.gov.mg"
anre.gov.mg,"Resolving timed out after 3000 milliseconds"
api-82rx5qdjw6iw.aroafodata.gov.mg,"Connection timed out after 3000 milliseconds"
api-anr.digital.gov.mg,"Could not resolve host: api-anr.digital.gov.mg"
api-jioi.digital.gov.mg,"Could not resolve host: api-jioi.digital.gov.mg"
api-macy7seczf05.aroafodata.gov.mg,"Connection timed out after 3000 milliseconds"
api-staging.digital.gov.mg,"502"
api.diary.gov.mg,"404"
api.e-vahiny.gov.mg,"503"
api.lab.siecm.gov.mg,"Connection timed out after 3001 milliseconds"
api.labo.siecm.gov.mg,"Connection timed out after 3001 milliseconds"
api.low-tech.siecm.gov.mg,"Connection timed out after 3000 milliseconds"
api.mahatoky.gov.mg,"404"
api.preprod.siecm.gov.mg,"Connection timed out after 3000 milliseconds"
api.siecm.gov.mg,"Connection timed out after 3000 milliseconds"
apim.madaconnect.gov.mg,"200"
apim.othersi.gov.mg,"200"
apiserver.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
app.education.gov.mg,"Failed to connect to app.education.gov.mg port 443 after 1738 ms: Could not connect to server"
app.prea.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'app.prea.gov.mg'"
app.torolalana.gov.mg,"200"
applis.mica.gov.mg,"Could not resolve host: applis.mica.gov.mg"
applis.micc.gov.mg,"404"
apps.mcc.gov.mg,"Could not resolve host: apps.mcc.gov.mg"
araho-education.digital.gov.mg,"404"
araho.education.digital.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'araho.education.digital.gov.mg'"
aroafo.gov.mg,"Connection timed out after 3000 milliseconds"
aroafodata.gov.mg,"Connection timed out after 3000 milliseconds"
artisanat.mica.gov.mg,"Resolving timed out after 3000 milliseconds"
auth.lab.siecm.gov.mg,"Connection timed out after 3002 milliseconds"
auth.labo.siecm.gov.mg,"Connection timed out after 3000 milliseconds"
auth.madaconnect.gov.mg,"503"
auth.othersi.gov.mg,"503"
auth.preprod.siecm.gov.mg,"Connection timed out after 3000 milliseconds"
auth.siecm.gov.mg,"Connection timed out after 3002 milliseconds"
autoconfig.mtm.gov.mg,"200"
autodiscover.metfp.gov.mg,"Could not resolve host: autodiscover.metfp.gov.mg"
autodiscover.mica.gov.mg,"Resolving timed out after 3000 milliseconds"
autodiscover.micc.gov.mg,"Resolving timed out after 3001 milliseconds"
autodiscover.mtm.gov.mg,"200"
autodiscover.suivi-formation.metfp.gov.mg,"Could not resolve host: autodiscover.suivi-formation.metfp.gov.mg"
autodiscover.tourisme.gov.mg,"SSL certificate problem: certificate has expired"
bacc.mahajanga.digital.gov.mg,"301"
bacc.toliara.digital.gov.mg,"302"
back-economie-pf.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
back-minae-appui-pf.minae.gov.mg,"Connection timed out after 3000 milliseconds"
back-nutrition-pf.minae.gov.mg,"Could not resolve host: back-nutrition-pf.minae.gov.mg"
back-orgpaysane-pf.minae.gov.mg,"Connection timed out after 3000 milliseconds"
back-realisation-pf.minae.gov.mg,"Connection timed out after 3000 milliseconds"
back-referentiel-pf.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
badge-minae.digital.gov.mg,"503"
badge.back-economie-pf.minae.gov.mg,"Resolving timed out after 3006 milliseconds"
badge.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
bcmm.mmrs.gov.mg,"SSL certificate problem: self-signed certificate"
bibli.meah.gov.mg,"403"
biblio.micc.gov.mg,"Resolving timed out after 3000 milliseconds"
bliblio.meah.gov.mg,"Resolving timed out after 3000 milliseconds"
blog.gov.mg,"Could not resolve host: blog.gov.mg"
bngrc.gov.mg,"Operation timed out after 3004 milliseconds with 0 bytes received"
calendrier-evenement.back-economie-pf.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
calendrier-evenement.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
card-producer-minae-api.digital.gov.mg,"404"
card-producer-minae.digital.gov.mg,"200"
carte-minae.digital.gov.mg,"Could not resolve host: carte-minae.digital.gov.mg"
carteproducteur.back-economie-pf.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
carteproducteur.minae.gov.mg,"Resolving timed out after 3001 milliseconds"
ccse.mmrs.gov.mg,"Could not resolve host: ccse.mmrs.gov.mg"
cloud.csi.gov.mg,"200"
cloud.diplomatie.gov.mg,"302"
cloud.metfp.gov.mg,"Connection timed out after 3001 milliseconds"
cnlegis.gov.mg,"200"
comesa.comesa.diplomatie.gov.mg,"Could not resolve host: comesa.comesa.diplomatie.gov.mg"
comesa.diplomatie.gov.mg,"Could not resolve host: comesa.diplomatie.gov.mg"
commerce.mica.gov.mg,"Resolving timed out after 3000 milliseconds"
config.back-economie-pf.minae.gov.mg,"Resolving timed out after 3001 milliseconds"
config.lab.siecm.gov.mg,"Connection timed out after 3000 milliseconds"
config.labo.siecm.gov.mg,"Connection timed out after 3001 milliseconds"
config.minae.gov.mg,"Resolving timed out after 3000 milliseconds"
config.preprod.siecm.gov.mg,"Connection timed out after 3002 milliseconds"
config.siecm.gov.mg,"Connection timed out after 3000 milliseconds"
confnat2022.back-economie-pf.minae.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'confnat2022.back-economie-pf.minae.gov.mg'"
confnat2022.minae.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'confnat2022.minae.gov.mg'"
content-management-stg.digital.gov.mg,"Connection timed out after 3002 milliseconds"
contrat-agricole-pf.minae.gov.mg,"Connection timed out after 3001 milliseconds"
countryconfig.lab.siecm.gov.mg,"Could not resolve host: countryconfig.lab.siecm.gov.mg"
countryconfig.labo.siecm.gov.mg,"Connection timed out after 3002 milliseconds"
countryconfig.preprod.siecm.gov.mg,"Connection timed out after 3002 milliseconds"
countryconfig.siecm.gov.mg,"302"
courrier.back-economie-pf.minae.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'courrier.back-economie-pf.minae.gov.mg'"
courrier.minae.gov.mg,"302"
covax.vaksiny.gov.mg,"302"
covdata.gov.mg,"Connection timed out after 3002 milliseconds"
cpanel.metfp.gov.mg,"Could not resolve host: cpanel.metfp.gov.mg"
cpanel.mica.gov.mg,"Could not resolve host: cpanel.mica.gov.mg"
cpanel.micc.gov.mg,"Resolving timed out after 3001 milliseconds"
cpanel.mmrs.gov.mg,"Could not resolve host: cpanel.mmrs.gov.mg"
cpanel.suivi-formation.metfp.gov.mg,"Could not resolve host: cpanel.suivi-formation.metfp.gov.mg"
cpanel.tourisme.gov.mg,"SSL certificate problem: certificate has expired"
cpcalendars.metfp.gov.mg,"Could not resolve host: cpcalendars.metfp.gov.mg"
cpcalendars.mica.gov.mg,"Resolving timed out after 3001 milliseconds"
cpcalendars.micc.gov.mg,"Resolving timed out after 3002 milliseconds"
cpcalendars.mmrs.gov.mg,"Could not resolve host: cpcalendars.mmrs.gov.mg"
cpcalendars.suivi-formation.metfp.gov.mg,"Could not resolve host: cpcalendars.suivi-formation.metfp.gov.mg"
cpcalendars.tourisme.gov.mg,"SSL certificate problem: certificate has expired"
cpcontacts.metfp.gov.mg,"Could not resolve host: cpcontacts.metfp.gov.mg"
cpcontacts.mica.gov.mg,"Could not resolve host: cpcontacts.mica.gov.mg"
cpcontacts.micc.gov.mg,"Resolving timed out after 3000 milliseconds"
cpcontacts.mmrs.gov.mg,"Could not resolve host: cpcontacts.mmrs.gov.mg"
cpcontacts.suivi-formation.metfp.gov.mg,"Could not resolve host: cpcontacts.suivi-formation.metfp.gov.mg"
cpcontacts.tourisme.gov.mg,"SSL certificate problem: certificate has expired"
csi.gov.mg,"301"
csse.mmrs.gov.mg,"SSL certificate problem: self-signed certificate"
cwm.digital.gov.mg,"200"
dashboard-nui.siecm.gov.mg,"502"
dashboard-staging.digital.gov.mg,"200"
dashboard.digital.gov.mg,"200"
dashboard.mahatoky.gov.mg,"TLS connect error: error:0A000458:SSL routines::tlsv1 unrecognized name"
dashboard.mmrs.gov.mg,"Could not resolve host: dashboard.mmrs.gov.mg"
defense.gov.mg,"Connection timed out after 3002 milliseconds"
dev.aroafo.mndpt.gov.mg,"Could not resolve host: dev.aroafo.mndpt.gov.mg"
dev.mjs.gov.mg,"Could not resolve host: dev.mjs.gov.mg"
devtools.digital.gov.mg,"Could not resolve host: devtools.digital.gov.mg"
dgca-bus.vaksiny.gov.mg,"404"
dgca-chk.vaksiny.gov.mg,"404"
dgca-iss.vaksiny.gov.mg,"404"
dgca.vaksiny.gov.mg,"Could not resolve host: dgca.vaksiny.gov.mg"
dhis2.digital.gov.mg,"Could not resolve host: dhis2.digital.gov.mg"
diary.gov.mg,"Could not resolve host: diary.gov.mg"
digital.gov.mg,"Could not resolve host: digital.gov.mg"
diplomatie.gov.mg,"301"
docs.micc.gov.mg,"Resolving timed out after 3000 milliseconds"
documents.labo.siecm.gov.mg,"Connection timed out after 3002 milliseconds"
drfc.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'drfc.gov.mg'"
dsigd.mmrs.gov.mg,"Could not resolve host: dsigd.mmrs.gov.mg"
dvsse.sante.gov.mg,"SSL certificate problem: self-signed certificate"
e-fokontany.gov.mg,"200"
e-koragna.gov.mg,"303"
e-learning.digital.gov.mg,"303"
e-vahiny.gov.mg,"200"
edbm.gov.mg,"Could not resolve host: edbm.gov.mg"
education.gov.mg,"Could not resolve host: education.gov.mg"
edutic.gov.mg,"200"
elk.torolalana.gov.mg,"SSL certificate problem: certificate has expired"
eniap.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'eniap.gov.mg'"
enrollment-rest.digital.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'enrollment-rest.digital.gov.mg'"
enrollment-spire.digital.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'enrollment-spire.digital.gov.mg'"
ensp.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'ensp.gov.mg'"
equivalence-search-staging.digital.gov.mg,"405"
equivalence-staging.digital.gov.mg,"307"
equivalence-strapi-staging.digital.gov.mg,"200"
equivalence.mtefpls.gov.mg,"307"
ern.siecm.gov.mg,"200"
ernpreprod.siecm.gov.mg,"Operation timed out after 3001 milliseconds with 0 bytes received"
etudiant.digital.gov.mg,"Failed to connect to etudiant.digital.gov.mg port 443 after 121 ms: Could not connect to server"
evisa.diplomatie.gov.mg,"200"
evisamada.gov.mg,"Failed to connect to evisamada.gov.mg port 443 after 91 ms: Could not connect to server"
exprt.mmrs.gov.mg,"Could not resolve host: exprt.mmrs.gov.mg"
formation-professionnelle.gov.mg,"Operation timed out after 3002 milliseconds with 0 bytes received"
fpq-amb.metfp.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'fpq-amb.metfp.gov.mg'"
ftp.back-economie-pf.minae.gov.mg,"SSL: no alternative certificate subject name matches target hostname 'ftp.back-economie-pf.minae.gov.mg'"
