hostname,http_status,mx
crphmyanmar.org,200,5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.; 10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.
dsmrmm.com,SSLHandshakeException: (certificate_expired) PKIX path validation failed: java.security.cert.CertPathValidatorException: validity check failed,none
eeas.europa.eu,200,10 mxb-00338601.gslb.pphosted.com.; 10 mxa-00338601.gslb.pphosted.com.
finlandabroad.fi,301,10 mail.valtori.fi.
holyrosaryprovince.org,301,none
mm.ambafrance.org,301,none
mm.china-embassy.org,SSLHandshakeException: (certificate_unknown) No subject alternative DNS name matching mm.china-embassy.org found.,none
myanmar-education.edu.mm,ConnectException,none
myanmar.mid.ru,SSLHandshakeException: (certificate_unknown) PKIX path building failed: sun.security.provider.certpath.SunCertPathBuilderException: unable to find valid certification path to requested target,none
myanmar.um.dk,301,none
myanmarstandards.org.mm,403,0 mail.myanmarstandards.org.mm.
mzv.cz,302,10 mzvczemta06.mzv.cz.; 50 mzvczemta05.mzv.cz.
norway.no,301,0 mx.domeneshop.no.
nugmyanmar.org,200,10 alt3.aspmx.l.google.com.; 1 aspmx.l.google.com.; 5 alt1.aspmx.l.google.com.; 5 alt2.aspmx.l.google.com.; 10 alt4.aspmx.l.google.com.
rangun.diplo.de,200,10 mx1.bund.de.; 10 mx2.bund.de.
roc-taiwan.org,302,none
